School Name,School Code,Tests Taken,Reading / Writing,Math,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Year
Springfield - High School Of Commerce,2810510,29,433,447,583,16.8,1090,49,50.9,81.5,21.5,23.4,2810000,19.2,1.5,70.6,7.1,0.3,0.2,1.2,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
Springfield - John J Duggan Middle,2810320,24,432,428,654,11.9,797,47.7,52.3,72.7,9,20.5,2810000,27.2,1.9,56.3,13.1,0.3,0,1.3,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
Springfield - Roger L. Putnam Vocational Technical Academy,2810620,338,425,418,872,13.6,1382,54.1,45.9,71.4,10.2,15.2,2810000,18.9,1.7,70.3,8.5,0,0,0.7,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
Springfield - Springfield Central High,2810500,463,472,464,986,16.6,1994,47,53,69.1,14.7,16.5,2810000,23.5,4.7,58.5,11.8,0.1,0.1,1.4,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
Springfield - Springfield High School of Science and Technology,2810530,253,401,390,720,15.5,1243,44.8,55.2,80.1,17.5,21.2,2810000,17.6,1.8,70.8,8.5,0.2,0.2,1.1,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
Springfield - The Springfield Renaissance School an Expeditionary Learning School,2810205,99,493,467,475,12.5,661,50.4,49.6,60.8,4.1,21,2810000,24.7,1.5,55.5,16.5,0,0.2,1.7,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
Stoneham - Stoneham High,2840505,220,550,543,416,14.1,647,47.1,52.9,16.7,3.3,16.2,2840000,1.9,5.1,8.4,80.5,0.8,0,3.4,Stoneham,"          $38,707,099.11",2384.5,"              $16,232.79","          $43,746,583.67",2557.2,"              $17,107.22",2019
Stoughton - Stoughton High,2850505,294,531,526,700,16,1029,48.7,51.3,30.9,5.1,12.7,2850000,26.7,6.9,9.5,53.5,0.1,0.2,3.1,Stoughton,"          $52,692,952.35",3486.9,"              $15,111.69","          $60,707,067.70",3701.5,"              $16,400.67",2019
Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,273,587,572,529,14.5,848,54.8,44.8,12.3,0.7,15.2,4890000,2.5,3.8,5.5,85.6,0.5,0,2.1,Sturgis Charter Public (District),"          $12,869,035.00",838.2,"              $15,353.18","          $12,869,035.00",838.2,"              $15,353.18",2019
Sutton - Sutton High School,2900510,124,557,552,186,14.8,376,50.3,49.7,12,0.8,8.2,2900000,1.6,1.1,3.5,89.1,0,0,4.8,Sutton,"          $20,093,501.88",1384.2,"              $14,516.33","          $21,426,232.55",1428.8,"              $14,995.96",2019
Swampscott - Swampscott High,2910505,194,571,585,408,14.5,703,53.6,46.4,17.2,1.4,15.1,2910000,5.4,2,13.8,77,0,0,1.9,Swampscott,"          $36,239,717.00",2206.1,"              $16,427.05","          $39,797,317.00",2282.6,"              $17,435.08",2019
Swansea - Joseph Case High,2920505,104,538,536,263,14,528,48.7,51.3,22.5,0.4,9.5,2920000,1,1.3,3.4,93,0,0,1.3,Swansea,"          $29,025,830.44",2091.2,"              $13,879.99","          $30,464,416.30",2161.8,"              $14,092.15",2019
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,99,568,537,531,42.2,2347,58.8,41.2,46,1.2,19.6,39020000,7.5,2.6,18.3,64.5,0.3,0.2,6.6,TEC Connections Academy Commonwealth Virtual School District,"          $20,428,159.00",2228,"               $9,168.83","          $20,428,159.00",2228,"               $9,168.83",2019
Tantasqua - Tantasqua Regional Sr High,7700505,235,572,600,771,13,1199,51.3,48.7,20.6,0.4,8.4,7700000,0.8,1.1,5.8,88.2,0.2,0.1,3.8,Tantasqua,"          $26,131,484.00",1782.4,"              $14,660.84","          $26,442,193.00",1822.5,"              $14,508.75",2019
Tantasqua - Tantasqua Regional Vocational,7700605,49,529,540,114,10.3,483,42.2,57.8,27.1,0.4,13.5,7700000,0.2,0.2,5.6,90.7,0.2,0.2,2.9,Tantasqua,"          $26,131,484.00",1782.4,"              $14,660.84","          $26,442,193.00",1822.5,"              $14,508.75",2019
Taunton - Taunton High,2930505,544,506,490,988,20.7,2705,50.2,49.8,43.3,4.6,15.1,2930000,19.3,1.6,13.4,61,0.3,0.2,4.2,Taunton,"         $110,347,339.31",8052.1,"              $13,704.17","         $122,045,635.31",8400,"              $14,529.24",2019
Tewksbury - Tewksbury Memorial High,2950505,247,555,560,405,19.6,860,52.9,47,15.8,0.6,13.1,2950000,3.3,3.8,4.9,87.1,0.1,0,0.8,Tewksbury,"          $57,847,394.97",3438.2,"              $16,824.91","          $65,824,816.47",3609.6,"              $18,236.04",2019
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,8780605,151,522,519,825,15.7,974,40.4,59.5,18.2,0,29,8780000,0.9,0.9,6.6,86.7,0.3,0.1,4.5,Tri-County Regional Vocational Technical,"          $21,045,382.00",1042.2,"              $20,193.23","          $21,085,803.00",1044.2,"              $20,193.26",2019
Triton - Triton Regional High School,7730505,185,558,551,331,14.3,665,49.9,50.1,19.7,1.7,13.1,7730000,1.2,2,3.9,91.6,0.2,0.2,1.1,Triton,"          $41,945,927.00",2368.8,"              $17,707.67","          $46,389,313.00",2546.3,"              $18,218.32",2019
Tyngsborough - Tyngsborough High School,3010505,144,561,565,378,15.4,458,53.9,46.1,10,1.3,10.3,3010000,2,7,5.2,82.1,0.2,0,3.5,Tyngsborough,"          $24,623,054.00",1624.7,"              $15,155.45","          $28,033,102.00",1765.9,"              $15,874.68",2019
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,8790605,115,518,513,356,14.1,692,36.6,63.4,27.2,0,22,8790000,4.3,1.7,2.9,83.8,0.9,0.1,6.2,Upper Cape Cod Regional Vocational Technical,"          $17,680,564.52",728.8,"              $24,259.83","          $17,687,164.52",730.1,"              $24,225.67",2019
Uxbridge - Uxbridge High,3040505,113,545,536,340,14.5,588,44.6,55.4,19.4,1.5,15.5,3040000,1.5,1.7,4.9,88.6,0.3,0,2.9,Uxbridge,"          $26,532,261.00",1679.7,"              $15,795.83","          $31,170,328.00",1917.9,"              $16,252.32",2019
Wachusett - Wachusett Regional High,7750505,612,568,569,1152,16.3,2038,50.4,49.6,11.5,0.5,13.7,7750000,2.1,3.3,5.2,87.1,0.1,0,2.2,Wachusett,"          $91,996,782.52",7108.6,"              $12,941.62","         $100,984,903.78",7341.9,"              $13,754.60",2019
Wakefield - Wakefield Memorial High,3050505,317,565,566,533,14.9,990,51.7,48.2,12.6,1.6,15.8,3050000,3.6,3.3,6.7,84.4,0.1,0.1,1.7,Wakefield,"          $53,478,747.51",3499.8,"              $15,280.52","          $58,961,303.61",3629.4,"              $16,245.47",2019
Walpole - Walpole High,3070505,388,572,566,510,17.5,1095,49,51.1,12.9,2.5,14.9,3070000,3.4,5.2,6.1,82.7,0.5,0,2.2,Walpole,"          $59,130,327.36",3768.6,"              $15,690.26","          $64,011,429.24",3886,"              $16,472.32",2019
Waltham - Waltham Sr High,3080505,379,525,526,878,15.3,1661,45.2,54.7,40,20.8,14.3,3080000,9.9,4,45.1,39.1,0.1,0,1.8,Waltham,"         $119,090,108.00",5582.8,"              $21,331.61","         $127,009,430.00",5781.5,"              $21,968.25",2019
Ware - Ware Junior/Senior High School,3090505,64,542,532,254,16.2,474,49,51.1,44.7,0.6,20,3090000,2.1,0.8,4.4,86.9,0.2,0.6,4.9,Ware,"          $17,989,905.68",1166.5,"              $15,422.12","          $20,631,224.50",1379,"              $14,961.00",2019
Wareham - Wareham Senior High,3100505,85,528,539,525,12.2,621,49.8,50.1,45.3,0.5,27.5,3100000,9.5,1.3,7.6,68.3,1.6,0,11.8,Wareham,"          $38,955,582.53",2119.9,"              $18,376.14","          $45,445,371.50",2528.1,"              $17,976.10",2019
Watertown - Watertown High,3140505,163,548,561,414,14.1,697,48.2,51.8,31.4,9.6,15.5,3140000,4.7,7.8,21.5,61.3,1,0,3.7,Watertown,"          $55,747,752.54",2644.8,"              $21,078.25","          $62,615,504.23",2792.5,"              $22,422.74",2019
Wayland - Wayland High School,3150505,204,618,638,444,14,838,49.8,50.2,5.1,1,20.8,3150000,4.4,17.9,4.9,66,0,0.1,6.7,Wayland,"          $50,694,164.73",2707.1,"              $18,726.37","          $53,689,167.16",2761.4,"              $19,442.73",2019
Webster - Bartlett High School,3160505,83,518,516,229,15.8,422,52.8,46.9,49.5,8.3,14.5,3160000,7.6,2.6,28,54.5,0.2,0.2,6.9,Webster,"          $28,611,463.00",1843.5,"              $15,520.19","          $32,771,151.00",2054.8,"              $15,948.58",2019
Wellesley - Wellesley Sr High,3170505,349,625,628,679,16.5,1503,49.1,50.8,5.9,0.5,15.6,3170000,3.9,12.6,4.4,73.8,0,0,5.4,Wellesley,"          $97,780,268.76",4954.8,"              $19,734.45","         $105,659,336.95",5027.5,"              $21,016.28",2019
West Boylston - West Boylston Junior/Senior High,3220505,55,572,550,365,13.5,502,53.6,46.4,19.9,2,14.5,3220000,2.8,1.6,11.8,80.7,0.2,0,3,West Boylston,"          $14,937,057.06",891.2,"              $16,760.61","          $17,293,431.06",996.9,"              $17,347.21",2019
West Bridgewater - West Bridgewater Junior/Senior,3230505,129,552,536,446,17.2,641,52.9,47.1,18.1,0.8,9.1,3230000,5.8,1.3,4.5,85.2,0.3,0,3,West Bridgewater,"          $17,099,102.50",1346.6,"              $12,697.98","          $18,842,713.20",1387.5,"              $13,580.33",2019
West Springfield - West Springfield High,3320505,198,549,549,702,16.3,1241,47.5,52.5,43.8,7.6,19.5,3320000,4,7.5,20.2,66,0.2,0,2.3,West Springfield,"          $57,095,812.00",4097,"              $13,936.00","          $63,805,250.00",4282.5,"              $14,899.07",2019
Westborough - Westborough High,3210505,315,593,610,705,15.2,1157,49,50.9,11.2,3.4,8.7,3210000,1.6,26.8,7.6,60.3,0,0.1,3.5,Westborough,"          $64,489,874.72",3946.4,"              $16,341.44","          $67,972,966.98",3998.7,"              $16,998.77",2019
Westfield - Westfield High,3250505,240,553,535,681,14.9,1175,52.6,47.2,29.6,3.4,18.7,3250000,2.3,3.4,14.8,76.8,0.2,0,2.6,Westfield,"          $79,145,979.64",5305.7,"              $14,917.16","          $86,879,488.64",5605.6,"              $15,498.70",2019
Westfield - Westfield Technical Academy,3250605,22,490,471,288,14.2,558,35.5,64.5,37.3,2.7,26.9,3250000,1.4,1.4,10.8,84.4,0.2,0.2,1.6,Westfield,"          $79,145,979.64",5305.7,"              $14,917.16","          $86,879,488.64",5605.6,"              $15,498.70",2019
Westford - Westford Academy,3260505,533,608,624,733,18.7,1685,47.7,52.2,5.1,0.6,11.2,3260000,1.1,25.2,1.7,68.5,0.1,0.1,3.5,Westford,"          $72,795,144.70",5084.3,"              $14,317.63","          $78,167,478.70",5166.2,"              $15,130.56",2019
Weston - Weston High,3300505,148,627,652,520,13.6,663,48.3,51.7,6,2.1,19.5,3300000,6.3,18.6,3.5,67,0.5,0,4.2,Weston,"          $52,262,282.61",2092.8,"              $24,972.42","          $55,013,702.14",2128.5,"              $25,846.23",2019
Westport - Westport Junior/Senior High School,3310515,58,568,528,389,14.4,569,44.1,55.9,24.1,0.4,15.1,3310000,0.5,0.9,3.5,90.7,0.5,0,3.9,Westport,"          $22,547,248.00",1446.9,"              $15,583.14","          $24,786,885.00",1563.2,"              $15,856.50",2019
Westwood - Westwood High,3350505,356,596,611,516,14.5,1005,54.7,45.3,5.7,0.3,14,3350000,3.7,9.9,3.3,81,0,0,2.2,Westwood,"          $58,330,737.00",3098.8,"              $18,823.65","          $60,329,359.00",3122.1,"              $19,323.33",2019
Weymouth - Weymouth High School,3360505,485,536,531,916,15.4,1852,49.2,50.6,27.7,3.2,17.1,3360000,5.9,5,9.8,75.3,0.2,0.1,3.7,Weymouth,"          $88,107,775.58",5797.3,"              $15,198.07","         $100,764,928.51",6211.7,"              $16,221.80",2019
Whitman-Hanson - Whitman Hanson Regional,7800505,333,541,526,431,21.2,1156,49.2,50.8,15.8,1,13.1,7800000,3.4,1.1,4.2,88.2,0.6,0.3,2.2,Whitman-Hanson,"          $50,989,597.96",3804.3,"              $13,403.15","          $55,505,931.27",3939.2,"              $14,090.66",2019
Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,183,514,490,604,15.3,1247,46,53.8,31.1,1.6,19.8,8850000,2.6,1.3,23.8,69.1,0.4,0,2.8,Whittier Regional Vocational Technical,"          $25,178,735.00",1216.1,"              $20,704.49","          $25,241,624.00",1216.1,"              $20,756.21",2019
Wilmington - Wilmington High,3420505,266,558,543,435,15.7,803,50.8,48.9,8,0.6,12.5,3420000,1.4,5.5,4.4,85.8,0,0,3,Wilmington,"          $54,164,567.00",3186.7,"              $16,997.07","          $61,192,272.00",3277,"              $18,673.26",2019
Winchendon - Murdock High School,3430515,59,529,512,117,12.6,263,48.7,51.3,38,1.9,24,3430000,1.5,4.9,8,82.5,0.4,0,2.7,Winchendon,"          $17,938,547.00",1256.9,"              $14,272.06","          $20,624,970.00",1456.2,"              $14,163.56",2019
Winchester - Winchester High School,3440505,380,617,636,667,16.8,1419,51.4,48.6,6.5,0.8,16.9,3440000,1.5,18.9,4.1,71.5,0.3,0.1,3.7,Winchester,"          $64,961,404.21",4635.8,"              $14,012.99","          $69,152,878.26",4701.1,"              $14,709.94",2019
Winthrop - Winthrop High School,3460505,155,539,525,218,18,596,50,50,26.9,4.4,15.3,3460000,1.2,1,15.6,81.7,0,0,0.5,Winthrop,"          $26,504,844.36",1977.7,"              $13,401.85","          $28,618,489.47",2034.3,"              $14,067.98",2019
Woburn - Woburn High,3470505,294,549,551,647,15.2,1281,51.5,48.4,26.8,8.5,16.3,3470000,7,6.3,13.6,71,0.6,0.1,1.6,Woburn,"          $79,508,427.98",4533.6,"              $17,537.59","          $86,647,131.64",4683.9,"              $18,498.93",2019
Worcester - Burncoat Senior High,3480503,293,458,454,674,13.1,1064,49,51,59.5,24.3,25.1,3480000,18.6,3.7,42.8,30.5,0,0,4.5,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
Worcester - Claremont Academy,3480350,111,428,421,267,18.6,559,48.3,51.7,68.7,34.7,10.9,3480000,11.3,8.6,72.3,5.9,0.2,0,1.8,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
Worcester - Doherty Memorial High,3480512,471,494,499,908,13.3,1448,45,55,45.1,18.3,15.2,3480000,16.7,6.1,33.3,39.4,0.2,0,4.4,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
Worcester - North High,3480515,296,425,420,649,15.1,1154,49.3,50.7,69.2,28.6,21.2,3480000,21.9,6,50.9,18,0.1,0,3.1,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
Worcester - South High Community,3480520,322,466,473,741,15.1,1308,48.2,51.8,63.3,30,21.2,3480000,18.4,11.6,45.5,21.4,0.1,0,3,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
Worcester - University Pk Campus School,3480285,53,484,486,134,17.1,243,51.9,48.2,65,21,12.4,3480000,13.2,18.9,54.3,8.6,0.4,0,4.5,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
Worcester - Worcester Technical High,3480605,420,486,487,710,16,1468,55.8,44.2,46.2,5.5,11.4,3480000,16.4,7.9,36.7,35.4,0.1,0.1,3.4,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,"              $15,110.24",2019
