,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
499,400310030260001,School,North Greene Jr/Sr High Sch,North Greene CUSD 3,White Hall,Greene,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,366,95.1,,,,,,,28.7,25.7,,55.2,8.5,176.0,91.0,50.0,12.5,3.9,16.3,4.6,,,,78.6,,,,33.7,,,,,8207.87,12195.98,429.2,410.2,69.8,22.6,7.5,0.0,2021
500,400310100260001,School,Greenfield High School,Greenfield CUSD 10,Greenfield,Greene,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",127,96.9,,,,,,,15.0,11.8,,38.6,,176.0,94.3,10.0,7.6,,15.2,5.0,,,,90.6,,,,19.1,,,,,7967.26,15584.82,478.4,444.8,60.0,28.0,12.0,0.0,2021
501,400421000260001,School,Jersey Comm High School,Jersey CUSD 100,Jerseyville,Jersey,UNIT,LARGE,HIGH SCHOOL,8 - 12,Commendable,All Students,"Eligible, but Not a Participan",972,94.4,,2.3,,,,2.0,12.6,9.7,,32.8,2.2,176.0,92.8,96.0,9.5,3.9,19.7,5.0,,,,88.6,,,,21.6,,,,,7584.8,12249.27,470.1,461.6,44.5,32.5,20.0,3.0,2021
502,400560010260002,School,Carlinville High School,Carlinville CUSD 1,Carlinville,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,407,92.6,,2.7,,,,3.4,25.6,18.2,,43.2,4.2,177.0,90.8,45.0,10.6,3.5,18.6,3.0,,,,89.5,,,,32.7,,,,,8871.26,12559.75,501.1,469.1,40.8,36.7,18.4,4.1,2021
503,400560020260004,School,Northwestern High School,Northwestern CUSD 2,Palmyra,Macoupin,UNIT,SMALL,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",90,100.0,,,,,,,34.4,32.2,,63.3,,176.0,92.6,13.0,13.1,9.5,9.4,3.2,,,,87.5,,,,29.3,,,,,11647.21,18546.23,428.6,413.2,77.3,13.6,9.1,0.0,2021
504,400560050260001,School,Mt Olive High School,Mount Olive CUSD 5,Mount Olive,Macoupin,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",105,97.1,,,,,,,14.3,13.3,,42.9,,176.0,92.0,,,,11.2,5.0,,,,86.7,,,,21.5,,,,,8010.24,15510.77,492.1,417.1,67.6,23.5,8.8,0.0,2021
505,400560060260001,School,Staunton High School,Staunton CUSD 6,Staunton,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,388,93.8,,2.6,,,,,20.1,16.0,,36.3,,176.0,91.1,44.0,10.9,,20.0,5.0,,,,94.2,,,,26.7,,,,,9317.82,9867.95,484.4,463.7,40.7,36.0,22.1,1.2,2021
506,400560070260003,School,Gillespie High School,Gillespie CUSD 7,Gillespie,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",345,95.4,,,,,,,21.4,20.6,,49.3,5.2,176.0,89.5,85.0,23.9,7.5,17.8,5.0,,,,98.2,,,,40.1,,,,,5779.86,13458.05,474.5,449.3,51.3,32.5,16.3,0.0,2021
507,400560080260001,School,Bunker Hill High School,Bunker Hill CUSD 8,Bunker Hill,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,8 - 12,Commendable,All Students,Schoolwide Title I Program,222,90.5,,,,,,,19.4,19.4,,42.3,,176.0,92.9,19.0,8.3,,12.5,5.0,,,,86.4,,,,23.0,,,,,6869.98,11943.96,450.5,423.1,64.3,23.8,11.9,0.0,2021
508,400560090260001,School,Southwestern High School,Southwestern CUSD 9,Piasa,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",382,95.5,,,,,,,15.2,13.4,,37.2,,176.0,91.1,38.0,9.6,7.1,17.8,5.0,,,,88.4,,,,32.5,,,,,8120.85,13593.74,480.8,483.6,35.2,35.2,26.1,3.4,2021
509,400560340260001,School,North Mac High School,North Mac CUSD 34,Virden,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",370,91.9,,,,,,3.2,16.5,12.4,,40.0,3.2,176.0,91.2,91.0,23.3,5.7,19.9,5.0,,,,91.5,,,,27.0,,,,,5040.71,13107.75,473.8,441.4,62.5,24.0,11.5,1.9,2021
510,410570010260001,School,Roxana Sr High School,Roxana CUSD 1,Roxana,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",515,86.8,4.7,3.3,,,,4.1,11.8,8.0,,40.0,2.7,176.0,91.1,89.0,16.5,5.1,20.7,5.0,,,,95.7,,,,31.7,,,,,12171.27,14563.96,447.3,430.6,56.3,27.7,16.0,0.0,2021
511,410570020260001,School,Triad High School,Triad CUSD 2,Troy,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1211,92.7,1.7,1.9,0.8,,,2.5,20.4,15.2,,20.9,0.8,176.0,92.9,53.0,4.3,1.6,21.0,2.9,,,,91.0,,,,21.2,,,,,7370.03,10721.78,505.3,502.0,33.9,27.7,31.2,7.2,2021
512,410570050260001,School,Highland High School,Highland CUSD 5,Highland,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",904,95.6,,,1.8,,,,19.6,16.7,,22.3,2.2,176.0,91.1,47.0,5.1,2.6,21.7,2.7,,,,92.2,,,,27.4,,,,,6445.7,10816.99,489.5,487.4,36.7,31.2,26.6,5.5,2021
513,410570070260001,School,Edwardsville High School,Edwardsville CUSD 7,Edwardsville,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2310,79.4,7.7,4.6,2.8,,,5.3,14.2,9.8,,16.3,,176.0,91.6,283.0,11.8,3.0,25.3,2.5,,,,93.2,,,,26.8,,,,,7370.38,11151.86,523.8,511.0,26.2,30.1,37.5,6.3,2021
514,410570080260001,School,Civic Memorial High School,Bethalto CUSD 8,Bethalto,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",753,89.5,2.0,4.2,,,,3.5,16.3,10.8,,29.5,1.5,176.0,89.5,229.0,29.4,2.6,20.4,4.0,,,,91.8,,,,36.3,,,,,8528.15,12295.08,475.8,455.5,51.9,28.3,19.8,0.0,2021
515,410570090260001,School,Granite City High School,Granite City CUSD 9,Granite City,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Targeted,Multiracial,"Eligible, but Not a Participan",1813,64.1,17.5,11.6,0.7,,0.8,5.2,20.1,17.9,3.2,54.9,3.7,176.0,82.6,916.0,47.4,6.0,25.3,5.0,,,,95.3,,,,51.1,,,,,13804.5,14533.3,431.9,410.0,72.0,19.9,7.9,0.2,2021
516,410570100260001,School,Collinsville High School,Collinsville CUSD 10,Collinsville,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1921,56.7,13.8,24.0,0.6,,,4.6,21.1,18.2,7.8,49.1,4.8,176.0,89.8,467.0,23.4,3.0,20.0,5.0,,,,91.2,,,,35.2,,,,,5647.81,12643.78,464.5,449.5,55.6,23.4,19.1,1.9,2021
517,410570110260001,School,Alton High School,Alton CUSD 11,Alton,Madison,UNIT,LARGE,HIGH SCHOOL,PK - 12,Commendable,All Students,Schoolwide Title I Program,1953,57.9,27.7,4.0,0.6,,,9.7,19.8,16.7,,45.9,0.6,176.0,84.5,851.0,41.0,12.5,24.6,2.8,,,,88.4,,,,52.4,,,,,8198.32,11593.77,468.3,454.0,56.1,20.5,20.0,3.4,2021
518,410570120260001,School,Madison Senior High School,Madison CUSD 12,Madison,Madison,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,161,,92.5,,,,,,24.8,24.8,,100.0,19.9,176.0,82.1,125.0,68.7,9.8,14.1,5.0,,,,85.1,,,,62.6,,,,,15532.08,19902.66,397.1,360.3,90.3,9.7,0.0,0.0,2021
519,410570140160001,School,East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,Wood River,Madison,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,561,81.8,8.9,3.6,,,,5.3,27.5,23.4,,63.3,8.0,176.0,90.8,87.0,14.7,4.8,20.4,5.0,,,,97.0,,,,32.9,,,,,12047.2,15396.73,444.2,418.3,70.8,16.8,12.4,0.0,2021
520,440630120260002,School,Johnsburg High School,Johnsburg CUSD 12,Johnsburg,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,571,87.9,,8.8,,,,1.8,21.2,14.5,,19.6,,176.0,93.5,64.0,10.7,2.7,19.9,5.0,,,,91.5,,,,19.3,,,,,9883.76,16043.68,493.3,483.2,34.4,37.1,25.2,3.3,2021
521,440630190240002,School,Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,98,73.5,,25.5,,,,,28.6,23.5,10.2,37.8,,176.0,94.9,,,,11.0,5.0,,,,79.3,,,,16.5,,,,,12041.31,18337.3,457.1,441.4,53.6,25.0,17.9,3.6,2021
522,440630500260001,School,Harvard High School,Harvard CUSD 50,Harvard,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,780,26.7,,70.6,,,,1.4,16.8,13.7,28.1,37.3,,178.0,90.5,200.0,24.7,13.9,17.2,3.0,,,,87.0,,,,32.7,,,,,10508.72,15785.39,441.0,421.3,70.0,23.5,5.3,1.2,2021
523,440631540160001,School,Marengo High School,Marengo CHSD 154,Marengo,McHenry,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,655,70.2,,26.3,,,,1.8,18.6,10.4,2.6,23.5,,177.0,90.8,67.0,9.8,2.3,23.3,5.0,,,,93.4,,,,27.2,,,,,12269.33,17359.47,496.3,493.0,36.1,25.9,34.2,3.8,2021
524,440631550160001,School,Crystal Lake Central High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1485,67.9,1.8,26.7,2.7,,,,21.8,14.5,6.0,24.0,,176.0,92.2,153.0,9.7,0.9,21.8,5.0,,,,96.5,,,,25.5,,,,,12633.99,17095.12,493.2,488.5,39.5,24.6,29.2,6.7,2021
525,440631550160002,School,Cary-Grove Community High School,CHSD 155,Cary,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",1481,79.5,0.9,16.3,2.3,,,,21.1,11.0,3.5,15.5,,176.0,94.0,88.0,5.8,1.1,23.6,5.0,,,,93.7,,,,16.1,,,,,12511.04,16948.84,521.2,501.4,34.9,23.1,35.4,6.7,2021
526,440631550160003,School,Crystal Lake South High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1304,70.1,3.2,21.5,4.3,,,,21.5,12.3,4.5,19.9,,176.0,93.6,93.0,6.8,,23.9,5.0,,,,93.0,,,,19.4,,,,,13680.52,18309.36,513.0,500.4,34.5,26.8,31.0,7.7,2021
527,440631550160004,School,Prairie Ridge High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",1209,83.6,1.5,10.9,2.6,,,1.1,23.8,14.7,1.9,13.0,,176.0,94.1,40.0,3.3,1.1,24.8,5.0,,,,92.0,,,,15.5,,,,,14019.51,18616.57,522.4,520.4,30.4,21.4,38.9,9.3,2021
528,440631560160003,School,McHenry Community High School,McHenry CHSD 156,Mchenry,McHenry,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Not a Participant in Title I P,2185,73.2,1.2,23.4,1.4,,,0.5,23.5,15.1,6.1,30.8,0.9,176.0,89.9,573.0,25.9,,19.3,5.0,,,,,,,,34.2,,,,,7602.38,15902.51,472.7,459.6,46.2,29.9,22.9,1.1,2021
529,440631570160001,School,Richmond-Burton High School,Richmond-Burton CHSD 157,Richmond,McHenry,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,565,83.0,,11.9,,,,2.5,20.4,12.6,,8.5,,176.0,91.9,30.0,5.2,,17.5,5.0,,,,94.0,,,,26.8,,,,,14570.61,21936.54,514.5,515.1,28.7,28.0,35.7,7.7,2021
530,440631580220002,School,Huntley High School,Huntley Community School District 158,Huntley,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2980,74.6,2.0,12.2,6.5,,0.5,4.0,20.7,12.1,2.0,11.9,0.4,176.0,90.7,375.0,12.3,2.0,25.6,5.0,,,,93.4,,,,27.4,,,,,6904.0,12886.0,529.7,534.2,18.5,29.0,44.8,7.7,2021
531,440632000260008,School,Woodstock High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1035,53.4,2.9,39.3,2.9,,,,17.8,9.5,11.9,31.9,,176.0,89.9,127.0,11.7,1.9,22.0,5.0,,,,91.9,,,,33.1,,,,,10351.69,14253.52,513.3,480.0,40.7,28.4,28.8,2.1,2021
532,440632000260009,School,Woodstock North High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,LARGE,HIGH SCHOOL,8 - 12,Commendable,All Students,"Eligible, but Not a Participan",937,59.3,4.3,32.4,2.8,,,,21.6,14.6,6.2,31.9,,176.0,90.8,111.0,11.6,1.4,22.6,5.0,,,,92.5,,,,33.7,,,,,11202.39,15267.53,500.6,484.6,39.5,29.2,26.2,5.2,2021
533,450670030260001,School,Valmeyer High School,Valmeyer CUSD 3,Valmeyer,Monroe,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,119,92.4,,,,,,,17.6,14.3,,17.6,,176.0,92.4,,,,12.7,5.0,,,,88.9,,,,21.1,,,,,6452.02,13634.32,472.3,446.3,53.3,36.7,10.0,0.0,2021
534,450670040260001,School,Columbia High School,Columbia CUSD 4,Columbia,Monroe,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,626,91.7,,3.7,,,,2.9,9.7,9.7,,11.7,,176.0,96.8,14.0,2.2,3.4,22.7,5.0,,,,92.8,,,,4.5,,,,,4011.31,10025.12,515.1,516.8,25.3,31.0,35.4,8.2,2021
535,450670050260001,School,Waterloo High School,Waterloo CUSD 5,Waterloo,Monroe,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",843,93.5,,2.6,,,,2.7,17.0,13.0,,12.9,,176.0,93.2,38.0,4.3,2.1,23.7,5.0,,,,92.1,,,,21.4,,,,,9953.4,11805.07,508.3,510.5,22.8,35.3,37.5,4.3,2021
536,450790010220001,School,Coulterville High School,Coulterville USD 1,Coulterville,Randolph,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,69,89.9,,,,,,,17.4,17.4,,66.7,,176.0,93.1,,,,11.4,5.0,,,,91.7,,,,18.7,,,,,10349.0,12478.04,467.1,450.7,50.0,21.4,28.6,0.0,2021
537,450791320260001,School,Red Bud High School,Red Bud CUSD 132,Red Bud,Randolph,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",371,97.6,,,,,,,15.9,12.4,,19.9,6.7,176.0,93.1,56.0,13.7,4.7,16.4,5.0,,,,92.3,,,,20.7,,,,,8597.38,13067.65,488.8,478.2,47.6,22.6,27.4,2.4,2021
538,450791380260001,School,Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",134,94.0,,,,,,,11.2,11.2,,26.1,,177.0,93.1,,,,14.0,5.0,,,,84.8,,,,21.1,,,,,9152.6,13040.33,438.8,437.9,60.6,24.2,15.2,0.0,2021
539,450791390260001,School,Chester High School,Chester CUSD 139,Chester,Randolph,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,318,86.5,,7.5,,,,5.0,13.2,13.2,,39.0,,176.0,91.6,70.0,20.3,2.9,15.8,4.2,,,,90.5,,,,25.3,,,,,7778.8,13199.74,449.3,419.7,63.8,26.1,10.1,0.0,2021
540,450791400260001,School,Sparta High School,Sparta CUSD 140,Sparta,Randolph,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,303,74.3,15.5,4.0,,,,5.3,16.8,14.5,,56.8,7.9,176.0,87.5,103.0,30.7,5.6,16.7,5.0,,,,82.7,,,,40.5,,,,,7595.93,16620.4,443.5,437.6,62.5,20.8,16.7,0.0,2021
541,470521700220001,School,Dixon High School,Dixon USD 170,Dixon,Lee,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",775,80.9,2.7,5.9,,,,9.5,21.4,16.0,1.7,39.0,,176.0,86.9,179.0,21.5,5.6,23.1,5.0,,,,91.9,,,,44.6,,,,,9108.57,12290.36,464.1,445.0,56.9,24.3,17.1,1.7,2021
542,470522720260001,School,Amboy High School,Amboy CUSD 272,Amboy,Lee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",212,87.3,,10.4,,,,,13.7,11.3,,38.7,,176.0,90.4,27.0,12.0,,15.4,3.9,,,,90.4,,,,37.2,,,,,8422.0,16517.0,468.1,458.8,45.2,35.7,19.0,0.0,2021
543,470522750260001,School,Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,Ashton,Lee,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",226,88.5,,,,,,5.8,11.1,9.3,,39.8,,176.0,92.2,17.0,7.1,,18.4,5.0,,,,87.0,,,,24.6,,,,,9446.16,12632.92,459.4,431.7,57.1,37.1,5.7,0.0,2021
544,470712120170001,School,Rochelle Twp High School,Rochelle Twp HSD 212,Rochelle,Ogle,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,888,57.0,1.7,39.1,,,,1.2,16.7,14.6,13.2,16.2,2.3,176.0,90.0,126.0,13.7,1.8,19.2,5.0,,,,89.1,,,,37.3,,,,,15225.99,15225.99,457.8,455.4,50.5,29.5,17.6,2.4,2021
545,470712200260001,School,Oregon  Jr/Sr High School,Oregon CUSD 220,Oregon,Ogle,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",428,82.5,,12.6,,,,3.3,21.5,17.3,,37.1,,176.0,93.3,39.0,8.7,2.8,21.1,4.8,,,,83.1,,,,21.7,,,,,5273.58,15007.69,478.2,447.4,56.8,26.1,16.2,0.9,2021
546,470712210260004,School,Forreston Jr/Sr High Sch,Forrestville Valley CUSD 221,Forreston,Ogle,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,Exemplary,All Students,"Eligible, but Not a Participan",425,87.3,,4.5,,,,6.6,21.6,18.6,,30.6,,177.0,93.9,37.0,8.2,,17.6,5.0,,,,91.9,,,,17.7,,,,,7609.57,12188.83,471.6,478.5,41.0,23.0,34.4,1.6,2021
547,470712220260004,School,Polo Comm High School,Polo CUSD 222,Polo,Ogle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,185,85.4,,6.5,,,,6.5,11.9,9.2,,25.4,,177.0,94.8,12.0,6.3,,14.7,5.0,,,,100.0,,,,12.6,,,,,7420.0,13480.17,502.6,472.1,46.2,28.2,20.5,5.1,2021
548,470712230260003,School,Stillman Valley High School,Meridian CUSD 223,Stillman Valley,Ogle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",462,83.8,,11.9,,,,2.4,13.4,11.9,,17.1,,176.0,92.0,29.0,5.9,5.6,18.2,1.0,,,,94.9,,,,27.6,,,,,7970.74,12311.93,495.3,466.8,45.5,30.1,20.3,4.1,2021
549,470712260260001,School,Byron High School 9-12,Byron CUSD 226,Byron,Ogle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",455,86.8,,6.8,,,,4.0,24.2,18.5,,18.9,,176.0,89.9,27.0,5.8,,19.1,2.5,,,,93.0,,,,34.0,,,,,13871.03,17612.86,504.6,499.3,31.7,29.7,32.7,5.9,2021
550,470980010260001,School,Erie High School,Erie CUSD 1,Erie,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",188,93.6,,5.3,,,,,15.4,13.8,,24.5,,176.0,93.1,16.0,8.2,,12.1,5.0,,,,97.1,,,,20.6,,,,,16800.44,25622.11,492.4,466.2,47.1,23.5,26.5,2.9,2021
551,470980020260001,School,Fulton High School,River Bend CUSD 2,Fulton,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",283,93.3,,3.9,,,,,15.9,12.7,,33.2,,176.0,91.9,,,6.0,18.6,5.0,,,,93.0,,,,26.3,,,,,5158.84,12010.31,498.4,472.9,45.2,29.0,25.8,0.0,2021
552,470980030260001,School,Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",199,91.0,,,,,,,22.1,21.1,,61.3,,176.0,90.7,20.0,9.3,,16.4,5.0,,,,87.5,,,,35.8,,,,,8773.91,14016.49,505.5,451.6,52.3,31.8,15.9,0.0,2021
553,470980050260014,School,Sterling High School,Sterling CUSD 5,Sterling,Whiteside,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",978,53.7,2.4,36.6,,,,6.3,15.7,15.3,3.6,45.9,,176.0,92.5,118.0,11.6,6.2,20.7,5.0,,,,76.0,,,,23.5,,,,,9629.0,11151.0,456.2,451.8,50.7,32.0,16.4,0.9,2021
554,470980060260001,School,Morrison High School,Morrison CUSD 6,Morrison,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,286,86.7,,7.7,,,,3.8,15.4,15.0,,37.8,,176.0,91.0,40.0,12.9,4.1,16.5,4.5,,,,87.9,,,,36.4,,,,,8405.58,12716.8,493.8,458.6,47.8,36.2,13.0,2.9,2021
555,470983010170001,School,Rock Falls Township High School,Rock Falls Twp HSD 301,Rock Falls,Whiteside,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,558,70.4,2.7,22.2,,,,3.9,15.9,14.7,,42.1,,176.0,95.6,35.0,5.8,2.3,17.7,5.0,,,,94.3,,,,11.2,,,,,13534.76,15147.59,486.0,451.5,53.2,29.5,17.3,0.0,2021
556,480721500250023,School,Manual High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,609,10.7,66.2,18.2,,,,4.8,24.8,22.5,7.2,90.8,,177.0,80.4,549.0,74.1,9.7,17.6,4.0,,,,82.7,,,,63.8,,,,,13877.03,18460.95,384.2,370.5,92.9,7.1,0.0,0.0,2021
557,480721500250024,School,Peoria High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,Targeted,"Children with Disabilities, Mu",Schoolwide Title I Program,1337,10.7,64.2,15.0,,,,9.1,17.2,14.3,7.6,83.8,2.0,177.0,85.9,986.0,61.0,7.8,21.1,4.0,,,,90.0,,,,51.2,,,,,9333.42,13917.34,396.4,376.5,89.2,9.8,1.0,0.0,2021
558,480721500250025,School,Richwoods High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1446,40.7,30.9,11.7,3.1,,,13.1,16.4,10.0,3.1,43.8,1.0,177.0,90.8,474.0,30.5,1.5,22.3,5.0,,,,92.2,,,,32.3,,,,,8442.15,13026.07,485.9,464.5,51.0,21.6,21.8,5.6,2021
559,480722650260001,School,Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,352,94.0,,,,,,,18.2,13.9,,39.2,,176.0,93.1,50.0,13.3,7.9,18.1,5.0,,,,83.6,,,,20.7,,,,,5969.84,12613.31,476.0,479.4,42.3,32.1,19.2,6.4,2021
560,480723090260003,School,Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,206,96.6,,,,,,,16.5,6.3,,12.6,,176.0,93.9,,,,15.9,5.0,,,,87.8,,,,16.8,,,,,4646.0,9745.0,530.7,528.7,17.8,31.1,48.9,2.2,2021
561,480723100160001,School,Limestone Community High School,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,882,76.3,10.0,5.8,,,,6.9,18.4,14.9,,43.2,1.2,176.0,87.8,227.0,22.4,7.2,18.1,5.0,,,,92.0,,,,42.0,,,,,15308.84,16207.41,464.9,439.9,59.4,24.1,14.2,2.4,2021
562,480723210260007,School,Il Valley Central High School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,619,87.7,1.8,5.7,,,,3.9,21.8,16.2,,36.0,,176.0,92.2,107.0,16.4,2.7,21.9,5.0,,,,89.1,,,,24.6,,,,,7153.96,11659.2,499.2,477.1,45.2,29.0,18.7,7.1,2021
