RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
390550110260001,School,Warrensburg-Latham High School,Warrensburg-Latham CUSD 11,Warrensburg,Macon,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",311,88.7,4.5,3.4,1.1,0.0,0.0,6.3,11.3,7.7,1.1,35.4,0.0,176.0,92.3,11.1,3.3,17.5,5.0,39.4,60.6,84.3,75.6,62382.0,108248.0,22.5,84.2,5.8,2.5,0.8,6444.0,10487.0,468.0,421.6,68.8,20.3,9.4,1.6,2022
390550150260001,School,Meridian High School,Meridian CUSD 15,Macon,Macon,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",287,93.0,0.0,3.5,0.0,0.0,0.0,4.5,7.3,5.9,0.0,32.4,1.2,176.0,93.3,9.7,,16.2,5.0,56.1,43.9,86.2,85.0,53606.0,104413.0,23.3,90.8,4.3,0.7,0.0,10483.1,11751.93,468.0,435.9,63.5,23.0,10.8,2.7,2022
390550610250036,School,Eisenhower High School,Decatur SD 61,Decatur,Macon,UNIT,HIGH SCHOOL,9 - 12,Targeted,"Children with Disabilities, Low Income","Eligible, but Not a Participan",883,34.4,50.2,4.1,0.7,0.0,0.2,10.6,15.4,14.3,2.6,72.8,1.1,178.0,78.6,62.7,11.4,20.5,5.0,58.7,41.1,85.4,99.8,55907.0,105348.0,67.2,34.8,47.0,5.4,0.2,11941.0,15522.42,417.4,389.9,83.6,12.0,4.4,0.0,2022
390550610250038,School,MacArthur High School,Decatur SD 61,Decatur,Macon,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1064,30.2,51.2,5.7,0.7,0.0,0.2,12.4,16.4,14.7,2.4,66.2,1.1,178.0,81.7,59.4,5.1,21.9,5.0,58.7,41.1,83.4,99.8,55907.0,105348.0,61.6,34.8,47.0,5.4,0.2,10894.84,14476.26,427.7,391.1,82.9,12.4,4.4,0.4,2022
390740050260001,School,Bement High School,Bement CUSD 5,Bement,Piatt,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",79,88.6,0.0,3.5,0.0,0.0,0.0,5.6,12.7,12.7,0.0,41.8,0.0,176.0,89.3,,,10.6,4.7,67.6,32.4,95.2,61.4,45911.0,110274.0,41.9,93.6,0.0,0.0,0.0,8622.59,17335.41,497.8,454.4,44.4,50.0,5.6,0.0,2022
390740250260001,School,Monticello High School,Monticello CUSD 25,Monticello,Piatt,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",471,91.3,3.0,1.3,1.1,0.0,0.0,2.4,17.4,12.5,0.0,25.3,1.0,176.0,92.0,2.3,,18.9,2.5,53.1,46.9,93.1,52.4,54188.0,96855.0,27.8,92.1,2.1,0.0,1.2,9799.97,12128.62,523.6,499.5,34.3,32.4,30.4,2.9,2022
390740570260001,School,Deland-Weldon High School,Deland-Weldon CUSD 57,De Land,Piatt,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",43,93.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.6,0.0,37.2,0.0,176.0,90.2,,,8.1,5.0,69.2,30.8,92.3,59.3,47087.0,81498.0,33.3,92.9,3.6,0.0,0.0,14559.0,24252.76,444.5,391.8,81.8,18.2,0.0,0.0,2022
390741000260001,School,Cerro Gordo Jr and Sr High School,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,UNIT,HIGH SCHOOL,6 - 12,Commendable,All Students,"Eligible, but Not a Participan",216,93.5,0.0,3.1,0.0,0.0,0.0,2.2,12.5,11.1,0.0,36.1,0.0,176.0,92.5,11.1,,12.3,4.3,66.3,33.7,83.3,61.3,50902.0,122039.0,26.5,100.0,0.0,0.0,0.0,6221.82,12537.91,494.4,453.2,56.0,20.0,24.0,0.0,2022
400070400260001,School,Calhoun High School,Calhoun CUSD 40,Hardin,Calhoun,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",159,95.6,0.0,0.0,0.0,0.0,0.0,2.5,17.0,17.0,0.0,40.3,2.5,176.0,93.2,16.3,,15.9,5.0,66.0,29.8,81.6,100.0,44383.0,85477.0,18.1,94.0,0.0,2.4,1.2,9995.19,13037.09,441.7,433.0,63.3,20.0,16.7,0.0,2022
400070420260001,School,Brussels High School,Brussels CUSD 42,Brussels,Calhoun,UNIT,HIGH SCHOOL,7 - 12,,,"Eligible, but Not a Participan",55,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,0.0,176.0,95.8,,,7.8,5.0,64.2,11.8,95.0,67.9,47300.0,84340.0,,90.9,0.0,0.0,0.0,8328.8,17261.53,506.0,490.0,50.0,10.0,40.0,0.0,2022
400310010260003,School,Carrollton High School,Carrollton CUSD 1,Carrollton,Greene,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,174,94.3,0.0,4.2,0.0,0.0,0.0,2.3,15.5,15.5,0.0,35.1,6.3,177.0,92.5,6.5,,14.4,5.0,70.7,29.3,92.0,67.9,45174.0,94758.0,22.7,88.6,1.3,5.1,1.3,10723.09,13115.85,437.0,453.6,45.5,40.9,13.6,0.0,2022
400310030260001,School,North Greene Jr/Sr High Sch,North Greene CUSD 3,White Hall,Greene,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,352,95.7,0.0,0.0,0.0,0.0,0.0,2.3,27.0,24.4,0.0,60.8,12.5,176.0,90.5,20.9,5.0,16.5,4.6,66.2,28.0,73.5,57.1,41757.0,80742.0,35.6,94.2,0.0,1.0,0.0,5605.65,13823.36,449.6,436.6,66.0,30.0,4.0,0.0,2022
400310100260001,School,Greenfield High School,Greenfield CUSD 10,Greenfield,Greene,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",117,99.1,0.0,0.0,0.0,0.0,0.0,0.0,16.2,12.8,0.0,34.2,2.3,176.0,94.9,4.9,,13.3,5.0,68.9,29.8,84.4,84.4,54679.0,90560.0,10.8,98.6,0.0,1.4,0.0,9263.45,16514.49,451.8,444.2,55.3,34.2,10.5,0.0,2022
400421000260001,School,Jersey Comm High School,Jersey CUSD 100,Jerseyville,Jersey,UNIT,HIGH SCHOOL,8 - 12,Commendable,All Students,"Eligible, but Not a Participan",987,93.6,0.7,2.3,0.5,0.0,0.0,2.6,10.1,10.1,0.0,37.1,2.2,177.0,94.0,6.8,2.5,20.3,5.0,49.2,50.1,91.4,61.8,62256.0,102816.0,16.6,91.7,1.2,3.1,0.3,8349.28,12046.46,486.0,470.3,47.8,28.6,19.7,3.9,2022
400560010260002,School,Carlinville High School,Carlinville CUSD 1,Carlinville,Macoupin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,386,94.0,1.0,2.6,0.0,0.0,0.0,2.6,24.4,16.3,0.0,40.7,6.5,177.0,91.6,7.2,3.7,18.5,3.0,50.8,48.1,90.9,73.1,62845.0,103697.0,26.8,89.8,0.4,2.9,0.0,8478.09,13132.37,490.1,484.4,37.3,30.7,30.7,1.3,2022
400560020260004,School,Northwestern High School,Northwestern CUSD 2,Palmyra,Macoupin,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",84,98.8,0.0,0.0,0.0,0.0,0.0,0.0,36.9,28.6,0.0,61.9,6.8,176.0,91.3,12.0,,8.9,4.7,76.1,16.9,84.2,54.9,44724.0,94776.0,28.3,98.7,0.0,1.3,0.0,11743.56,23418.8,472.4,432.0,68.0,32.0,0.0,0.0,2022
400560050260001,School,Mt Olive High School,Mount Olive CUSD 5,Mount Olive,Macoupin,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",120,98.3,0.0,0.0,0.0,0.0,0.0,2.7,18.3,18.3,0.0,40.0,0.0,177.0,92.0,4.0,,12.6,5.0,52.0,45.6,80.0,66.4,55481.0,89653.0,25.2,97.8,1.1,0.0,0.0,8481.97,15335.82,439.4,429.4,64.7,29.4,5.9,0.0,2022
400560060260001,School,Staunton High School,Staunton CUSD 6,Staunton,Macoupin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,402,92.3,0.0,3.5,0.0,0.0,0.0,3.2,22.1,16.7,0.0,35.8,4.0,176.0,93.8,9.0,3.7,18.8,5.0,54.9,45.1,94.5,68.8,62759.0,93809.0,16.8,97.2,0.0,2.0,0.0,5535.79,10753.49,492.5,463.5,48.5,26.8,22.7,2.1,2022
400560070260003,School,Gillespie High School,Gillespie CUSD 7,Gillespie,Macoupin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",343,94.2,0.0,1.1,0.0,0.0,0.0,2.9,23.6,21.9,0.0,53.9,4.1,176.0,91.3,12.6,,17.4,5.0,44.0,56.0,94.8,72.6,63913.0,98541.0,31.1,95.6,1.1,0.7,0.0,6164.91,14388.31,472.9,454.8,50.0,36.2,12.1,1.7,2022
400560080260001,School,Bunker Hill High School,Bunker Hill CUSD 8,Bunker Hill,Macoupin,UNIT,HIGH SCHOOL,8 - 12,Commendable,All Students,Targeted Assistance Title I Pr,211,91.0,0.0,2.6,0.0,0.0,0.0,3.9,19.9,18.0,0.0,37.9,3.5,176.0,93.3,10.0,,13.0,5.0,48.7,49.1,86.0,57.0,60727.0,99063.0,21.6,91.0,4.1,1.6,0.0,8628.6,13504.2,438.8,400.0,84.8,12.1,3.0,0.0,2022
400560090260001,School,Southwestern High School,Southwestern CUSD 9,Piasa,Macoupin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",363,95.3,1.3,2.1,0.0,0.0,0.0,1.3,11.0,11.0,0.0,35.3,2.1,176.0,92.5,13.1,4.1,17.1,5.0,54.1,44.7,91.9,56.5,60383.0,101439.0,23.8,93.6,1.8,2.9,0.0,8964.16,14813.09,467.2,452.4,53.8,32.1,11.5,2.6,2022
400560340260001,School,North Mac High School,North Mac CUSD 34,Virden,Macoupin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",375,92.8,0.0,2.3,0.0,0.0,0.0,2.9,18.1,12.5,0.0,43.2,2.7,176.0,91.8,20.2,3.7,18.0,5.0,56.3,43.7,84.8,72.8,50179.0,97611.0,28.0,94.1,0.5,3.4,0.0,5381.45,12062.61,467.2,426.0,68.0,20.0,12.0,0.0,2022
410570010260001,School,Roxana Sr High School,Roxana CUSD 1,Roxana,Madison,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",506,87.2,4.0,3.4,0.0,0.0,0.0,4.5,13.8,8.7,0.0,41.5,4.2,176.0,89.6,16.5,5.9,19.1,5.0,38.4,61.6,91.4,66.1,78025.0,129755.0,36.9,79.0,9.1,3.3,0.0,13026.76,15660.57,457.0,445.1,51.3,36.8,12.0,0.0,2022
410570020260001,School,Triad High School,Triad CUSD 2,Troy,Madison,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",1195,90.1,2.3,3.3,0.4,0.0,0.0,3.6,20.4,13.6,0.0,17.8,0.6,176.0,94.4,2.0,1.5,19.9,2.6,50.2,49.8,93.0,97.2,64977.0,110165.0,16.5,87.1,3.3,3.9,0.9,7513.63,11164.61,515.9,513.3,28.7,33.8,27.9,9.6,2022
410570050260001,School,Highland High School,Highland CUSD 5,Highland,Madison,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",850,91.2,0.5,4.4,0.7,0.0,0.0,3.4,18.9,15.6,0.6,23.4,1.5,176.0,93.5,4.5,,19.8,1.8,48.4,51.0,90.2,57.9,59848.0,111492.0,19.8,89.8,0.8,4.9,0.4,6682.43,10911.12,499.3,491.8,36.8,32.3,24.4,6.5,2022
410570070260001,School,Edwardsville High School,Edwardsville CUSD 7,Edwardsville,Madison,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2310,77.8,8.1,4.9,3.2,0.0,0.2,5.7,15.5,10.1,0.6,19.9,0.4,176.0,91.2,11.6,2.3,23.7,2.3,49.7,50.3,93.2,56.7,59962.0,106495.0,28.8,66.5,14.8,6.9,1.9,8121.3,12060.45,527.1,510.3,30.1,32.0,26.5,11.3,2022
410570080260001,School,Civic Memorial High School,Bethalto CUSD 8,Bethalto,Madison,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",733,89.5,1.9,3.7,0.0,0.0,0.0,4.2,18.1,11.3,0.6,34.5,1.4,176.0,93.3,11.4,,18.8,4.0,53.1,46.2,91.1,77.2,64413.0,98804.0,18.7,86.4,6.1,1.4,0.3,8835.7,12355.98,478.6,445.1,55.7,29.7,13.9,0.6,2022
410570090260001,School,Granite City High School,Granite City CUSD 9,Granite City,Madison,UNIT,HIGH SCHOOL,9 - 12,Targeted,"Black/African American, Low Income","Eligible, but Not a Participan",1729,61.2,18.7,13.0,0.8,0.0,0.8,5.4,19.9,17.2,4.6,64.5,4.7,176.0,85.8,39.9,4.7,23.3,5.0,52.7,45.9,92.9,52.8,73413.0,132967.0,46.3,60.7,21.8,9.8,0.3,12101.0,16859.0,452.0,426.0,62.7,27.3,9.1,0.9,2022
410570100260001,School,Collinsville High School,Collinsville CUSD 10,Collinsville,Madison,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1944,54.6,13.9,26.3,0.5,0.0,0.3,4.5,20.2,16.9,9.7,57.5,6.1,176.0,89.4,21.7,3.0,21.4,5.0,52.4,46.8,91.4,45.6,68077.0,110346.0,35.8,51.6,18.0,24.8,0.6,6200.0,12537.97,460.8,437.2,62.9,22.2,13.0,1.9,2022
410570110260001,School,Alton High School,Alton CUSD 11,Alton,Madison,UNIT,HIGH SCHOOL,PK - 12,Commendable,All Students,Schoolwide Title I Program,1905,55.9,28.2,5.1,0.6,0.0,0.0,10.1,21.0,15.5,0.7,50.2,4.3,176.0,88.6,34.3,6.9,19.8,4.6,58.2,40.3,88.6,64.9,58176.0,99277.0,38.6,48.7,33.8,4.0,0.2,9178.04,13182.5,459.0,447.5,58.4,20.2,19.1,2.3,2022
410570120260001,School,Madison Senior High School,Madison CUSD 12,Madison,Madison,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,148,2.9,94.6,4.5,0.0,0.0,0.0,0.0,20.9,20.9,2.0,100.0,16.9,176.0,85.2,63.0,6.8,12.1,5.0,52.4,42.4,90.2,74.6,52306.0,110358.0,57.3,7.6,86.6,3.4,0.0,17922.61,24179.24,409.4,393.9,77.8,16.7,5.6,0.0,2022
410570140160001,School,East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,Wood River,Madison,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,518,82.2,7.9,3.7,0.0,0.0,0.0,6.0,24.5,19.7,0.0,61.2,7.3,176.0,92.0,9.5,2.9,19.2,5.0,53.0,44.1,99.0,99.7,64078.0,118630.0,26.3,72.7,16.5,4.1,0.0,10264.03,17973.63,446.7,423.1,66.4,23.6,10.0,0.0,2022
440630120260002,School,Johnsburg High School,Johnsburg CUSD 12,Johnsburg,McHenry,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,553,86.3,1.4,9.4,0.6,0.0,0.0,2.5,21.9,15.2,1.8,25.0,2.0,176.0,92.7,10.4,2.1,17.9,5.0,41.7,57.5,88.8,74.7,62177.0,119632.0,20.1,79.4,1.0,15.0,0.0,10930.87,17317.67,500.1,487.4,39.0,27.7,29.1,4.3,2022
440630190240002,School,Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,112,72.3,0.0,26.8,0.0,0.0,0.0,0.0,19.6,19.6,9.8,41.1,0.0,176.0,94.3,3.0,,12.4,5.0,57.6,42.4,75.0,87.1,55578.0,104560.0,16.2,65.6,0.0,34.4,0.0,11039.15,21715.77,435.2,445.2,51.7,31.0,17.2,0.0,2022
440630500260001,School,Harvard High School,Harvard CUSD 50,Harvard,McHenry,UNIT,HIGH SCHOOL,9 - 12,Targeted,English Learner,Schoolwide Title I Program,807,26.0,1.4,71.1,0.0,0.0,0.0,1.2,17.7,13.6,31.7,39.5,0.0,177.0,89.0,28.8,5.4,16.5,5.0,47.5,50.2,84.7,74.0,55080.0,115126.0,37.8,30.8,1.5,65.5,0.3,10917.28,16901.37,437.0,413.8,75.3,16.3,7.2,1.2,2022
440631540160001,School,Marengo High School,Marengo CHSD 154,Marengo,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,660,68.9,0.0,27.1,0.0,0.0,0.0,2.4,20.3,9.7,4.4,30.9,0.0,177.0,91.6,14.7,2.0,22.8,5.0,31.6,65.4,92.3,59.4,76544.0,122785.0,30.0,68.7,1.2,26.5,0.0,13994.71,18866.1,486.7,480.8,42.4,30.3,22.7,4.5,2022
440631550160001,School,Crystal Lake Central High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1446,65.6,1.9,28.9,2.7,0.0,0.4,0.6,19.8,11.8,10.4,36.4,0.4,176.0,91.9,6.1,1.1,22.1,5.0,16.3,82.5,95.1,73.4,104728.0,143255.0,28.4,67.5,4.0,24.5,2.0,13590.67,18415.76,511.9,491.8,38.8,30.2,23.2,7.8,2022
440631550160002,School,Cary-Grove Community High School,CHSD 155,Cary,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1444,79.0,1.5,16.2,2.1,0.0,0.4,0.6,22.4,10.9,3.8,21.6,0.4,176.0,93.0,5.6,0.8,24.3,5.0,16.3,82.5,95.2,73.4,104728.0,143255.0,20.4,67.5,4.0,24.5,2.0,13497.22,18324.78,527.9,513.4,31.5,28.7,31.5,8.4,2022
440631550160003,School,Crystal Lake South High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1237,70.7,2.4,21.7,4.1,0.0,0.4,0.6,21.3,11.6,4.4,24.9,0.4,176.0,93.0,4.5,0.8,23.3,5.0,16.3,82.5,93.8,73.4,104728.0,143255.0,22.9,67.5,4.0,24.5,2.0,14578.41,19377.5,502.0,483.0,43.5,30.4,19.0,7.1,2022
440631550160004,School,Prairie Ridge High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1151,84.4,1.3,10.4,2.6,0.0,0.4,1.0,21.1,12.0,1.7,17.1,0.4,176.0,93.3,3.6,1.1,24.3,5.0,16.3,82.5,92.5,73.4,104728.0,143255.0,19.7,67.5,4.0,24.5,2.0,15065.0,19992.62,524.7,520.2,25.9,32.8,31.0,10.2,2022
440631560160003,School,McHenry Community High School,McHenry CHSD 156,Mchenry,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Not a Participant in Title I P,2190,71.0,1.1,25.1,1.4,0.0,0.0,1.1,24.0,14.2,7.9,37.0,1.2,176.0,90.8,16.5,3.1,18.1,5.0,34.0,64.6,92.8,51.3,75019.0,110978.0,27.0,70.4,2.4,24.2,0.9,8116.91,15903.12,476.4,463.4,50.4,26.0,18.9,4.8,2022
440631570160001,School,Richmond-Burton High School,Richmond-Burton CHSD 157,Richmond,McHenry,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,546,81.3,0.0,13.4,0.0,0.0,0.0,2.7,24.7,13.6,0.0,12.1,0.0,176.0,92.5,5.8,,17.8,5.0,22.7,77.3,94.7,81.9,74034.0,129394.0,21.5,82.1,1.3,11.5,1.3,15825.44,25167.68,515.5,522.6,27.5,29.7,28.3,14.5,2022
440631580220002,School,Huntley High School,Huntley Community School District 158,Huntley,McHenry,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2890,73.8,2.6,11.7,6.3,0.3,0.7,4.7,12.3,12.3,3.5,16.0,0.3,176.0,89.7,8.7,0.9,25.1,5.0,38.4,61.2,91.2,69.7,66784.0,105226.0,36.2,66.6,5.1,19.6,4.9,6940.59,14147.99,524.4,505.0,31.6,33.6,27.5,7.4,2022
440632000260008,School,Woodstock High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1002,52.7,3.3,39.0,3.5,0.0,0.4,1.8,13.4,9.8,13.1,41.1,1.2,176.0,91.1,14.2,0.6,20.9,5.0,35.7,63.3,90.6,63.6,66950.0,119261.0,28.8,53.2,6.8,37.1,0.4,11338.32,15120.27,508.3,481.6,42.7,29.0,23.2,5.0,2022
440632000260009,School,Woodstock North High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,HIGH SCHOOL,8 - 12,Commendable,All Students,"Eligible, but Not a Participan",937,59.8,5.3,31.2,2.2,0.0,0.4,1.8,18.9,12.7,7.8,39.1,0.6,176.0,90.9,7.8,0.6,21.7,5.0,35.7,63.3,92.0,63.6,66950.0,119261.0,29.4,53.2,6.8,37.1,0.4,11887.66,15844.06,498.9,475.7,46.1,24.9,23.0,6.0,2022
450670030260001,School,Valmeyer High School,Valmeyer CUSD 3,Valmeyer,Monroe,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,116,95.7,0.0,0.0,0.0,0.0,0.0,0.0,18.1,14.7,0.0,19.0,3.7,176.0,93.2,3.1,,13.1,5.0,49.1,50.9,88.9,77.3,47816.0,117392.0,20.8,98.1,0.0,1.9,0.0,7968.94,15351.46,488.6,448.6,60.0,17.1,22.9,0.0,2022
450670040260001,School,Columbia High School,Columbia CUSD 4,Columbia,Monroe,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,630,90.8,0.8,3.7,1.6,0.0,0.0,3.0,10.2,10.2,0.0,14.8,0.0,176.0,93.7,,,19.9,5.0,48.4,50.8,89.1,67.4,62025.0,96617.0,15.6,85.3,1.3,5.9,1.7,5936.81,10562.12,511.0,508.4,33.3,32.0,27.2,7.5,2022
450670050260001,School,Waterloo High School,Waterloo CUSD 5,Waterloo,Monroe,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",861,93.1,0.0,3.0,0.0,0.0,0.0,2.7,17.1,12.5,0.0,19.5,0.8,176.0,94.0,2.5,2.1,22.4,5.0,40.1,59.9,88.9,63.6,57484.0,103912.0,17.3,92.3,0.7,3.1,0.0,8845.71,10868.8,507.1,501.4,36.5,23.1,30.8,9.6,2022
450790010220001,School,Coulterville High School,Coulterville USD 1,Coulterville,Randolph,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,70,90.0,5.6,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,71.4,14.3,176.0,93.2,15.0,,10.4,5.0,68.5,31.5,90.9,60.7,51658.0,73280.0,22.2,78.6,9.5,2.4,0.0,916.55,11721.76,441.7,402.2,72.2,27.8,0.0,0.0,2022
450791320260001,School,Red Bud High School,Red Bud CUSD 132,Red Bud,Randolph,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",370,95.7,0.0,2.6,0.0,0.0,0.0,2.8,17.3,10.3,0.0,28.4,6.8,176.0,93.1,8.1,,16.4,5.0,46.3,52.3,97.3,61.9,57489.0,92522.0,20.5,89.8,0.6,3.0,2.4,10804.93,14150.54,478.9,461.3,54.5,25.7,16.8,3.0,2022
450791380260001,School,Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",125,92.0,0.0,0.0,0.0,0.0,0.0,4.1,10.4,10.4,0.0,28.0,0.0,176.0,94.3,6.4,,15.4,5.0,47.3,52.7,90.6,49.3,51803.0,124990.0,19.8,86.2,7.7,1.5,1.5,9207.02,13119.27,497.3,515.0,30.8,19.2,46.2,3.8,2022
450791390260001,School,Chester High School,Chester CUSD 139,Chester,Randolph,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,303,87.1,0.0,6.9,0.0,0.0,0.0,4.3,16.8,14.9,6.0,38.6,1.1,176.0,93.0,11.7,3.9,14.4,4.4,34.9,65.1,84.6,49.1,54237.0,85564.0,18.0,85.2,1.1,11.5,0.0,9013.18,13943.68,454.7,420.1,70.4,21.0,7.4,1.2,2022
450791400260001,School,Sparta High School,Sparta CUSD 140,Sparta,Randolph,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,312,73.1,16.7,3.8,0.0,0.0,0.0,5.8,17.0,13.8,0.0,59.6,9.0,176.0,88.7,30.1,6.0,16.9,5.0,60.3,39.7,89.2,58.0,49406.0,83820.0,34.7,78.1,15.6,3.1,0.0,8589.19,15628.84,448.9,441.0,63.9,18.1,13.9,4.2,2022
470521700220001,School,Dixon High School,Dixon USD 170,Dixon,Lee,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",740,79.9,2.4,7.3,0.8,0.0,0.0,9.3,21.6,16.1,2.4,42.6,0.8,176.0,87.7,22.4,2.7,22.2,5.0,41.2,58.2,93.5,80.6,61938.0,101102.0,39.4,78.8,3.9,7.7,0.2,11077.97,14813.28,467.2,433.3,64.8,23.0,10.9,1.2,2022
470522720260001,School,Amboy High School,Amboy CUSD 272,Amboy,Lee,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",209,86.6,0.0,12.0,0.0,0.0,0.0,0.0,12.9,9.6,0.0,39.7,0.0,176.0,92.0,10.3,,14.5,4.5,67.6,32.4,88.5,67.6,50695.0,92484.0,26.7,83.2,4.2,11.6,0.0,8780.0,17119.0,470.4,439.2,53.1,38.8,8.2,0.0,2022
