School Name,School Code,Tests Taken,Reading / Writing,Math,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Scituate - Scituate High School,02640505,255,589.0,568.0,     519,13.6,        765,51.0,48.2,0.0,14.8,15.3,02640000,2.0,0.7,2.1,93.1,0.0,0.0,2.2,Scituate,"          $50,188,132.57","           2,772.0","              $18,105.39","          $54,157,648.33","           2,832.3","              $19,121.44",2022
Seekonk - Seekonk High,02650505,112,567.0,545.0,     344,13.6,        539,46.4,52.9,1.3,17.3,19.9,02650000,3.0,4.8,6.7,81.3,0.0,0.2,4.1,Seekonk,"          $36,518,378.05","           2,091.4","              $17,461.21","          $40,387,033.39","           2,146.9","              $18,811.79",2022
Sharon - Sharon High,02660505,290,643.0,661.0,     565,15.4,"      1,149",48.6,51.4,1.7,14.1,14.2,02660000,5.4,31.2,5.7,52.2,0.1,0.1,5.3,Sharon,"          $65,576,829.39","           3,584.8","              $18,293.02","          $70,830,659.99","           3,660.5","              $19,350.00",2022
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,123,531.0,516.0,     845,12.5,"      1,298",37.5,61.9,0.4,26.4,21.0,08710000,1.5,0.7,7.1,88.4,0.3,0.0,2.0,Shawsheen Valley Regional Vocational Technical,"          $34,332,017.17","           1,305.6","              $26,295.97","          $34,375,401.17","           1,313.3","              $26,174.83",2022
Shrewsbury - Shrewsbury High School,02710505,554,603.0,620.0,     896,18.4,"      1,838",51.5,48.5,2.6,9.7,17.5,02710000,4.0,29.7,10.3,50.9,0.4,0.0,4.8,Shrewsbury,"          $93,859,685.00","           5,944.1","              $15,790.39","         $102,300,580.00","           6,176.7","              $16,562.34",2022
Silver Lake - Silver Lake Regional High,07600505,253,566.0,562.0,     439,17.8,"      1,040",48.5,51.4,1.9,14.1,23.9,07600000,1.7,1.1,3.7,91.6,0.5,0.0,1.4,Silver Lake,"          $33,304,804.18","           1,712.3","              $19,450.33","          $34,476,685.18","           1,797.6","              $19,179.29",2022
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,12,538.0,573.0,     219,14.1,        380,48.2,50.3,2.4,27.6,52.4,04740000,9.5,1.1,25.5,58.4,0.8,0.0,4.7,Sizer School: A North Central Charter Essential (District),"           $5,601,994.00",             353.2,"              $15,861.58","           $5,601,994.00",             353.2,"              $15,861.58",2022
Somerset Berkley Regional School District - Somerset Berkley Regional High School,07630505,170,573.0,566.0,     448,17.0,"      1,003",50.5,49.4,0.5,11.3,25.2,07630000,1.8,1.4,5.3,88.8,0.4,0.0,2.3,Somerset Berkley Regional School District,"          $16,466,345.00",             994.5,"              $16,557.41","          $18,964,928.00","           1,050.1","              $18,060.12",2022
Somerville - Somerville High,02740505,155,571.0,558.0,     836,11.6,"      1,342",46.9,51.7,18.9,17.4,55.4,02740000,9.4,5.8,47.0,34.8,0.2,0.1,2.8,Somerville,"         $115,507,434.20","           4,821.2","              $23,958.23","         $130,842,310.10","           5,282.7","              $24,768.08",2022
South Hadley - South Hadley High,02780505,93,558.0,552.0,     290,12.6,        500,50.0,49.2,4.4,22.0,31.6,02780000,2.4,1.6,15.4,78.4,0.0,0.0,2.2,South Hadley,"          $29,721,017.25","           1,774.6","              $16,748.01","          $35,182,447.87","           2,037.8","              $17,264.92",2022
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,41,533.0,509.0,     751,11.9,        831,43.0,55.8,15.6,31.3,55.7,08290000,5.1,1.4,40.4,48.3,1.9,0.0,2.9,South Middlesex Regional Vocational Technical,"          $23,907,282.67",             827.0,"              $28,908.44","          $23,907,282.67",             830.0,"              $28,803.96",2022
South Shore Charter Public (District) - South Shore Charter Public School,04880550,92,518.0,486.0,     471,18.5,"      1,062",48.0,51.3,10.4,19.9,30.8,04880000,35.6,8.1,8.0,41.4,0.8,0.3,5.8,South Shore Charter Public (District),"          $16,546,291.32","           1,043.7","              $15,852.89","          $16,546,291.32","           1,043.7","              $15,852.89",2022
South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,40,550.0,529.0,     323,15.5,        643,33.4,65.6,0.2,25.8,28.3,08730000,2.6,0.3,6.4,89.4,0.2,0.0,1.1,South Shore Regional Vocational Technical,"          $15,851,166.30",             650.7,"              $24,360.18","          $15,851,166.30",             650.7,"              $24,360.18",2022
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,107,506.0,488.0,     665,18.4,"      1,566",52.8,46.2,4.9,15.2,42.7,08720000,38.8,1.2,14.4,40.9,0.0,0.0,4.7,Southeastern Regional Vocational Technical,"          $35,725,871.00","           1,614.1","              $22,133.62","          $35,726,969.00","           1,615.1","              $22,120.59",2022
Southern Berkshire - Mt Everett Regional,07650505,44,550.0,512.0,     268,10.1,        294,46.9,52.7,3.7,15.3,41.8,07650000,1.4,0.3,12.2,79.6,0.3,0.0,6.1,Southern Berkshire,"          $17,878,185.45",             623.2,"              $28,687.72","          $19,202,666.92",             766.2,"              $25,062.21",2022
Southern Worcester County Regional Vocational School District - Bay Path Regional Vocational Technical High School,08760605,85,533.0,514.0,"   1,032",13.4,"      1,183",44.2,55.6,1.6,13.4,34.4,08760000,1.4,0.9,12.2,82.9,0.1,0.0,2.6,Southern Worcester County Regional Vocational School District,"          $24,763,855.68","           1,161.3","              $21,324.25","          $24,967,339.68","           1,196.8","              $20,861.75",2022
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,50,550.0,540.0,     355,14.5,        637,51.2,48.8,2.2,16.3,30.9,07660000,1.1,1.4,5.2,90.0,0.2,0.0,2.2,Southwick-Tolland-Granville Regional School District,"          $24,210,887.33","           1,364.5","              $17,743.41","          $26,510,717.42","           1,465.0","              $18,096.05",2022
Spencer-E Brookfield - David Prouty High,07670505,16,554.0,519.0,     178,19.2,        367,46.1,53.7,5.2,15.0,52.6,07670000,3.0,2.5,19.6,69.5,0.5,0.0,4.9,Spencer-E Brookfield,"          $23,307,703.23","           1,380.3","              $16,885.97","          $28,225,377.83","           1,638.2","              $17,229.51",2022
Springfield - Conservatory of the Arts,02810475,70,421.0,388.0,     204,11.2,        311,68.8,30.6,8.7,27.7,83.6,02810000,18.3,0.6,69.5,9.7,0.0,0.0,1.9,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield - High School Of Commerce,02810510,286,426.0,424.0,     737,12.8,"      1,101",47.4,52.5,15.3,22.0,85.1,02810000,17.5,1.2,71.0,8.5,0.1,0.1,1.5,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield - John J Duggan Middle,02810320,68,453.0,444.0,     606,14.8,        834,46.0,53.6,9.0,25.7,79.7,02810000,24.1,2.0,59.6,11.3,0.2,0.0,2.8,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,480,418.0,423.0,     882,13.9,"      1,356",53.8,46.0,8.0,15.3,78.7,02810000,16.2,2.6,71.5,7.9,0.2,0.0,1.7,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield - Springfield Central High,02810500,526,441.0,433.0,"   1,057",16.2,"      2,067",45.9,54.0,15.0,18.5,79.3,02810000,20.8,3.1,65.3,8.2,0.1,0.0,2.5,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield - Springfield High School of Science and Technology,02810530,313,393.0,381.0,     793,11.3,"      1,075",44.6,55.2,15.2,26.1,88.1,02810000,19.0,1.5,70.6,6.2,0.0,0.2,2.5,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,133,460.0,441.0,     373,14.2,        632,52.1,47.8,5.9,22.8,73.4,02810000,18.8,1.7,63.6,14.1,0.0,0.0,1.7,Springfield,"         $513,854,109.60","          24,040.4","              $21,374.61","         $606,907,322.50","          29,540.3","              $20,545.06",2022
Springfield International Charter (District) - Springfield International Charter School,04410505,26,556.0,541.0,     770,26.0,"      1,554",49.0,51.0,10.0,19.6,61.7,04410000,27.7,3.1,48.9,14.2,0.0,0.0,6.1,Springfield International Charter (District),"          $19,730,310.75","           1,524.3","              $12,943.85","          $19,730,310.75","           1,524.3","              $12,943.85",2022
Stoneham - Stoneham High,02840505,123,548.0,545.0,     435,12.5,        619,48.6,50.9,3.4,17.1,26.7,02840000,3.2,5.8,11.8,75.4,0.3,0.0,3.4,Stoneham,"          $40,800,895.88","           2,249.3","              $18,139.37","          $47,914,044.45","           2,476.6","              $19,346.70",2022
Stoughton - Stoughton High,02850505,152,557.0,543.0,     726,16.7,"      1,123",49.2,50.8,11.0,14.8,43.4,02850000,26.7,7.0,15.8,45.1,0.2,0.6,4.6,Stoughton,"          $61,466,024.27","           3,509.5","              $17,514.18","          $68,318,285.94","           3,740.1","              $18,266.43",2022
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,207,596.0,577.0,     524,14.1,        827,59.9,39.1,1.6,16.1,23.0,04890000,2.9,3.5,5.7,83.8,0.1,0.1,3.9,Sturgis Charter Public (District),"          $12,657,224.00",             843.1,"              $15,013.08","          $12,657,224.00",             843.1,"              $15,013.08",2022
Sutton - Sutton High School,02900510,89,558.0,553.0,     162,16.0,        371,50.9,48.3,1.4,5.1,20.5,02900000,2.4,2.2,6.2,84.4,0.0,0.3,4.6,Sutton,"          $22,379,828.34","           1,290.8","              $17,337.95","          $24,622,074.47","           1,341.4","              $18,355.51",2022
Swampscott - Swampscott High,02910505,160,590.0,581.0,     435,14.1,        645,48.5,51.2,3.0,18.5,21.9,02910000,5.3,3.0,13.6,75.5,0.3,0.0,2.3,Swampscott,"          $39,415,922.00","           2,053.1","              $19,198.25","          $44,731,156.00","           2,187.0","              $20,453.20",2022
Swansea - Joseph Case High,02920505,58,559.0,529.0,     265,14.2,        540,49.3,50.6,0.7,14.4,27.6,02920000,0.9,0.7,2.6,94.8,0.2,0.0,0.7,Swansea,"          $30,430,839.17","           2,026.6","              $15,015.71","          $32,051,658.01","           2,101.7","              $15,250.35",2022
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,61,559.0,528.0,     786,43.2,"      3,222",56.3,43.4,5.3,23.7,56.3,39020000,10.7,3.2,22.7,54.9,0.6,0.3,7.6,TEC Connections Academy Commonwealth Virtual School District,"          $29,334,090.36","           2,697.7","              $10,873.74","          $29,334,090.36","           2,697.7","              $10,873.74",2022
Tantasqua - Tantasqua Regional Sr High,07700505,136,582.0,583.0,     779,12.1,"      1,196",45.7,53.7,1.4,12.2,27.8,07700000,1.5,1.2,7.5,85.5,0.2,0.1,4.0,Tantasqua,"          $29,531,319.00","           1,776.3","              $16,625.19","          $29,973,568.00","           1,834.1","              $16,342.38",2022
Tantasqua - Tantasqua Regional Vocational,07700605,25,553.0,548.0,      73,11.3,        504,32.9,66.7,1.0,15.9,32.5,07700000,1.2,0.2,7.1,86.1,0.2,0.0,5.2,Tantasqua,"          $29,531,319.00","           1,776.3","              $16,625.19","          $29,973,568.00","           1,834.1","              $16,342.38",2022
Taunton - Taunton High,02930505,263,518.0,505.0,"   1,032",19.4,"      2,824",48.5,51.4,7.7,17.5,54.3,02930000,23.0,1.1,14.0,55.9,0.6,0.4,5.0,Taunton,"         $119,058,747.70","           7,896.9","              $15,076.64","         $136,739,255.00","           8,340.9","              $16,393.83",2022
Tewksbury - Tewksbury Memorial High,02950505,149,546.0,530.0,     403,17.4,        759,48.6,51.0,1.3,12.0,21.5,02950000,5.1,5.4,7.3,80.4,0.3,0.0,1.6,Tewksbury,"          $62,165,732.95","           3,239.6","              $19,189.32","          $70,866,934.11","           3,427.7","              $20,674.78",2022
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,81,543.0,532.0,     840,16.8,        956,39.3,59.3,0.2,30.8,24.7,08780000,2.2,0.6,11.2,81.2,0.0,0.0,4.8,Tri-County Regional Vocational Technical,"          $22,025,187.00",             947.0,"              $23,257.85","          $22,080,000.00",             950.0,"              $23,242.11",2022
Triton - Triton Regional High School,07730505,138,561.0,542.0,     348,13.5,        635,49.1,50.4,1.4,18.1,30.4,07730000,1.3,3.0,5.4,88.7,0.2,0.2,1.4,Triton,"          $47,604,733.48","           2,185.1","              $21,786.07","          $52,888,371.00","           2,373.6","              $22,281.92",2022
Tyngsborough - Tyngsborough High School,03010505,93,568.0,577.0,     330,15.6,        419,48.5,51.6,1.7,14.6,19.6,03010000,4.1,9.6,6.9,73.0,0.0,0.0,6.4,Tyngsborough,"          $27,517,251.59","           1,628.0","              $16,902.49","          $31,290,618.59","           1,774.8","              $17,630.50",2022
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,30,520.0,497.0,     338,13.6,        742,42.1,57.4,0.4,24.0,40.7,08790000,2.4,0.7,6.1,82.1,0.9,0.3,7.6,Upper Cape Cod Regional Vocational Technical,"          $20,103,582.00",             752.5,"              $26,715.72","          $20,135,582.00",             758.9,"              $26,532.59",2022
Uxbridge - Uxbridge High,03040505,71,564.0,547.0,     409,13.6,        602,43.5,56.5,1.7,18.1,26.9,03040000,1.7,2.5,6.2,87.0,0.3,0.0,2.3,Uxbridge,"          $29,627,338.32","           1,637.3","              $18,095.24","          $33,835,228.37","           1,812.4","              $18,668.74",2022
Wachusett - Wachusett Regional High,07750505,495,581.0,572.0,"   1,043",16.6,"      1,929",52.8,47.1,1.2,15.2,16.4,07750000,2.9,3.9,6.8,83.7,0.0,0.1,2.6,Wachusett,"         $104,135,916.60","           6,756.3","              $15,413.16","         $114,791,137.20","           7,004.8","              $16,387.50",2022
Wakefield - Wakefield Memorial High,03050505,196,571.0,557.0,     551,12.4,        826,50.7,49.2,2.2,17.0,18.5,03050000,3.6,3.8,8.5,80.8,0.2,0.1,3.0,Wakefield,"          $60,527,538.92","           3,337.1","              $18,137.77","          $65,172,025.25","           3,466.6","              $18,799.98",2022
Walpole - Walpole High,03070505,282,562.0,550.0,     523,16.3,        993,49.7,50.2,2.3,16.6,15.4,03070000,3.5,7.2,6.3,80.5,0.3,0.0,2.2,Walpole,"          $64,587,516.52","           3,670.2","              $17,597.82","          $69,866,437.51","           3,776.4","              $18,500.80",2022
Waltham - Waltham Sr High,03080505,214,543.0,534.0,     947,16.2,"      1,815",45.2,54.6,23.2,15.2,52.8,03080000,9.4,3.9,50.1,35.0,0.0,0.0,1.5,Waltham,"         $132,008,100.60","           5,628.3","              $23,454.35","         $140,205,674.60","           5,831.0","              $24,044.88",2022
Ware - Ware Junior/Senior High School,03090505,35,547.0,549.0,     240,17.7,        516,49.8,50.2,1.6,20.5,57.4,03090000,1.9,0.2,12.0,80.0,0.4,0.4,5.0,Ware,"          $20,136,534.22","           1,123.4","              $17,924.63","          $22,796,885.80","           1,325.2","              $17,202.60",2022
Wareham - Wareham Senior High,03100505,48,576.0,542.0,     500,12.7,        629,49.4,50.2,0.2,31.0,62.3,03100000,10.8,0.2,8.6,66.1,1.3,0.2,12.9,Wareham,"          $44,652,497.18","           2,030.1","              $21,995.22","          $51,863,450.16","           2,422.0","              $21,413.48",2022
Watertown - Watertown High,03140505,122,572.0,575.0,     417,14.4,        767,44.7,54.9,15.9,16.2,46.4,03140000,4.3,8.1,25.8,54.8,0.5,0.0,6.5,Watertown,"          $64,054,841.59","           2,603.9","              $24,599.58","          $71,436,263.45","           2,746.9","              $26,006.14",2022
Wayland - Wayland High School,03150505,193,647.0,650.0,     378,15.4,        823,51.9,48.1,0.4,19.7,7.8,03150000,5.4,18.0,5.0,64.6,0.0,0.1,6.9,Wayland,"          $57,503,613.42","           2,740.1","              $20,985.95","          $59,929,914.32","           2,777.2","              $21,579.26",2022
Webster - Bartlett High School,03160505,42,540.0,527.0,     238,13.3,        373,45.8,53.4,13.7,21.2,67.8,03160000,9.1,3.0,40.8,42.4,0.0,0.3,4.6,Webster,"          $31,711,288.00","           1,709.0","              $18,555.46","          $36,637,128.00","           1,946.8","              $18,819.15",2022
Wellesley - Wellesley Sr High,03170505,305,640.0,650.0,     686,15.2,"      1,411",52.2,47.4,0.4,15.9,8.3,03170000,4.4,15.2,6.1,68.8,0.0,0.0,5.6,Wellesley,"         $102,520,777.30","           4,319.9","              $23,732.21","         $110,932,530.20","           4,382.4","              $25,313.19",2022
West Boylston - West Boylston Junior/Senior High,03220505,57,562.0,534.0,     344,12.5,        437,52.4,47.6,2.1,15.3,29.3,03220000,3.4,3.2,12.4,77.8,0.0,0.2,3.0,West Boylston,"          $16,263,606.35",             887.8,"              $18,319.00","          $18,710,411.95",             978.9,"              $19,113.71",2022
West Bridgewater - West Bridgewater Junior/Senior,03230505,78,570.0,553.0,     454,16.9,        640,50.6,49.4,2.0,11.4,25.8,03230000,8.9,0.9,6.9,78.1,0.2,0.2,4.8,West Bridgewater,"          $20,133,831.91","           1,389.8","              $14,486.86","          $22,006,929.13","           1,422.8","              $15,467.34",2022
West Springfield - West Springfield High,03320505,82,569.0,549.0,     685,16.1,"      1,219",46.5,52.6,7.3,18.2,51.9,03320000,4.8,8.3,20.7,61.7,0.1,0.1,4.4,West Springfield,"          $63,971,999.19","           3,875.0","              $16,508.90","          $70,390,588.19","           4,032.4","              $17,456.25",2022
Westborough - Westborough High,03210505,359,631.0,641.0,     748,14.8,"      1,198",50.6,48.8,5.0,10.8,14.7,03210000,2.3,32.1,8.9,53.2,0.1,0.0,3.4,Westborough,"          $72,021,969.21","           3,905.6","              $18,440.69","          $76,447,317.78","           3,972.3","              $19,245.10",2022
Westfield - Westfield High,03250505,123,560.0,549.0,     586,14.8,"      1,014",52.5,47.3,6.4,21.4,42.7,03250000,2.8,3.0,19.8,70.7,0.1,0.0,3.7,Westfield,"          $83,363,611.85","           4,870.5","              $17,116.03","          $90,872,673.89","           5,178.6","              $17,547.73",2022
Westfield - Westfield Technical Academy,03250605,17,572.0,549.0,     285,13.7,        540,31.5,68.2,2.8,24.6,45.0,03250000,0.7,1.1,13.5,81.9,0.2,0.0,2.6,Westfield,"          $83,363,611.85","           4,870.5","              $17,116.03","          $90,872,673.89","           5,178.6","              $17,547.73",2022
Westford - Westford Academy,03260505,495,613.0,621.0,     671,18.1,"      1,519",49.8,50.0,0.7,12.6,7.4,03260000,1.9,31.3,3.4,62.6,0.4,0.2,0.3,Westford,"          $78,540,459.90","           4,783.8","              $16,418.01","          $84,582,483.34","           4,881.3","              $17,327.86",2022
Weston - Weston High,03300505,133,639.0,658.0,     512,13.2,        644,43.6,56.1,1.6,22.2,8.2,03300000,6.7,18.9,5.6,61.3,0.0,0.0,7.5,Weston,"          $57,335,241.21","           1,957.8","              $29,285.55","          $60,645,741.93","           1,991.9","              $30,446.18",2022
Westport - Westport Middle-High School,03310515,31,550.0,538.0,     476,17.1,        833,45.7,54.0,1.1,19.7,32.7,03310000,1.2,0.8,4.1,90.2,0.1,0.0,3.6,Westport,"          $25,706,336.00","           1,462.2","              $17,580.59","          $28,965,190.00","           1,625.8","              $17,815.96",2022
Westwood - Westwood High,03350505,291,598.0,607.0,     551,13.6,        906,48.1,51.7,0.2,17.2,9.9,03350000,3.1,11.8,6.1,76.3,0.1,0.1,2.5,Westwood,"          $63,805,817.37","           2,906.1","              $21,955.82","          $65,763,675.37","           2,939.8","              $22,370.12",2022
Weymouth - Weymouth High School,03360505,251,549.0,535.0,     913,15.3,"      1,816",50.4,49.3,6.3,22.0,39.9,03360000,8.5,5.3,13.9,68.0,0.3,0.1,3.9,Weymouth,"          $99,640,874.00","           5,555.4","              $17,935.86","         $113,772,071.00","           5,997.0","              $18,971.50",2022
Whitman-Hanson - Whitman Hanson Regional,07800505,186,544.0,524.0,     401,16.8,"      1,075",49.4,50.6,4.7,16.3,29.5,07800000,5.7,1.3,8.7,80.3,1.0,0.1,2.9,Whitman-Hanson,"          $58,243,459.21","           3,564.6","              $16,339.41","          $64,207,403.12","           3,698.2","              $17,361.80",2022
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,60,530.0,525.0,"   1,124",11.6,"      1,281",44.4,54.6,1.6,15.3,40.1,08850000,3.0,1.6,28.0,63.4,0.4,0.0,3.6,Whittier Regional Vocational Technical,"          $28,828,483.00","           1,267.3","              $22,747.95","          $28,932,164.00","           1,268.4","              $22,809.97",2022
Wilmington - Wilmington High,03420505,163,578.0,568.0,     434,13.4,        667,49.8,49.6,0.8,12.9,14.4,03420000,1.2,7.2,6.3,81.0,0.2,0.0,4.2,Wilmington,"          $60,339,738.00","           2,839.2","              $21,252.37","          $67,359,006.00","           2,930.2","              $22,987.85",2022
Winchendon - Murdock High School,03430515,84,475.0,459.0,     162,12.9,        274,49.3,50.0,2.6,19.0,56.6,03430000,1.5,3.3,9.9,81.0,0.0,0.7,3.7,Winchendon,"          $21,086,790.63","           1,211.0","              $17,412.71","          $23,653,869.77","           1,389.9","              $17,018.40",2022
Winchester - Winchester High School,03440505,391,638.0,651.0,     633,16.4,"      1,381",51.4,48.4,1.2,14.8,7.5,03440000,2.2,19.7,3.9,68.4,0.3,0.0,5.6,Winchester,"          $74,435,017.06","           4,372.8","              $17,022.28","          $80,076,337.88","           4,450.0","              $17,994.68",2022
Winthrop - Winthrop High School,03460505,55,554.0,555.0,     218,19.0,        616,51.1,48.7,7.5,15.1,41.1,03460000,1.8,1.5,23.5,71.6,0.7,0.0,1.0,Winthrop,"          $31,502,893.98","           1,904.6","              $16,540.43","          $34,046,429.13","           1,954.0","              $17,423.97",2022
Woburn - Woburn High,03470505,178,541.0,530.0,     649,13.8,"      1,194",51.3,48.2,8.8,15.8,37.9,03470000,8.0,6.3,16.3,65.7,0.8,0.3,2.7,Woburn,"          $91,947,707.84","           4,393.3","              $20,929.08","         $100,736,053.90","           4,587.6","              $21,958.33",2022
Worcester - Burncoat Senior High,03480503,229,442.0,421.0,     651,14.4,"      1,163",50.2,49.7,23.8,18.7,70.3,03480000,20.2,5.3,41.2,29.4,0.1,0.0,3.8,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
Worcester - Claremont Academy,03480350,63,404.0,398.0,     265,16.1,        485,50.5,49.5,37.3,12.2,85.4,03480000,10.1,6.2,74.4,7.2,0.4,0.0,1.7,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
Worcester - Doherty Memorial High,03480512,280,468.0,467.0,     854,13.3,"      1,323",44.9,55.0,19.1,12.6,58.7,03480000,16.0,5.8,37.2,36.5,0.2,0.0,4.3,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
Worcester - North High,03480515,205,401.0,391.0,     679,16.2,"      1,352",48.5,51.2,34.8,16.8,82.3,03480000,20.2,3.9,54.8,17.8,0.0,0.1,3.3,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
Worcester - South High Community,03480520,221,466.0,453.0,     987,16.1,"      1,639",46.9,53.1,27.8,16.3,72.4,03480000,17.5,10.4,44.6,23.2,0.1,0.0,4.2,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
Worcester - University Pk Campus School,03480285,35,457.0,445.0,     123,16.0,        228,46.9,53.1,19.7,11.0,74.1,03480000,13.6,14.0,56.1,12.3,0.0,0.0,4.0,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
Worcester - Worcester Technical High,03480605,341,480.0,469.0,     748,14.6,"      1,450",56.8,43.1,8.2,13.4,63.6,03480000,18.5,6.5,40.9,30.1,0.2,0.1,3.7,Worcester,"         $445,807,254.10","          24,164.8","              $18,448.62","         $507,561,468.10","          27,211.1","              $18,652.74",2022
