School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Quincy - Broad Meadows Middle,02430310,     228,16.5,        335,49.6,50.5,6.3,32.8,49.6,02430000,11.6,17.3,8.1,60.6,0.0,0.0,2.4,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Central Middle,02430315,     415,18.2,        622,50.3,49.7,5.0,11.9,29.1,02430000,2.6,43.3,3.9,46.6,0.0,0.8,2.9,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Charles A Bernazzani Elementary,02430025,     164,13.1,        262,49.6,50.4,11.5,16.4,25.6,02430000,2.7,21.4,5.7,63.4,0.0,0.4,6.5,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Clifford H Marshall Elementary,02430055,     178,13.3,        309,52.4,47.6,29.8,14.6,50.5,02430000,18.1,27.8,15.9,36.6,0.0,0.0,1.6,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Francis W Parker,02430075,     146,9.8,        200,43.5,56.5,32.5,23.0,48.5,02430000,4.0,56.5,6.5,31.0,0.0,0.0,2.0,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Lincoln-Hancock Community School,02430035,     194,13.4,        347,45.8,54.2,33.4,13.5,53.6,02430000,9.8,25.4,18.2,39.5,1.4,0.3,5.5,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Merrymount,02430060,     149,13.6,        279,47.0,53.1,12.2,16.1,26.9,02430000,4.3,20.8,4.7,64.2,0.0,0.7,5.4,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Montclair,02430065,     195,14.3,        335,49.9,50.2,27.8,12.8,37.3,02430000,3.6,57.9,6.0,27.2,0.0,0.0,5.4,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - North Quincy High,02430510,     585,17.1,"      1,362",47.2,52.7,8.0,15.0,34.7,02430000,3.7,52.9,4.1,35.5,0.3,0.2,3.2,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Point Webster Middle,02430325,     242,16.5,        416,47.4,52.6,9.6,19.0,49.0,02430000,12.0,38.9,15.1,27.2,0.5,1.4,4.8,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Quincy High,02430505,"   1,551",7.4,"      1,476",50.2,49.7,8.3,18.8,44.4,02430000,10.7,23.5,12.6,48.9,0.3,0.3,3.7,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Snug Harbor Community School,02430090,     252,7.8,        349,38.4,61.6,12.3,47.6,62.5,02430000,9.2,30.7,14.6,39.3,0.3,0.0,6.0,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - South West Middle School,02430320,     340,13.9,        401,38.4,61.6,12.7,24.9,53.6,02430000,15.7,27.4,13.2,37.7,0.3,0.3,5.5,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Squantum,02430095,     237,9.7,        299,46.2,53.5,8.0,30.4,28.1,02430000,4.4,27.8,3.7,61.5,0.3,0.0,2.3,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Quincy - Wollaston School,02430110,     149,11.6,        217,46.1,53.9,26.7,13.4,29.5,02430000,3.7,50.7,2.8,40.1,0.0,0.5,2.3,Quincy,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",2020
Ralph C Mahar - Ralph C Mahar Regional,07550505,     548,15.3,        622,49.2,50.6,0.5,22.2,47.9,07550000,1.8,1.6,7.9,84.6,0.2,0.0,4.0,Ralph C Mahar,"          $11,787,721.00",             630.6,"              $18,692.87","          $14,295,401.35",             732.6,"              $19,513.24",2020
Randolph - Elizabeth G Lyons Elementary,02440020,     106,17.1,        302,45.4,54.6,18.5,20.2,58.3,02440000,50.0,11.3,12.9,16.9,0.3,0.0,8.6,Randolph,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",2020
Randolph - J F Kennedy Elementary,02440018,     149,14.8,        413,46.0,54.0,19.9,31.5,65.4,02440000,54.5,14.3,13.3,12.4,0.2,0.2,5.1,Randolph,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",2020
Randolph - Margaret L Donovan,02440015,     128,21.2,        426,49.3,50.5,22.3,9.6,51.4,02440000,47.9,22.8,15.0,9.9,0.7,0.0,3.8,Randolph,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",2020
Randolph - Martin E Young Elementary,02440040,      99,14.4,        246,48.0,52.0,24.4,21.1,58.9,02440000,43.1,11.8,22.4,15.9,1.2,0.0,5.7,Randolph,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",2020
Randolph - Randolph Community Middle,02440410,     346,10.4,        684,48.5,51.5,9.4,21.5,49.9,02440000,46.1,19.3,18.0,12.4,0.2,0.2,4.0,Randolph,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",2020
Randolph - Randolph High,02440505,     250,11.6,        625,42.2,57.8,14.4,21.3,53.3,02440000,52.8,19.7,16.2,8.2,0.0,0.0,3.2,Randolph,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",2020
Reading - Alice M Barrows,02460002,      73,18.9,        356,49.2,50.8,2.3,15.7,7.3,02460000,1.1,5.3,3.4,86.8,0.0,0.0,3.4,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - Arthur W Coolidge Middle,02460305,     266,19.0,        400,43.8,56.3,0.8,23.8,7.5,02460000,1.8,2.5,2.0,92.8,0.0,0.0,1.0,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - Birch Meadow,02460005,      73,18.3,        344,45.1,54.9,0.6,20.6,6.4,02460000,2.9,4.4,2.9,87.5,0.0,0.0,2.3,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - J Warren Killam,02460017,      90,19.1,        403,45.2,54.8,2.5,19.1,9.7,02460000,3.2,6.2,2.2,87.3,0.0,0.0,1.0,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - Joshua Eaton,02460010,      75,19.7,        388,49.2,50.8,2.8,11.9,10.1,02460000,1.8,10.3,6.2,76.3,0.0,0.0,5.4,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - RISE PreSchool,02460001,      27,13.2,        119,30.3,69.8,0.0,55.5,10.9,02460000,5.0,7.6,5.9,78.2,0.0,0.0,3.4,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - Reading Memorial High,02460505,     586,17.2,"      1,227",48.7,51.1,0.6,16.2,9.9,02460000,2.8,5.5,2.6,86.8,0.2,0.1,2.1,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - Walter S Parker Middle,02460310,     520,13.5,        494,52.2,47.6,1.4,17.2,11.3,02460000,3.2,5.3,3.9,85.0,0.0,0.0,2.6,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Reading - Wood End Elementary School,02460020,      50,19.4,        249,48.2,51.8,0.8,16.9,10.0,02460000,2.0,2.8,3.6,88.0,0.0,0.0,3.6,Reading,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",2020
Revere - A. C. Whelan Elementary School,02480003,     400,20.2,        756,47.6,52.4,26.3,16.8,56.2,02480000,2.4,3.7,51.7,40.2,0.1,0.0,1.9,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Abraham Lincoln,02480025,     280,15.8,        557,48.8,51.2,35.2,22.4,58.5,02480000,4.7,2.9,51.5,38.4,0.4,0.0,2.2,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Beachmont Veterans Memorial School,02480013,     170,14.9,        331,43.2,56.8,35.7,27.5,54.1,02480000,4.8,2.4,54.4,36.9,0.3,0.0,1.2,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Garfield Elementary School,02480056,     322,17.0,        678,48.7,51.2,41.7,16.7,69.2,02480000,2.5,5.0,66.4,24.3,0.2,0.0,1.6,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Garfield Middle School,02480057,     397,11.3,        576,48.8,51.2,16.8,10.4,57.1,02480000,3.3,4.7,59.6,30.9,0.0,0.0,1.6,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Paul Revere,02480050,     242,16.0,        455,52.5,47.5,34.1,18.2,57.1,02480000,3.3,5.9,48.1,40.2,0.2,0.0,2.2,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Revere High,02480505,     881,20.1,"      2,003",49.4,50.6,16.0,11.6,54.7,02480000,4.1,5.5,58.7,29.5,0.7,0.1,1.6,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Rumney Marsh Academy,02480014,     444,11.3,        610,46.7,53.3,5.3,20.2,57.9,02480000,3.6,5.4,55.9,32.1,0.2,0.2,2.6,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Seacoast School,02480520,     112,7.0,         89,42.7,56.2,7.9,24.7,68.5,02480000,3.4,0.0,62.9,27.0,0.0,0.0,6.7,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Staff Sargent James J. Hill Elementary School,02480035,     305,18.5,        665,48.6,51.4,37.0,17.0,61.1,02480000,2.9,3.6,69.3,22.9,0.2,0.0,1.2,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Revere - Susan B. Anthony Middle School,02480305,     587,11.5,        590,57.6,42.4,17.3,11.2,62.4,02480000,3.9,2.0,63.6,29.5,0.0,0.0,1.0,Revere,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",2020
Richmond - Richmond Consolidated,02490005,     113,14.7,        151,50.3,49.7,0.0,19.2,29.1,02490000,1.3,0.0,7.3,87.4,0.0,0.0,4.0,Richmond,"           $3,427,432.35",             170.6,"              $20,090.46","           $3,868,474.62",             210.9,"              $18,342.70",2020
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,     303,20.0,        668,49.6,50.0,1.2,21.4,16.6,04830000,0.9,1.4,3.9,85.8,1.1,0.0,7.0,Rising Tide Charter Public (District),"          $11,069,300.28",             647.3,"              $17,101.25","          $11,069,300.28",             647.3,"              $17,101.25",2020
River Valley Charter (District) - River Valley Charter School,04820050,     146,11.7,        286,52.8,47.2,0.0,16.8,8.0,04820000,0.4,1.4,5.6,88.1,0.4,0.0,4.2,River Valley Charter (District),"           $4,848,478.00",             306.9,"              $15,797.72","           $4,848,478.00",             306.9,"              $15,797.72",2020
Rochester - Rochester Memorial,02500005,     343,17.6,        493,47.9,52.1,0.4,21.7,20.3,02500000,0.2,0.0,2.6,92.9,0.0,0.0,4.3,Rochester,"           $7,202,838.00",             506.4,"              $14,223.61","           $7,716,539.00",             521.2,"              $14,805.33",2020
Rockland - Jefferson Elementary School,02510060,     157,12.4,        225,49.3,50.7,12.0,19.1,43.6,02510000,4.4,1.3,19.1,70.2,0.0,0.0,4.9,Rockland,"          $35,730,504.10","           2,282.6","              $15,653.42","          $40,376,643.10","           2,450.9","              $16,474.21",2020
Rockland - John W Rogers Middle,02510305,     606,16.2,        782,48.3,51.7,6.9,19.1,43.1,02510000,6.7,1.5,17.3,70.7,0.0,0.0,3.8,Rockland,"          $35,730,504.10","           2,282.6","              $15,653.42","          $40,376,643.10","           2,450.9","              $16,474.21",2020
Rockland - Memorial Park,02510020,     165,13.4,        261,47.5,52.5,12.6,18.4,43.7,02510000,4.2,0.4,19.9,69.7,0.0,0.0,5.8,Rockland,"          $35,730,504.10","           2,282.6","              $15,653.42","          $40,376,643.10","           2,450.9","              $16,474.21",2020
Rockland - R Stewart Esten,02510025,     197,13.6,        318,47.2,52.8,9.1,16.4,46.5,02510000,8.2,1.3,15.7,69.5,0.0,0.0,5.4,Rockland,"          $35,730,504.10","           2,282.6","              $15,653.42","          $40,376,643.10","           2,450.9","              $16,474.21",2020
Rockland - Rockland Senior High,02510505,     321,12.9,        625,48.6,51.4,6.2,19.0,41.1,02510000,6.6,1.3,17.4,70.2,0.0,0.0,4.5,Rockland,"          $35,730,504.10","           2,282.6","              $15,653.42","          $40,376,643.10","           2,450.9","              $16,474.21",2020
Rockport - Rockport Elementary,02520005,     110,16.4,        308,47.4,52.6,0.7,21.1,22.1,02520000,0.3,1.3,2.6,93.2,0.0,0.0,2.6,Rockport,"          $16,555,303.00",             845.2,"              $19,587.44","          $19,138,687.00",             892.2,"              $21,451.12",2020
Rockport - Rockport High,02520510,     171,12.4,        259,43.6,56.4,1.2,21.6,19.3,02520000,1.5,1.2,4.6,88.4,0.0,0.4,3.9,Rockport,"          $16,555,303.00",             845.2,"              $19,587.44","          $19,138,687.00",             892.2,"              $21,451.12",2020
Rockport - Rockport Middle,02520305,     178,15.8,        203,53.2,46.8,0.0,27.1,28.1,02520000,0.0,3.5,3.9,88.7,0.0,0.0,3.9,Rockport,"          $16,555,303.00",             845.2,"              $19,587.44","          $19,138,687.00",             892.2,"              $21,451.12",2020
Rowe - Rowe Elementary,02530005,      21,16.1,         63,49.2,50.8,0.0,33.3,42.9,02530000,0.0,0.0,4.8,81.0,0.0,0.0,14.3,Rowe,"           $1,898,451.16",              73.0,"              $26,006.18","           $2,415,052.16",              99.0,"              $24,394.47",2020
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,       0,0.0,          0,0.0,0.0,0.0,0.0,0.0,04840000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roxbury Preparatory Charter (District),"          $30,033,935.33","           1,536.8","              $19,542.66","          $30,033,935.33","           1,536.8","              $19,542.66",2020
Sabis International Charter (District) - Sabis International Charter School,04410505,     446,27.0,"      1,565",50.8,49.2,10.0,15.9,47.9,04410000,28.4,3.7,45.2,17.2,0.0,0.0,5.4,Sabis International Charter (District),"          $21,874,016.11","           1,571.0","              $13,923.27","          $21,874,016.11","           1,571.0","              $13,923.27",2020
Salem - Bates,02580003,     173,14.4,        358,49.4,50.6,14.3,16.2,52.0,02580000,7.0,1.1,35.2,51.4,0.0,0.0,5.3,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Bentley Academy Innovation School,02580010,     176,14.6,        321,53.0,47.0,24.0,12.2,75.4,02580000,10.9,1.9,63.2,21.5,0.0,0.0,2.5,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Carlton,02580015,     143,13.5,        263,50.6,49.4,9.1,22.4,44.9,02580000,3.4,1.1,35.7,53.6,0.0,0.0,6.1,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Collins Middle,02580305,     330,18.1,        666,47.3,52.7,10.2,23.7,56.8,02580000,7.1,3.2,43.1,42.5,0.0,0.0,4.2,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Horace Mann Laboratory,02580030,     132,14.8,        271,52.8,47.2,22.1,14.4,61.3,02580000,7.0,3.0,50.2,36.2,0.0,0.0,3.7,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - New Liberty Innovation School,02580510,      28,6.1,         51,56.9,43.1,3.9,29.4,64.7,02580000,3.9,0.0,39.2,47.1,0.0,0.0,9.8,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Salem Early Childhood,02580001,      17,8.9,         91,29.7,70.3,9.9,49.5,62.6,02580000,13.2,3.3,33.0,46.2,0.0,0.0,4.4,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Salem High,02580505,     718,11.9,        860,45.5,54.3,12.9,23.6,57.9,02580000,4.9,2.9,47.9,39.8,0.1,0.0,4.4,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Salem Prep High School,02580515,      99,4.6,         22,31.8,68.2,4.6,90.9,63.6,02580000,0.0,4.6,27.3,63.6,0.0,0.0,4.6,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Saltonstall School,02580050,     230,12.3,        395,51.4,48.4,11.7,17.7,47.6,02580000,5.3,2.0,41.5,46.3,0.0,0.0,4.8,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem - Witchcraft Heights,02580070,     199,15.7,        489,50.3,49.7,17.2,18.0,52.4,02580000,7.8,4.1,37.0,46.6,0.0,0.0,4.5,Salem,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",2020
Salem Academy Charter (District) - Salem Academy Charter School,04850485,     250,19.0,        491,51.1,48.5,3.3,19.6,40.9,04850000,11.2,5.9,43.8,37.1,0.0,0.0,2.0,Salem Academy Charter (District),"           $8,732,560.97",             492.2,"              $17,743.70","           $8,732,560.97",             492.2,"              $17,743.70",2020
Sandwich - Forestdale School,02610002,     266,16.6,        554,50.4,49.6,3.4,18.1,23.7,02610000,1.6,2.7,4.2,89.5,0.4,0.2,1.4,Sandwich,"          $45,579,455.00","           2,487.2","              $18,325.61","          $53,746,813.00","           2,824.2","              $19,030.81",2020
Sandwich - Oak Ridge,02610025,     515,14.1,        725,49.7,50.3,1.4,22.1,21.2,02610000,1.5,2.6,5.1,88.4,0.4,0.3,1.7,Sandwich,"          $45,579,455.00","           2,487.2","              $18,325.61","          $53,746,813.00","           2,824.2","              $19,030.81",2020
Sandwich - Sandwich High,02610505,     374,14.9,        628,52.2,47.6,0.6,17.8,15.1,02610000,0.0,1.9,1.8,94.1,1.1,0.2,1.0,Sandwich,"          $45,579,455.00","           2,487.2","              $18,325.61","          $53,746,813.00","           2,824.2","              $19,030.81",2020
Sandwich - Sandwich STEM Academy,02610305,     212,18.9,        444,50.2,49.6,0.2,25.0,21.9,02610000,1.8,2.0,2.0,91.7,0.7,0.2,1.6,Sandwich,"          $45,579,455.00","           2,487.2","              $18,325.61","          $53,746,813.00","           2,824.2","              $19,030.81",2020
Saugus - Douglas Waybright,02620067,      74,18.3,        179,45.8,54.2,8.4,13.4,43.0,02620000,1.7,4.5,25.1,64.3,1.1,0.6,2.8,Saugus,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",2020
Saugus - Lynnhurst,02620040,      91,18.8,        242,45.9,54.1,4.1,16.1,35.5,02620000,5.4,13.2,15.7,64.5,1.2,0.0,0.0,Saugus,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",2020
Saugus - Oaklandvale,02620050,      85,18.8,        219,49.8,50.2,20.1,15.1,54.8,02620000,5.9,5.5,28.8,53.4,0.5,1.4,4.6,Saugus,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",2020
Saugus - Saugus High,02620505,     377,14.5,        684,48.7,51.0,4.5,14.5,32.6,02620000,6.0,4.5,19.9,67.4,0.6,0.2,1.5,Saugus,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",2020
Saugus - Saugus Middle School,02620305,     289,18.3,        640,49.5,50.3,5.3,16.4,42.3,02620000,5.9,4.4,23.6,61.6,1.1,0.6,2.8,Saugus,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",2020
Saugus - Veterans Memorial,02620065,     183,18.0,        461,46.2,53.8,8.2,21.7,38.6,02620000,5.2,4.8,25.8,59.2,0.4,0.2,4.3,Saugus,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",2020
Savoy - Emma L Miller Elementary School,02630010,      61,5.7,         45,42.2,57.8,0.0,22.2,44.4,02630000,2.2,0.0,2.2,95.6,0.0,0.0,0.0,Savoy,"           $1,086,162.88",              57.8,"              $18,791.75","           $1,370,674.84",              81.1,"              $16,901.05",2020
Scituate - Cushing Elementary,02640007,     153,17.5,        325,51.1,48.9,0.0,14.2,6.8,02640000,1.2,0.9,0.9,92.9,0.3,0.3,3.4,Scituate,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",2020
Scituate - Gates Middle School,02640305,     393,20.2,        641,46.8,53.0,0.2,15.6,13.1,02640000,3.9,0.8,2.7,89.7,0.2,0.0,2.8,Scituate,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",2020
Scituate - Hatherly Elementary,02640010,     110,19.0,        256,46.5,53.5,0.4,20.7,6.3,02640000,1.6,0.0,2.0,94.9,0.0,0.0,1.6,Scituate,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",2020
Scituate - Jenkins Elementary School,02640015,     150,18.1,        326,51.5,48.5,0.3,16.0,13.2,02640000,4.0,0.0,3.1,89.3,0.0,0.0,3.7,Scituate,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",2020
Scituate - Scituate High School,02640505,     494,16.7,        929,51.7,48.3,0.2,12.8,11.0,02640000,2.4,1.2,1.4,93.9,0.0,0.0,1.2,Scituate,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",2020
Scituate - Wampatuck Elementary,02640020,     170,17.9,        406,47.5,52.5,1.2,19.5,10.6,02640000,1.5,0.0,3.2,93.4,0.0,0.0,2.0,Scituate,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",2020
Seekonk - Dr. Kevin M. Hurley Middle School,02650405,     346,13.7,        458,46.7,52.4,0.9,19.9,17.0,02650000,2.0,4.2,6.1,84.5,0.0,0.0,3.3,Seekonk,"          $33,617,367.35","           2,085.0","              $16,123.44","          $36,141,024.13","           2,123.0","              $17,023.56",2020
Seekonk - George R Martin,02650007,     106,18.3,        485,53.6,46.4,5.4,19.2,19.0,02650000,2.5,2.7,6.6,83.5,0.0,0.0,4.7,Seekonk,"          $33,617,367.35","           2,085.0","              $16,123.44","          $36,141,024.13","           2,123.0","              $17,023.56",2020
Seekonk - Mildred Aitken School,02650015,      88,19.5,        429,45.9,54.1,3.5,21.2,11.9,02650000,1.9,2.1,6.5,85.8,0.0,0.0,3.7,Seekonk,"          $33,617,367.35","           2,085.0","              $16,123.44","          $36,141,024.13","           2,123.0","              $17,023.56",2020
Seekonk - Seekonk High,02650505,     302,16.3,        565,51.0,49.0,0.4,16.3,15.8,02650000,2.1,4.1,5.3,85.0,0.0,0.0,3.5,Seekonk,"          $33,617,367.35","           2,085.0","              $16,123.44","          $36,141,024.13","           2,123.0","              $17,023.56",2020
Sharon - Cottage Street,02660005,     114,17.2,        371,49.9,50.1,6.5,16.4,7.3,02660000,3.8,24.3,8.1,55.0,0.0,0.0,8.9,Sharon,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",2020
Sharon - East Elementary,02660010,     132,16.9,        439,46.7,52.9,7.1,14.4,9.1,02660000,4.6,28.0,6.4,54.0,0.0,0.0,7.1,Sharon,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",2020
Sharon - Heights Elementary,02660015,     129,20.2,        452,52.4,47.6,4.7,16.6,8.9,02660000,6.4,30.8,5.1,51.6,0.2,0.0,6.0,Sharon,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",2020
Sharon - Sharon Early Childhood Center,02660001,       4,9.5,         38,42.1,57.9,2.6,52.6,13.2,02660000,2.6,31.6,7.9,50.0,0.0,0.0,7.9,Sharon,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",2020
Sharon - Sharon High,02660505,     520,15.7,"      1,130",46.8,53.1,1.0,12.2,12.1,02660000,5.3,28.2,5.8,56.1,0.1,0.2,4.3,Sharon,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",2020
Sharon - Sharon Middle,02660305,     524,21.9,        878,50.5,49.4,1.0,15.3,8.9,02660000,4.7,32.1,5.5,50.5,0.1,0.1,7.1,Sharon,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",2020
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,     717,16.3,"      1,302",39.2,60.8,0.1,27.9,16.9,08710000,0.9,0.8,5.8,90.5,0.4,0.0,1.6,Shawsheen Valley Regional Vocational Technical,"          $30,403,166.82","           1,262.4","              $24,083.62","          $30,464,244.82","           1,272.4","              $23,942.35",2020
Sherborn - Pine Hill,02690010,     217,15.7,        391,51.4,48.6,3.3,15.6,6.9,02690000,3.1,8.4,4.6,77.5,0.0,0.0,6.4,Sherborn,"           $7,839,694.00",             414.1,"              $18,931.89","           $9,085,872.00",             418.1,"              $21,731.34",2020
