School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Stoughton - Joseph H Gibbons,02850025,     161,17.1,        337,49.6,50.2,11.3,17.8,44.5,02850000,22.3,3.3,17.2,49.6,0.0,0.0,7.7,Stoughton,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",2021
Stoughton - Joseph R Dawe Jr Elementary,02850014,     209,14.6,        373,43.2,56.8,11.3,19.0,43.4,02850000,24.7,5.1,18.8,45.8,0.0,0.5,5.1,Stoughton,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",2021
Stoughton - O'Donnell Middle School,02850405,     521,17.4,        858,47.6,52.5,7.5,18.8,47.6,02850000,26.7,6.3,17.7,44.1,0.2,0.4,4.7,Stoughton,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",2021
Stoughton - Richard L. Wilkins Elementary School,02850020,     145,15.4,        275,52.4,47.6,24.4,18.2,67.3,02850000,26.2,4.4,23.3,37.8,0.4,0.4,7.6,Stoughton,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",2021
Stoughton - South Elementary,02850015,     113,18.6,        257,49.0,51.0,6.2,19.5,33.9,02850000,22.2,10.5,10.5,47.5,0.0,0.4,9.0,Stoughton,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",2021
Stoughton - Stoughton High,02850505,     691,16.9,"      1,077",47.5,52.5,8.8,14.4,42.8,02850000,26.5,6.6,12.2,49.2,0.1,0.7,4.7,Stoughton,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",2021
Sturbridge - Burgess Elementary,02870005,     239,21.4,        874,48.6,51.4,4.0,16.6,21.7,02870000,0.9,1.4,9.3,82.5,0.0,0.0,6.0,Sturbridge,"          $13,720,250.00",             808.0,"              $16,980.51","          $16,345,054.00",             841.9,"              $19,414.48",2021
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,     527,14.1,        844,57.8,41.9,0.8,18.5,24.1,04890000,2.7,3.0,5.9,84.7,0.4,0.1,3.2,Sturgis Charter Public (District),"          $14,101,297.00",             851.5,"              $16,561.31","          $14,101,297.00",             851.5,"              $16,561.31",2021
Sudbury - Ephraim Curtis Middle,02880305,     651,16.2,        881,46.0,53.8,0.7,23.6,6.4,02880000,2.8,11.6,4.8,72.4,0.0,0.2,8.2,Sudbury,"          $49,674,913.00","           2,540.8","              $19,550.89","          $51,491,470.00","           2,580.4","              $19,954.84",2021
Sudbury - General John Nixon Elementary,02880025,     181,20.2,        305,53.8,46.2,3.0,15.4,6.2,02880000,3.9,7.5,4.9,74.4,0.0,0.0,9.2,Sudbury,"          $49,674,913.00","           2,540.8","              $19,550.89","          $51,491,470.00","           2,580.4","              $19,954.84",2021
Sudbury - Israel Loring School,02880015,     265,19.2,        422,51.4,48.6,5.0,23.0,14.7,02880000,3.1,7.4,8.3,73.9,0.2,0.2,6.9,Sudbury,"          $49,674,913.00","           2,540.8","              $19,550.89","          $51,491,470.00","           2,580.4","              $19,954.84",2021
Sudbury - Josiah Haynes,02880010,     205,21.3,        364,45.6,54.4,2.8,18.1,6.9,02880000,3.3,7.7,5.5,78.3,0.3,0.0,5.0,Sudbury,"          $49,674,913.00","           2,540.8","              $19,550.89","          $51,491,470.00","           2,580.4","              $19,954.84",2021
Sudbury - Peter Noyes,02880030,     296,21.0,        589,46.5,53.5,3.9,22.9,7.5,02880000,1.9,12.6,5.8,71.1,0.0,0.0,8.7,Sudbury,"          $49,674,913.00","           2,540.8","              $19,550.89","          $51,491,470.00","           2,580.4","              $19,954.84",2021
Sunderland - Sunderland Elementary,02890005,     156,13.0,        187,47.1,52.4,5.4,26.2,39.6,02890000,3.7,11.2,10.7,67.4,0.5,0.0,6.4,Sunderland,"           $4,314,345.20",             184.9,"              $23,333.40","           $4,442,084.20",             205.8,"              $21,584.47",2021
Sutton - Sutton Early Learning,02900003,      95,17.6,        327,47.1,52.9,1.2,28.8,26.3,02900000,0.9,1.2,4.9,87.8,0.0,0.3,4.9,Sutton,"          $20,772,656.86","           1,259.2","              $16,496.71","          $22,403,958.90","           1,306.7","              $17,145.45",2021
Sutton - Sutton Elementary,02900005,     109,20.7,        288,47.9,52.1,3.8,26.7,16.3,02900000,1.4,1.7,3.1,91.3,0.0,0.0,2.4,Sutton,"          $20,772,656.86","           1,259.2","              $16,496.71","          $22,403,958.90","           1,306.7","              $17,145.45",2021
Sutton - Sutton High School,02900510,     170,15.7,        367,48.8,50.4,0.8,6.8,17.7,02900000,2.5,1.6,4.1,88.0,0.0,0.0,3.8,Sutton,"          $20,772,656.86","           1,259.2","              $16,496.71","          $22,403,958.90","           1,306.7","              $17,145.45",2021
Sutton - Sutton Middle School,02900305,     111,20.3,        323,49.5,50.5,0.9,17.0,17.0,02900000,0.3,2.5,3.7,88.2,0.0,0.0,5.3,Sutton,"          $20,772,656.86","           1,259.2","              $16,496.71","          $22,403,958.90","           1,306.7","              $17,145.45",2021
Swampscott - Clarke,02910005,      88,18.5,        204,44.1,55.9,21.1,22.6,34.8,02910000,2.5,3.9,19.6,71.1,0.5,0.0,2.5,Swampscott,"          $37,438,062.00","           2,109.4","              $17,748.20","          $41,948,214.00","           2,210.4","              $18,977.66",2021
Swampscott - Hadley,02910010,     120,19.4,        291,49.1,50.9,8.6,17.9,21.7,02910000,3.1,3.8,13.1,74.9,0.7,0.0,4.5,Swampscott,"          $37,438,062.00","           2,109.4","              $17,748.20","          $41,948,214.00","           2,210.4","              $18,977.66",2021
Swampscott - Stanley,02910020,      92,17.8,        205,40.0,60.0,2.0,24.9,12.2,02910000,1.5,2.4,6.8,86.8,0.0,0.0,2.4,Swampscott,"          $37,438,062.00","           2,109.4","              $17,748.20","          $41,948,214.00","           2,210.4","              $18,977.66",2021
Swampscott - Swampscott High,02910505,     455,13.5,        667,49.6,50.2,2.3,18.9,25.3,02910000,5.3,3.3,13.3,75.9,0.3,0.0,2.0,Swampscott,"          $37,438,062.00","           2,109.4","              $17,748.20","          $41,948,214.00","           2,210.4","              $18,977.66",2021
Swampscott - Swampscott Middle,02910305,     486,17.1,        709,49.9,49.8,3.7,23.1,25.0,02910000,4.0,3.5,13.1,76.0,0.3,0.0,3.1,Swampscott,"          $37,438,062.00","           2,109.4","              $17,748.20","          $41,948,214.00","           2,210.4","              $18,977.66",2021
Swansea - Elizabeth S Brown,02920006,     115,23.2,        283,48.1,51.9,1.1,9.9,35.0,02920000,1.4,1.4,3.5,91.5,0.0,0.0,2.1,Swansea,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",2021
Swansea - Gardner,02920015,     116,22.4,        268,50.4,49.6,0.8,10.8,28.4,02920000,0.4,0.4,1.5,95.5,0.8,0.0,1.5,Swansea,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",2021
Swansea - Joseph Case High,02920505,     259,14.7,        543,47.3,52.7,0.4,13.1,27.6,02920000,1.1,0.4,3.5,94.3,0.0,0.0,0.7,Swansea,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",2021
Swansea - Joseph Case Jr High,02920305,     196,18.6,        502,52.2,47.8,1.0,12.0,29.9,02920000,0.8,1.6,3.0,92.6,0.6,0.0,1.4,Swansea,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",2021
Swansea - Joseph G Luther,02920020,      95,19.1,        224,50.9,49.1,0.0,16.1,25.9,02920000,1.8,1.8,1.3,91.5,0.0,0.0,3.6,Swansea,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",2021
Swansea - Mark G Hoyle Elementary,02920017,     104,16.3,        238,46.2,53.8,0.0,20.2,30.7,02920000,0.4,1.7,1.3,93.3,0.0,0.0,3.4,Swansea,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",2021
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,     716,41.2,"      2,962",55.3,44.5,4.1,20.9,54.5,39020000,9.7,3.9,20.8,57.5,0.5,0.3,7.4,TEC Connections Academy Commonwealth Virtual School District,"          $26,735,926.22","           2,530.8","              $10,564.26","          $26,735,926.22","           2,530.8","              $10,564.26",2021
Tantasqua - Tantasqua Regional Jr High,07700405,     392,19.0,        597,47.7,52.3,1.3,14.7,29.0,07700000,2.0,1.7,8.2,84.4,0.3,0.0,3.4,Tantasqua,"          $27,098,404.00","           1,761.7","              $15,381.96","          $27,587,131.00","           1,817.5","              $15,178.61",2021
Tantasqua - Tantasqua Regional Sr High,07700505,     765,12.6,"      1,194",46.7,52.6,1.4,11.1,28.5,07700000,1.2,1.2,7.2,86.2,0.2,0.1,4.0,Tantasqua,"          $27,098,404.00","           1,761.7","              $15,381.96","          $27,587,131.00","           1,817.5","              $15,178.61",2021
Tantasqua - Tantasqua Regional Vocational,07700605,      74,11.5,        510,36.5,62.8,1.0,15.9,34.9,07700000,0.8,0.2,7.1,88.2,0.0,0.0,3.7,Tantasqua,"          $27,098,404.00","           1,761.7","              $15,381.96","          $27,587,131.00","           1,817.5","              $15,178.61",2021
Taunton - Benjamin Friedman Middle,02930315,     359,21.3,        766,47.0,53.0,2.7,20.6,57.2,02930000,16.8,1.2,13.3,62.3,0.5,0.0,5.9,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - East Taunton Elementary,02930010,     256,15.5,        510,52.4,47.7,3.5,23.1,53.3,02930000,17.3,0.4,9.0,65.9,0.2,0.0,7.3,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Edmund Hatch Bennett,02930007,     125,19.0,        303,50.5,49.5,3.3,17.8,48.2,02930000,14.5,0.7,11.9,68.7,0.0,0.0,4.3,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Edward F. Leddy Preschool,02930005,      19,16.0,        303,38.3,61.7,11.9,62.1,57.8,02930000,24.1,0.3,14.9,54.5,1.0,0.0,5.3,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Elizabeth Pole,02930027,     243,18.6,        579,50.3,49.6,15.9,17.4,73.2,02930000,24.0,1.4,17.3,46.8,0.4,0.2,10.0,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - H H Galligan,02930057,     109,18.6,        259,47.5,52.5,18.5,18.9,81.1,02930000,34.0,0.4,22.8,31.3,1.2,0.4,10.0,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - James L. Mulcahey Elementary School,02930015,     354,17.2,        827,50.4,49.6,9.4,20.8,70.4,02930000,25.0,0.9,19.8,48.9,0.2,0.1,5.1,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - John F Parker Middle,02930305,     210,22.7,        493,46.9,53.1,9.9,18.5,68.2,02930000,27.2,0.2,16.6,49.3,0.0,0.4,6.3,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Joseph C Chamberlain,02930008,     189,19.1,        472,50.2,49.8,5.1,20.3,54.7,02930000,13.6,1.5,10.8,68.2,0.4,0.0,5.5,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Joseph H Martin,02930042,     364,19.0,        685,49.8,50.2,4.1,23.1,58.0,02930000,21.6,1.8,11.0,60.0,0.4,0.2,5.1,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Taunton Alternative High School,02930525,      97,7.1,        105,37.1,62.9,9.5,28.6,78.1,02930000,28.6,0.0,18.1,45.7,0.0,1.9,5.7,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Taunton - Taunton High,02930505,"   1,032",20.6,"      2,794",49.1,50.8,5.8,16.6,55.4,02930000,20.7,1.2,14.1,58.6,0.4,0.2,4.8,Taunton,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",2021
Tewksbury - Heath-Brook,02950010,     110,18.5,        310,44.8,55.2,10.0,15.8,21.6,02950000,4.8,1.9,6.5,83.6,0.0,0.0,3.2,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tewksbury - John F. Ryan,02950023,     305,18.4,        517,52.6,47.4,1.2,19.9,26.1,02950000,4.5,3.5,9.5,80.9,0.0,0.0,1.7,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tewksbury - John W. Wynn Middle,02950305,     226,20.5,        521,48.0,51.8,0.8,16.3,24.8,02950000,4.6,2.7,8.3,81.8,0.4,0.0,2.3,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tewksbury - L F Dewing,02950001,     158,19.4,        622,46.6,53.4,6.4,30.2,23.3,02950000,5.3,6.4,8.2,75.6,0.0,0.0,4.5,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tewksbury - Louise Davy Trahan,02950025,     108,17.9,        215,51.6,48.4,3.7,15.4,20.5,02950000,3.3,1.4,6.1,87.4,0.0,0.0,1.9,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tewksbury - North Street,02950020,     127,18.2,        256,50.8,49.2,1.6,23.4,23.8,02950000,5.5,4.7,7.0,81.3,0.4,0.0,1.2,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tewksbury - Tewksbury Memorial High,02950505,     408,18.2,        804,51.2,48.4,1.4,12.8,21.9,02950000,4.1,5.4,7.1,81.8,0.1,0.0,1.5,Tewksbury,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",2021
Tisbury - Tisbury Elementary,02960005,     201,14.0,        303,49.5,50.5,33.3,19.8,54.8,02960000,5.3,0.7,38.9,47.9,3.3,0.0,4.0,Tisbury,"           $9,652,503.31",             288.0,"              $33,515.64","          $10,756,168.31",             363.4,"              $29,598.70",2021
Topsfield - Proctor Elementary,02980005,      95,16.6,        260,48.5,51.5,0.0,22.3,7.7,02980000,0.4,1.2,3.5,90.4,1.5,0.0,3.1,Topsfield,"          $11,236,113.00",             590.9,"              $19,015.25","          $11,524,370.00",             597.2,"              $19,297.34",2021
Topsfield - Steward Elementary,02980010,     107,15.6,        368,48.9,51.1,0.3,22.0,6.3,02980000,0.0,1.9,4.9,90.5,0.3,0.0,2.5,Topsfield,"          $11,236,113.00",             590.9,"              $19,015.25","          $11,524,370.00",             597.2,"              $19,297.34",2021
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,     818,15.6,        938,39.3,59.7,0.2,30.9,26.8,08780000,1.2,0.8,8.7,84.3,0.1,0.1,4.8,Tri-County Regional Vocational Technical,"          $21,484,902.00",             958.5,"              $22,415.13","          $21,516,007.00",             960.5,"              $22,400.84",2021
Triton - Newbury Elementary,07730020,     198,17.7,        395,45.1,54.9,0.0,22.3,22.3,07730000,1.3,0.8,2.3,94.2,0.0,0.3,1.3,Triton,"          $43,643,701.50","           2,144.2","              $20,354.31","          $48,594,657.00","           2,329.8","              $20,857.87",2021
Triton - Pine Grove,07730025,     216,17.4,        421,51.5,48.5,1.4,19.2,23.0,07730000,0.5,1.7,2.4,93.4,0.2,0.0,1.9,Triton,"          $43,643,701.50","           2,144.2","              $20,354.31","          $48,594,657.00","           2,329.8","              $20,857.87",2021
Triton - Salisbury Elementary,07730015,     214,17.6,        437,51.0,49.0,5.0,18.5,52.4,07730000,3.4,2.8,9.2,81.5,0.5,0.0,2.8,Triton,"          $43,643,701.50","           2,144.2","              $20,354.31","          $48,594,657.00","           2,329.8","              $20,857.87",2021
Triton - Triton Regional High School,07730505,     341,13.4,        639,47.7,51.6,0.9,15.2,31.5,07730000,1.3,3.1,4.4,89.2,0.2,0.2,1.7,Triton,"          $43,643,701.50","           2,144.2","              $20,354.31","          $48,594,657.00","           2,329.8","              $20,857.87",2021
Triton - Triton Regional Middle School,07730405,     221,16.6,        341,48.4,51.6,0.9,19.4,36.7,07730000,2.6,2.4,5.3,86.8,0.0,0.6,2.4,Triton,"          $43,643,701.50","           2,144.2","              $20,354.31","          $48,594,657.00","           2,329.8","              $20,857.87",2021
Truro - Truro Central,03000005,      67,14.5,        113,48.7,51.3,2.7,16.8,48.7,03000000,8.0,0.0,8.0,66.4,0.0,0.0,17.7,Truro,"           $4,841,444.65",             112.3,"              $43,111.71","           $7,422,806.00",             230.2,"              $32,245.03",2021
Tyngsborough - Tyngsborough Elementary,03010020,     369,21.3,        808,47.0,53.0,9.9,23.4,28.1,03010000,4.7,10.5,10.0,70.4,0.3,0.0,4.1,Tyngsborough,"          $26,145,800.00","           1,554.3","              $16,821.59","          $30,101,641.00","           1,695.3","              $17,755.94",2021
Tyngsborough - Tyngsborough High School,03010505,     343,15.4,        426,51.6,48.4,0.9,12.2,19.5,03010000,3.3,8.0,7.0,77.9,0.0,0.0,3.8,Tyngsborough,"          $26,145,800.00","           1,554.3","              $16,821.59","          $30,101,641.00","           1,695.3","              $17,755.94",2021
Tyngsborough - Tyngsborough Middle,03010305,     246,17.4,        395,46.1,53.9,1.8,20.0,22.8,03010000,5.1,9.1,6.3,75.2,0.0,0.0,4.3,Tyngsborough,"          $26,145,800.00","           1,554.3","              $16,821.59","          $30,101,641.00","           1,695.3","              $17,755.94",2021
UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,04800405,     125,17.5,        296,46.6,53.4,24.0,30.4,82.4,04800000,45.3,5.1,45.6,2.7,0.3,0.0,1.0,UP Academy Charter School of Boston (District),"           $7,546,864.99",             351.4,"              $21,476.43","           $7,546,864.99",             351.4,"              $21,476.43",2021
UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,     177,20.3,        613,50.7,49.3,32.8,11.6,83.9,35050000,52.4,0.7,43.2,0.7,0.2,0.7,2.3,UP Academy Charter School of Dorchester (District),"          $11,520,002.97",             687.0,"              $16,768.56","          $11,520,002.97",             687.0,"              $16,768.56",2021
Up-Island Regional - Chilmark Elementary,07740010,      17,13.5,         55,54.6,45.5,0.0,16.4,18.2,07740000,0.0,1.8,0.0,80.0,0.0,0.0,18.2,Up-Island Regional,"          $12,024,434.86",             409.6,"              $29,356.53","          $13,257,857.86",             465.6,"              $28,474.78",2021
Up-Island Regional - West Tisbury Elementary,07740020,     186,14.9,        356,49.2,50.6,4.8,19.4,32.0,07740000,2.0,0.3,10.4,76.1,3.9,0.0,7.3,Up-Island Regional,"          $12,024,434.86",             409.6,"              $29,356.53","          $13,257,857.86",             465.6,"              $28,474.78",2021
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,     360,14.4,        715,40.7,59.3,0.4,27.3,41.3,08790000,3.4,0.8,5.3,82.2,0.7,0.1,7.4,Upper Cape Cod Regional Vocational Technical,"          $18,956,280.09",             745.9,"              $25,413.97","          $18,988,780.09",             752.4,"              $25,237.61",2021
Uxbridge - Gateway to College,03040515,       0,0.0,          0,0.0,0.0,0.0,0.0,0.0,03040000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uxbridge,"          $28,848,258.18","           1,608.2","              $17,938.23","          $32,777,926.20","           1,808.0","              $18,129.38",2021
Uxbridge - Taft Early Learning Center,03040005,     186,18.5,        545,46.6,53.4,2.8,22.9,29.4,03040000,0.2,1.5,8.4,86.2,0.4,0.4,2.9,Uxbridge,"          $28,848,258.18","           1,608.2","              $17,938.23","          $32,777,926.20","           1,808.0","              $18,129.38",2021
Uxbridge - Uxbridge High,03040505,     391,13.1,        567,42.9,57.1,1.8,16.1,28.9,03040000,1.1,2.5,7.1,86.1,0.7,0.0,2.7,Uxbridge,"          $28,848,258.18","           1,608.2","              $17,938.23","          $32,777,926.20","           1,808.0","              $18,129.38",2021
Uxbridge - Whitin Intermediate,03040405,     204,21.2,        523,46.9,53.2,2.5,17.2,31.7,03040000,2.1,1.0,6.7,87.0,0.2,0.4,2.7,Uxbridge,"          $28,848,258.18","           1,608.2","              $17,938.23","          $32,777,926.20","           1,808.0","              $18,129.38",2021
Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,04980405,     146,23.9,        359,53.2,46.8,5.6,20.3,83.6,04980000,21.7,2.0,68.0,3.9,0.8,0.3,3.3,Veritas Preparatory Charter School (District),"           $8,287,207.53",             410.9,"              $20,166.47","           $8,287,207.53",             410.9,"              $20,166.47",2021
Wachusett - Central Tree Middle,07750310,     189,18.0,        370,51.4,48.7,1.6,13.5,23.2,07750000,3.5,2.2,6.2,84.3,0.5,0.0,3.2,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Chocksett Middle School,07750315,     162,15.9,        294,46.9,53.1,2.0,12.2,18.7,07750000,1.4,1.4,8.2,87.4,0.0,0.0,1.7,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Davis Hill Elementary,07750018,     174,19.6,        454,50.9,49.1,3.1,9.5,15.2,07750000,3.7,0.9,8.4,82.8,0.4,0.2,3.5,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Dawson,07750020,     182,19.2,        498,52.0,48.0,4.0,11.5,13.9,07750000,3.4,4.8,7.4,79.7,0.2,0.2,4.2,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Early Childhood Center,07750001,       8,20.8,        164,31.7,68.3,0.0,54.9,26.2,07750000,4.9,4.9,11.0,75.6,0.0,0.0,3.7,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Glenwood Elementary School,07750060,     153,17.9,        335,49.0,51.0,4.2,12.2,19.7,07750000,2.1,1.8,7.2,86.6,0.3,0.0,2.1,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Houghton Elementary,07750027,     130,18.8,        329,44.1,55.9,5.2,15.2,22.5,07750000,4.9,2.7,10.9,77.2,0.0,0.0,4.3,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Leroy E.Mayo,07750032,     186,19.6,        507,47.3,52.7,3.6,7.3,17.6,07750000,3.9,3.0,9.1,81.9,0.0,0.2,2.0,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Mountview Middle,07750305,     353,19.5,        754,46.3,53.6,1.5,15.0,17.6,07750000,3.9,4.0,6.8,82.6,0.3,0.0,2.5,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Naquag Elementary School,07750005,     130,19.4,        351,48.2,51.9,2.3,7.4,17.4,07750000,2.9,1.4,9.1,84.1,0.0,0.0,2.6,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Paxton Center,07750040,     193,18.0,        448,52.7,47.3,4.2,21.7,20.8,07750000,1.6,2.9,6.7,85.0,0.0,0.2,3.6,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Thomas Prince,07750045,     153,19.4,        360,46.9,53.1,0.0,13.9,12.5,07750000,2.2,0.8,3.6,92.2,0.0,0.0,1.1,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wachusett - Wachusett Regional High,07750505,"   1,057",16.8,"      1,970",52.9,47.1,0.7,14.2,15.6,07750000,2.1,3.6,6.4,85.6,0.2,0.0,2.2,Wachusett,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",2021
Wakefield - Dolbeare,03050005,     100,22.5,        448,50.5,49.6,4.5,17.2,18.8,03050000,1.8,3.8,8.0,84.2,0.2,0.0,2.0,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wakefield - Early Childhood Center at the Doyle School,03050001,      10,11.6,        116,38.8,61.2,0.0,41.4,24.1,03050000,3.5,5.2,14.7,72.4,0.0,0.0,4.3,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wakefield - Galvin Middle School,03050310,     593,20.1,"      1,072",48.8,50.9,1.7,18.5,19.0,03050000,2.2,3.5,8.7,82.0,0.1,0.6,3.0,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wakefield - Greenwood,03050020,      50,22.2,        222,43.2,56.8,0.9,10.8,9.5,03050000,1.4,2.3,5.9,85.1,0.0,0.5,5.0,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wakefield - Wakefield Memorial High,03050505,     478,13.5,        844,51.2,48.7,2.5,17.7,17.7,03050000,3.3,4.0,7.9,82.0,0.2,0.0,2.5,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wakefield - Walton,03050040,      50,22.2,        217,42.9,57.1,2.3,16.1,12.0,03050000,3.7,1.8,7.4,84.8,0.0,0.5,1.8,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wakefield - Woodville School,03050015,     105,20.4,        425,50.8,49.2,5.7,15.5,25.4,03050000,3.3,6.1,11.5,74.8,0.0,0.2,4.0,Wakefield,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",2021
Wales - Wales Elementary,03060005,      39,14.5,        107,43.9,56.1,1.9,23.4,57.0,03060000,1.9,0.0,1.9,93.5,1.9,0.0,0.9,Wales,"           $2,257,099.00",             127.4,"              $17,716.63","           $2,796,243.00",             143.8,"              $19,445.36",2021
