label,variable_id_2018
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C01_045M
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C01_043M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C01_044E
Annotation of Margin of Error!!Percent MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C02_046MA
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C01_044M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C01_047E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C01_047M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C01_046E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C01_046M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C01_049E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C01_049M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C01_048E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C01_048M
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher,S1501_C03_038MA
Annotation of Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C02_047EA
Annotation of Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher,S1501_C03_038EA
Annotation of Margin of Error!!Percent MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C02_047MA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C04_029MA
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C01_050M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C01_051E
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C01_050E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C01_052M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C01_053E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C01_051M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C01_052E
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C01_054M
Estimate!!Total!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C01_055E
Margin of Error!!Total MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C01_055M
Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C01_053M
Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C01_054E
Estimate!!Total!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C01_057E
Margin of Error!!Total MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C01_057M
Estimate!!Total!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C01_056E
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C01_030EA
Margin of Error!!Total MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C01_056M
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C05_029MA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C06_028EA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C05_029EA
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C06_028MA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C05_028MA
Annotation of Estimate!!Total!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C01_009EA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C05_028EA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C01_009MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C06_027EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C06_027MA
Estimate!!Female!!Population 18 to 24 years,S1501_C05_001E
Margin of Error!!Female MOE!!Population 18 to 24 years,S1501_C05_001M
Margin of Error!!Female MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C05_009M
Estimate!!Female!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C05_009E
"Margin of Error!!Female MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C05_008M
"Estimate!!Female!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C05_008E
Margin of Error!!Female MOE!!Population 25 years and over!!Less than 9th grade,S1501_C05_007M
Estimate!!Female!!Population 25 years and over!!Less than 9th grade,S1501_C05_007E
Margin of Error!!Female MOE!!Population 25 years and over,S1501_C05_006M
Estimate!!Female!!Population 25 years and over,S1501_C05_006E
Margin of Error!!Female MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C05_005M
Estimate!!Female!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C05_005E
Margin of Error!!Female MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C05_004M
Estimate!!Female!!Population 18 to 24 years!!Some college or associate's degree,S1501_C05_004E
Estimate!!Female!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C05_003E
Margin of Error!!Female MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C05_003M
Estimate!!Female!!Population 18 to 24 years!!Less than high school graduate,S1501_C05_002E
Margin of Error!!Female MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C05_002M
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C06_026EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C06_026MA
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C03_029MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 65 years and over,S1501_C06_025EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 65 years and over,S1501_C06_025MA
Estimate!!Female!!Population 25 years and over!!Population 65 years and over,S1501_C05_025E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 65 years and over,S1501_C05_025M
Estimate!!Female!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C05_024E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C05_024M
Estimate!!Female!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C05_023E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C05_023M
Estimate!!Female!!Population 25 years and over!!Population 45 to 64 years,S1501_C05_022E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C05_022M
Estimate!!Female!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C05_021E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C05_021M
Estimate!!Female!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C05_020E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C05_020M
Annotation of Estimate!!Female!!Population 25 years and over!!Population 65 years and over,S1501_C05_025EA
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C05_029M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C05_029E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C05_028M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C05_028E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C05_027M
Estimate!!Female!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C05_027E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C05_026M
Estimate!!Female!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C05_026E
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C05_024MA
Estimate!!Female!!Population 25 years and over!!Graduate or professional degree,S1501_C05_013E
Margin of Error!!Female MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C05_013M
Annotation of Estimate!!Female!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C05_024EA
Estimate!!Female!!Population 25 years and over!!Bachelor's degree,S1501_C05_012E
Margin of Error!!Female MOE!!Population 25 years and over!!Bachelor's degree,S1501_C05_012M
Estimate!!Female!!Population 25 years and over!!Associate's degree,S1501_C05_011E
Margin of Error!!Female MOE!!Population 25 years and over!!Associate's degree,S1501_C05_011M
"Estimate!!Female!!Population 25 years and over!!Some college, no degree",S1501_C05_010E
"Margin of Error!!Female MOE!!Population 25 years and over!!Some college, no degree",S1501_C05_010M
Margin of Error!!Female MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C05_019M
Estimate!!Female!!Population 25 years and over!!Population 35 to 44 years,S1501_C05_019E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C05_018M
Estimate!!Female!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C05_018E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C05_017M
Estimate!!Female!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C05_017E
Margin of Error!!Female MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C05_016M
Estimate!!Female!!Population 25 years and over!!Population 25 to 34 years,S1501_C05_016E
Margin of Error!!Female MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C05_015M
Estimate!!Female!!Population 25 years and over!!Bachelor's degree or higher,S1501_C05_015E
Estimate!!Female!!Population 25 years and over!!High school graduate or higher,S1501_C05_014E
Margin of Error!!Female MOE!!Population 25 years and over!!High school graduate or higher,S1501_C05_014M
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C05_023MA
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C05_049M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C05_049E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C05_048M
Annotation of Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C02_028EA
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C05_048E
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C05_047E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C05_047M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C05_046E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C05_046M
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C05_027MA
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C05_045E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C05_045M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C05_044E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C05_044M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C05_043E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C05_043M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C05_042E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C05_042M
Annotation of Margin of Error!!Percent MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C02_028MA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C05_027EA
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C05_041E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C05_041M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C05_040E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C05_040M
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C05_026MA
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone,S1501_C05_037M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone,S1501_C05_037E
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,S1501_C05_036E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,S1501_C05_036M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C05_035E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C05_035M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C05_034E
Annotation of Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C02_029EA
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C05_034M
"Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher",S1501_C05_033E
"Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher",S1501_C05_033M
"Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",S1501_C05_032E
Annotation of Estimate!!Female!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C05_026EA
"Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",S1501_C05_032M
"Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C05_031E
"Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C05_031M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C05_030E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C05_030M
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C06_029EA
Annotation of Margin of Error!!Percent MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C02_029MA
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher,S1501_C05_039M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher,S1501_C05_039E
Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher,S1501_C05_038M
Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher,S1501_C05_038E
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C06_029MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 65 years and over,S1501_C05_025MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C05_020MA
Annotation of Estimate!!Total!!Population 18 to 24 years!!Less than high school graduate,S1501_C01_002EA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C05_020EA
Annotation of Margin of Error!!Total MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C01_002MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C06_020EA
Annotation of Estimate!!Total!!Population 18 to 24 years,S1501_C01_001EA
Annotation of Margin of Error!!Total MOE!!Population 18 to 24 years,S1501_C01_001MA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C05_023EA
Annotation of Estimate!!Total!!Population 18 to 24 years!!Some college or associate's degree,S1501_C01_004EA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C05_022MA
Annotation of Margin of Error!!Total MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C01_004MA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 45 to 64 years,S1501_C05_022EA
Annotation of Estimate!!Total!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C01_003EA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C05_021MA
Annotation of Margin of Error!!Total MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C01_003MA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C05_021EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C06_023MA
Annotation of Estimate!!Total!!Population 25 years and over,S1501_C01_006EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C06_024EA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over,S1501_C01_006MA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C06_024MA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C06_022MA
Annotation of Estimate!!Total!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C01_005EA
Annotation of Margin of Error!!Total MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C01_005MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C06_023EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C06_021MA
"Annotation of Estimate!!Total!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C01_008EA
"Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C01_008MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 45 to 64 years,S1501_C06_022EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C06_020MA
Annotation of Estimate!!Total!!Population 25 years and over!!Less than 9th grade,S1501_C01_007EA
Geography,GEO_ID
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Less than 9th grade,S1501_C01_007MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C06_021EA
Annotation of Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C06_063EA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C01_045MA
Annotation of Margin of Error!!Percent MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C02_030MA
Annotation of Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C06_063MA
"Annotation of Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C02_031EA
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C01_046EA
"Annotation of Margin of Error!!Percent MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C02_031MA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C01_046MA
