RCDTS,Type,School Name,District,City,County,District Type,School Type,Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,Grades Served,Summative Designation,Summative Designation: Student Group(s),$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,Grades Served,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
400560010260002,School,Carlinville High School,Carlinville CUSD 1,Carlinville,Macoupin,Unit Distrcts,High School,Title 1 Targeted,354,93.8,0,0,0,0,0,0,23.2,14.7,0,46.6,3.1,177.0,88.8,7.9,3.8,13.5,3.0,44.1,52.7,90.7,65.5,63187.0,101567.0,44.7,83.0,0,0,0,9 - 12,Commendable,All Students,1196.25,12726.67,9 - 12,474.7,465.0,48.90,22.70,27.30,1.10,2023
400560020260004,School,Northwestern High School,Northwestern CUSD 2,Palmyra,Macoupin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,82,100.0,0,0,0,0,0,0,28.0,20.7,0,56.1,0,176.0,93.2,0,0,6.0,4.9,65.3,21.8,81.0,82.9,47862.0,94809.0,24.4,100.0,0,0,0,9 - 12,Commendable,All Students,11632.3,21655.07,9 - 12,468.7,422.7,66.70,20.00,13.30,0.00,2023
400560050260001,School,Mt Olive High School,Mount Olive CUSD 5,Mount Olive,Macoupin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,129,96.9,0,0,0,0,0,0,17.1,17.1,0,50.4,0,176.0,92.3,10.1,0,12.7,5.0,54.6,37.8,76.7,43.4,58923.0,104287.0,18.8,92.9,0,0,0,9 - 12,Commendable,All Students,6759.22,14589.41,9 - 12,520.6,472.9,42.90,28.60,25.70,2.90,2023
400560060260001,School,Staunton High School,Staunton CUSD 6,Staunton,Macoupin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,396,91.7,0,3.8,0,0,0,3.3,22.5,17.4,0,35.9,3.8,176.0,94.4,6.8,2.7,12.1,5.0,57.9,42.1,94.8,83.0,61801.0,88818.0,15.8,93.8,0,0,0,9 - 12,Commendable,All Students,5777.41,11131.35,9 - 12,471.7,450.1,55.30,26.60,17.00,1.10,2023
400560070260003,School,Gillespie High School,Gillespie CUSD 7,Gillespie,Macoupin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,327,94.5,0,0,0,0,0,0,24.8,22.3,0,62.4,6.4,176.0,92.7,9.6,3.0,13.9,5.0,45.4,54.6,92.2,82.1,65210.0,98273.0,23.1,98.3,0,0,0,9 - 12,Commendable,All Students,5992.66,13729.0,9 - 12,462.4,450.5,53.90,34.20,11.80,0.00,2023
400560080260001,School,Bunker Hill High School,Bunker Hill CUSD 8,Bunker Hill,Macoupin,Unit Distrcts,High School,Title 1 Targeted,206,91.7,0,0,0,0,0,0,20.4,18.4,0,42.2,4.9,176.0,93.3,9.4,0,8.8,5.0,38.3,56.4,89.2,74.3,62632.0,108000.0,19.7,87.5,0,0,0,9 - 12,Commendable,All Students,8533.82,14091.58,9 - 12,490.9,457.4,53.50,25.60,16.30,4.70,2023
400560090260001,School,Southwestern High School,Southwestern CUSD 9,Piasa,Macoupin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,372,94.6,0,0,0,0,0,0,12.6,11.6,0,40.1,0,176.0,94.7,10.2,0,12.7,5.0,55.3,40.1,91.8,79.1,61727.0,102753.0,12.8,93.5,0,0,0,9 - 12,Commendable,All Students,9434.15,14436.64,9 - 12,471.1,456.2,51.60,28.60,17.60,2.20,2023
400560340260001,School,North Mac High School,North Mac CUSD 34,Virden,Macoupin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,353,94.6,0,0,0,0,0,0,17.6,11.0,0,48.2,0,176.0,93.0,18.2,3.5,13.3,5.0,59.1,33.2,79.7,44.3,51177.0,93587.0,24.0,93.8,0,0,0,9 - 12,Commendable,All Students,4649.96,11626.36,9 - 12,489.9,439.3,59.60,25.50,14.90,0.00,2023
410570010260001,School,Roxana Sr High School,Roxana CUSD 1,Roxana,Madison,Unit Distrcts,High School,Title 1 Eligible but Not Serve,493,86.2,3.9,4.7,0,0,0,4.3,14.0,7.7,0,46.0,3.0,176.0,89.9,14.3,2.1,11.0,5.0,42.5,57.5,90.3,85.4,79994.0,128037.0,37.4,81.0,0,0,0,9 - 12,Commendable,All Students,14002.19,16945.77,9 - 12,471.2,460.8,47.10,34.70,14.90,3.30,2023
410570020260001,School,Triad High School,Triad CUSD 2,Troy,Madison,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1177,90.2,1.9,3.6,0,0,0,3.3,21.2,14.4,0,17.1,0,176.0,95.7,1.3,1.7,14.6,2.5,52.9,47.1,92.2,75.0,70301.0,118005.0,9.7,86.7,0,0,0,9 - 12,Exemplary,All Students,8138.47,12299.26,9 - 12,509.9,508.7,31.10,29.40,31.10,8.50,2023
410570050260001,School,Highland High School,Highland CUSD 5,Highland,Madison,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,837,90.6,0,4.4,0,0,0,3.6,17.0,17.0,0,26.5,2.2,176.0,93.3,4.5,0,15.4,2.0,59.2,38.9,88.6,68.6,62022.0,107613.0,18.4,85.3,0,8.7,0,9 - 12,Exemplary,All Students,7493.97,12450.45,9 - 12,501.0,492.3,34.80,31.70,26.40,7.00,2023
410570070260001,School,Edwardsville High School,Edwardsville CUSD 7,Edwardsville,Madison,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,2332,77.1,8.3,5.4,3.0,0,0,5.9,16.9,10.5,1.0,21.0,0,176.0,92.8,10.5,2.0,14.8,2.3,49.4,50.6,92.9,63.9,62408.0,102620.0,20.1,64.8,18.2,8.7,0,9 - 12,Commendable,All Students,8810.08,13422.26,9 - 12,525.0,501.2,32.70,29.40,30.10,7.80,2023
410570080260001,School,Civic Memorial High School,Bethalto CUSD 8,Bethalto,Madison,Unit Distrcts,High School,Title 1 Eligible but Not Serve,747,88.1,2.4,4.4,0,0,0,4.3,18.5,11.4,1.3,40.4,1.5,176.0,93.3,9.7,0,17.9,4.0,63.6,34.4,91.0,68.1,64350.0,106542.0,17.2,81.6,0,0,0,9 - 12,Commendable,All Students,8232.45,12329.0,9 - 12,492.6,475.5,40.30,33.00,22.70,4.00,2023
410570090260001,School,Granite City High School,Granite City CUSD 9,Granite City,Madison,Unit Distrcts,High School,Title 1 Eligible but Not Serve,1703,61.3,18.3,13.0,0.7,0,0.6,5.9,19.1,15.2,6.0,55.1,1.4,176.0,85.9,36.1,4.8,13.6,5.0,47.3,48.5,92.6,53.7,77375.0,134704.0,43.4,54.9,28.7,8.2,0,9 - 12,Commendable,All Students,12660.7,16062.95,9 - 12,428.4,409.4,73.40,19.50,7.10,0.00,2023
410570100260001,School,Collinsville High School,Collinsville CUSD 10,Collinsville,Madison,Unit Distrcts,High School,Title 1 Eligible but Not Serve,1928,54.3,13.5,26.8,0,0,0,4.8,20.7,17.4,12.2,62.4,6.3,176.0,89.9,18.9,3.3,11.3,5.0,50.6,44.0,91.7,51.2,70025.0,110861.0,36.1,49.0,20.0,27.1,0,9 - 12,Commendable,All Students,6475.95,13278.17,9 - 12,451.2,433.6,60.80,24.80,13.10,1.30,2023
410570110260001,School,Alton High School,Alton CUSD 11,Alton,Madison,Unit Distrcts,High School,Title 1 Schoolwide,1821,55.1,28.2,5.4,0.5,0,0,10.5,21.1,14.8,0.8,46.3,3.2,176.0,89.3,32.4,7.4,13.1,2.9,55.9,40.4,86.4,64.2,59404.0,102100.0,36.5,43.5,39.0,4.2,0,9 - 12,Commendable,All Students,10218.29,15505.77,9 - 12,462.6,441.0,58.70,23.20,13.10,4.90,2023
410570120260001,School,Madison Senior High School,Madison CUSD 12,Madison,Madison,Unit Distrcts,High School,Title 1 Schoolwide,128,0,95.3,3.4,0,0,0,0,21.1,21.1,2.9,100.0,18.0,176.0,82.7,54.5,10.8,6.1,5.0,66.7,33.3,87.0,88.9,57116.0,116343.0,62.6,0,96.2,0,0,9 - 12,Commendable,All Students,17377.54,27742.21,9 - 12,394.4,370.8,88.90,11.10,0.00,0.00,2023
410570140160001,School,East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,Wood River,Madison,High School Distrcts,High School,Title 1 Schoolwide,500,79.2,10.2,3.4,0,0,0,7.2,23.6,17.6,0,67.0,5.4,176.0,92.9,7.4,0,11.3,5.0,60.7,36.3,96.0,72.6,64156.0,105448.0,22.3,68.8,19.3,0,0,9 - 12,Commendable,All Students,11012.31,18952.31,9 - 12,450.7,426.4,66.90,18.80,13.50,0.80,2023
440630120260002,School,Johnsburg High School,Johnsburg CUSD 12,Johnsburg,McHenry,Unit Distrcts,High School,Title 1 Targeted,522,84.7,0,9.4,0,0,0,3.1,23.6,14.8,2.5,30.1,0,176.0,92.7,9.8,3.5,12.8,5.0,50.0,47.5,87.0,78.0,64653.0,127346.0,18.0,79.8,0,16.9,0,9 - 12,Commendable,All Students,11482.46,18797.77,9 - 12,475.4,470.8,41.80,33.60,20.50,4.10,2023
440630190240002,School,Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,Unit Distrcts,High School,Title 1 Targeted,106,70.8,0,29.2,0,0,0,0,27.4,19.8,14.2,40.6,0,176.0,95.1,0,0,9.0,5.0,54.9,45.1,68.0,83.9,58127.0,111040.0,12.8,58.8,0,0,0,9 - 12,Commendable,All Students,12079.55,21984.27,9 - 12,474.3,470.4,43.50,17.40,34.80,4.30,2023
440630500260001,School,Harvard High School,Harvard CUSD 50,Harvard,McHenry,Unit Distrcts,High School,Title 1 Schoolwide,800,24.8,0,73.1,0,0,0,0,16.9,14.9,36.6,42.8,0,177.0,90.4,16.1,4.0,9.3,3.0,48.6,50.0,81.6,97.5,56474.0,120938.0,33.2,33.6,0,62.8,0,9 - 12,Commendable,All Students,10396.16,18235.25,9 - 12,433.3,406.8,73.20,25.10,1.10,0.50,2023
440631540160001,School,Marengo High School,Marengo CHSD 154,Marengo,McHenry,High School Distrcts,High School,Title 1 Schoolwide,666,66.8,0,29.7,0,0,0,2.3,14.1,12.3,8.0,34.4,0,177.0,91.9,16.8,1.6,9.5,5.0,31.7,65.5,95.3,70.4,81168.0,135252.0,27.6,62.6,0,31.8,0,9 - 12,Commendable,All Students,16265.55,22472.95,9 - 12,488.4,465.3,48.90,28.30,21.70,1.10,2023
440631550160001,School,Crystal Lake Central High School,CHSD 155,Crystal Lake,McHenry,High School Distrcts,High School,Title 1 Targeted,1468,65.3,1.8,28.5,2.9,0,0,1.2,20.3,10.2,11.1,35.8,0.9,176.0,92.5,4.8,0.8,11.4,5.0,18.6,80.3,95.2,66.5,106813.0,141966.0,22.9,59.6,6.2,29.0,0,9 - 12,Commendable,All Students,14213.14,18933.48,9 - 12,499.4,484.8,39.00,27.80,27.20,6.00,2023
440631550160002,School,Cary-Grove Community High School,CHSD 155,Cary,McHenry,High School Distrcts,High School,Title 1 Ineligible Due to Rank,1376,75.8,1.8,17.7,2.1,0,0,1.8,23.2,11.0,7.6,25.4,0,176.0,93.5,5.0,0.8,14.8,5.0,15.4,84.4,95.0,71.2,106813.0,141966.0,18.1,68.9,0,21.0,0,9 - 12,Commendable,All Students,14461.08,19308.63,9 - 12,528.4,509.8,29.50,33.50,28.20,8.80,2023
440631550160003,School,Crystal Lake South High School,CHSD 155,Crystal Lake,McHenry,High School Distrcts,High School,Title 1 Targeted,1236,68.6,2.8,23.7,3.9,0,0,0,21.5,12.0,6.6,29.6,0,176.0,93.6,3.1,0,11.5,5.0,19.0,80.1,93.2,73.7,106813.0,141966.0,18.5,61.2,0,32.1,0,9 - 12,Commendable,All Students,14991.02,20216.9,9 - 12,507.0,487.5,39.50,32.00,23.30,5.20,2023
440631550160004,School,Prairie Ridge High School,CHSD 155,Crystal Lake,McHenry,High School Distrcts,High School,Title 1 Ineligible Due to Rank,1153,81.7,1.1,12.6,2.7,0,0,1.6,21.4,12.3,3.0,20.1,0,176.0,94.0,2.5,0,13.6,5.0,19.2,79.3,91.8,77.6,106813.0,141966.0,16.0,71.5,0,17.1,0,9 - 12,Exemplary,All Students,15653.14,20423.65,9 - 12,523.7,512.4,28.60,32.10,31.40,8.00,2023
440631560160003,School,McHenry Community High School,McHenry CHSD 156,Mchenry,McHenry,High School Distrcts,High School,Title 1 Targeted,2177,69.4,1.1,26.3,0.9,0,0,1.9,14.9,14.9,10.7,41.1,1.6,176.0,91.4,20.1,1.0,18.1,5.0,35.1,63.8,93.2,65.9,77286.0,113229.0,26.7,67.3,0,26.3,0,9 - 12,Commendable,All Students,8943.98,17712.46,9 - 12,466.7,457.1,51.00,26.30,19.50,3.10,2023
440631570160001,School,Richmond-Burton High School,Richmond-Burton CHSD 157,Richmond,McHenry,High School Distrcts,High School,Title 1 Targeted,531,82.7,0,12.1,0,0,0,3.2,23.0,11.5,2.6,12.4,0,176.0,93.3,4.6,0,14.1,5.0,30.2,69.8,91.7,79.1,73396.0,143822.0,18.9,80.0,0,0,0,9 - 12,Commendable,All Students,16293.87,27017.81,9 - 12,501.5,493.7,33.30,37.40,25.20,4.10,2023
440631580220002,School,Huntley High School,Huntley Community School District 158,Huntley,McHenry,Unit Distrcts,High School,Title 1 Targeted,2832,72.9,2.8,12.1,7.0,0,0.7,4.3,11.1,11.1,4.7,16.9,0,176.0,91.2,11.4,0,13.0,5.0,43.0,56.5,90.1,74.5,68113.0,105573.0,27.5,67.9,5.2,18.2,4.3,9 - 12,Commendable,All Students,7655.62,14934.96,9 - 12,521.7,504.6,28.10,37.30,27.10,7.60,2023
440632000260008,School,Woodstock High School,Woodstock CUSD 200,Woodstock,McHenry,Unit Distrcts,High School,Title 1 Eligible but Not Serve,992,53.9,3.8,37.5,3.1,0,0,1.2,18.8,9.0,14.2,46.0,1.1,176.0,86.9,5.1,0,13.0,5.0,37.2,60.4,90.6,72.5,68203.0,119970.0,43.3,46.9,10.2,39.8,0,9 - 12,Commendable,All Students,11674.93,14982.37,9 - 12,504.2,488.8,37.50,29.80,25.40,7.30,2023
440632000260009,School,Woodstock North High School,Woodstock CUSD 200,Woodstock,McHenry,Unit Distrcts,High School,Title 1 Eligible but Not Serve,929,58.7,4.5,32.7,1.9,0,0,1.4,22.5,14.5,11.6,43.1,0,176.0,90.0,2.4,0,19.1,5.0,40.4,57.8,92.5,62.0,68203.0,119970.0,35.5,55.9,10.8,29.7,0,8 - 12,Commendable,All Students,12607.66,15934.9,8 - 12,477.5,466.2,46.20,29.90,22.60,1.30,2023
450670030260001,School,Valmeyer High School,Valmeyer CUSD 3,Valmeyer,Monroe,Unit Distrcts,High School,Title 1 Targeted,108,99.1,0,0,0,0,0,0,17.6,13.9,0,23.1,0,176.0,93.1,0,0,5.9,5.0,60.9,39.1,88.2,89.5,47702.0,105732.0,21.6,100.0,0,0,0,9 - 12,Commendable,All Students,7010.32,15178.2,9 - 12,512.7,473.7,36.70,46.70,13.30,3.30,2023
450670040260001,School,Columbia High School,Columbia CUSD 4,Columbia,Monroe,Unit Distrcts,High School,Title 1 Targeted,592,92.2,0,3.4,0,0,0,2.4,9.1,9.1,0,12.5,0,176.0,95.1,0,0,14.6,5.0,56.1,39.3,84.2,100.0,,,7.9,82.5,0,0,0,9 - 12,Exemplary,All Students,6785.37,12100.98,9 - 12,517.8,514.0,22.40,35.80,37.60,4.20,2023
450670050260001,School,Waterloo High School,Waterloo CUSD 5,Waterloo,Monroe,Unit Distrcts,High School,Title 1 Eligible but Not Serve,852,93.7,0,2.7,0,0,0,2.7,16.0,10.6,0,19.8,1.4,176.0,94.2,1.9,1.5,15.8,5.0,42.1,57.9,88.5,65.5,58976.0,108048.0,15.4,90.6,0,0,0,9 - 12,Exemplary,All Students,8457.12,11109.24,9 - 12,509.6,491.5,34.40,26.00,36.70,2.80,2023
450790010220001,School,Coulterville High School,Coulterville USD 1,Coulterville,Randolph,Unit Distrcts,High School,Title 1 Schoolwide,67,91.0,0,0,0,0,0,0,14.9,14.9,0,77.6,16.4,176.0,94.6,0,0,6.3,5.0,26.3,73.7,81.8,54.2,53034.0,77623.0,0,0,0,0,0,9 - 12,Commendable,All Students,9830.68,14271.51,9 - 12,440.0,411.7,77.80,16.70,5.60,0.00,2023
450791320260001,School,Red Bud High School,Red Bud CUSD 132,Red Bud,Randolph,Unit Distrcts,High School,Title 1 Eligible but Not Serve,385,95.1,0,2.6,0,0,0,0,19.7,12.5,0,30.6,6.0,176.0,93.3,6.4,0,9.8,5.0,67.0,29.4,96.0,55.6,60023.0,101171.0,19.2,88.2,0,0,0,9 - 12,Commendable,All Students,8756.3,13617.11,9 - 12,483.6,462.1,45.00,34.00,18.00,3.00,2023
450791380260001,School,Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,Unit Distrcts,High School,Title 1 Eligible but Not Serve,136,92.6,0,0,0,0,0,0,12.5,12.5,0,29.4,0,177.0,94.2,0,0,10.1,5.0,56.0,44.0,90.3,69.0,56066.0,112087.0,20.1,81.3,0,0,0,9 - 12,Commendable,All Students,9243.06,12623.85,9 - 12,467.4,447.9,52.90,32.40,14.70,0.00,2023
450791390260001,School,Chester High School,Chester CUSD 139,Chester,Randolph,Unit Distrcts,High School,Title 1 Schoolwide,317,88.6,0,8.2,0,0,0,0,13.6,11.7,3.2,39.4,0,176.0,93.3,7.5,0,8.7,5.0,39.8,60.2,82.1,46.5,55630.0,98647.0,19.8,90.5,0,0,0,9 - 12,Commendable,All Students,10119.59,13709.01,9 - 12,460.6,429.7,61.90,27.00,9.50,1.60,2023
450791400260001,School,Sparta High School,Sparta CUSD 140,Sparta,Randolph,Unit Distrcts,High School,Title 1 Schoolwide,316,76.6,14.2,3.8,0,0,0,5.4,15.2,15.2,0,62.3,8.9,176.0,89.7,26.4,4.1,10.3,5.0,57.7,42.3,82.2,85.9,50806.0,79904.0,31.8,73.8,23.8,0,0,9 - 12,Commendable,All Students,10777.23,16159.67,9 - 12,460.3,436.7,52.40,36.50,9.50,1.60,2023
470521700220001,School,Dixon High School,Dixon USD 170,Dixon,Lee,Unit Distrcts,High School,Title 1 Eligible but Not Serve,705,82.7,1.7,5.8,0,0,0,8.7,20.9,14.5,3.5,45.1,0,176.0,86.7,19.8,2.2,12.8,5.0,39.4,60.6,92.1,80.3,62244.0,98622.0,42.2,81.5,0,7.7,0,9 - 12,Commendable,All Students,12053.34,16864.9,9 - 12,447.8,439.0,61.60,19.50,16.80,2.20,2023
470522720260001,School,Amboy High School,Amboy CUSD 272,Amboy,Lee,Unit Distrcts,High School,Title 1 Eligible but Not Serve,226,88.9,0,9.7,0,0,0,0,12.4,9.7,0,42.9,0,176.0,92.9,7.5,0,7.8,4.2,71.8,28.2,90.0,48.7,55271.0,92145.0,25.8,85.7,0,0,0,9 - 12,Commendable,All Students,9196.0,18169.0,9 - 12,439.8,427.0,63.30,21.70,15.00,0.00,2023
470522750260001,School,Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,Ashton,Lee,Unit Distrcts,High School,Title 1 Eligible but Not Serve,210,91.4,0,6.7,0,0,0,0,10.5,10.5,0,47.6,0,176.0,92.3,15.3,0,10.2,5.0,42.5,57.5,74.5,87.5,61672.0,96303.0,26.9,78.9,0,0,0,7 - 12,Commendable,All Students,11019.47,15845.77,7 - 12,496.1,483.9,44.40,27.80,16.70,11.10,2023
470712120170001,School,Rochelle Twp High School,Rochelle Twp HSD 212,Rochelle,Ogle,High School Distrcts,High School,Title 1 Schoolwide,826,52.9,1.7,41.6,0,0,0,3.3,13.9,13.1,16.9,22.4,1.3,176.0,93.6,14.5,2.3,11.8,5.0,44.2,55.8,84.6,79.7,68973.0,140350.0,20.1,48.8,0,41.1,0,9 - 12,Commendable,All Students,19623.77,19623.77,9 - 12,468.8,456.4,52.10,27.40,16.70,3.70,2023
470712200260001,School,Oregon  Jr/Sr High School,Oregon CUSD 220,Oregon,Ogle,Unit Distrcts,High School,Title 1 Eligible but Not Serve,623,83.3,0,11.7,0,0,0,3.2,21.2,15.7,1.6,47.5,1.9,176.0,92.6,11.2,2.9,10.4,4.9,49.1,50.9,85.1,56.1,65692.0,110435.0,24.9,75.3,0,18.8,0,7 - 12,Commendable,All Students,1764.1,16788.6,7 - 12,468.4,436.1,59.60,25.40,13.20,1.80,2023
470712210260004,School,Forreston Jr/Sr High Sch,Forrestville Valley CUSD 221,Forreston,Ogle,Unit Distrcts,High School,Title 1 Eligible but Not Serve,396,85.4,0,7.6,0,0,0,5.8,21.0,16.9,0,39.4,0,177.0,94.4,4.4,0,9.1,5.0,59.6,40.4,92.5,95.7,58358.0,104069.0,11.9,82.2,0,0,0,6 - 12,Exemplary,All Students,8170.53,14009.05,6 - 12,482.8,494.5,30.00,35.00,31.70,3.30,2023
470712220260004,School,Polo Comm High School,Polo CUSD 222,Polo,Ogle,Unit Distrcts,High School,Title 1 Schoolwide,184,85.9,0,11.4,0,0,0,0,13.0,10.9,0,46.7,0,176.0,94.6,0,0,10.6,5.0,46.6,53.4,87.9,100.0,57966.0,122728.0,10.9,90.0,0,0,0,9 - 12,Commendable,All Students,8748.59,15598.78,9 - 12,485.8,448.5,50.00,33.30,16.70,0.00,2023
470712230260003,School,Stillman Valley High School,Meridian CUSD 223,Stillman Valley,Ogle,Unit Distrcts,High School,Title 1 Eligible but Not Serve,458,80.6,0,15.1,0,0,0,3.3,13.1,13.1,5.2,26.6,0,176.0,92.7,7.1,3.3,13.7,3.1,40.6,59.4,91.2,81.8,63919.0,118412.0,24.8,71.7,0,20.0,0,9 - 12,Commendable,All Students,9384.14,16296.32,9 - 12,499.7,484.8,35.20,35.20,24.80,4.80,2023
470712260260001,School,Byron High School 9-12,Byron CUSD 226,Byron,Ogle,Unit Distrcts,High School,Title 1 Eligible but Not Serve,451,86.7,0,6.9,0,0,0,4.2,16.4,16.4,0,25.3,0,176.0,92.1,6.6,0,13.0,2.5,38.8,61.2,90.8,78.2,81328.0,111917.0,24.0,93.3,0,0,0,9 - 12,Exemplary,All Students,14325.39,18202.38,9 - 12,513.3,499.6,35.90,27.40,29.90,6.80,2023
470980010260001,School,Erie High School,Erie CUSD 1,Erie,Whiteside,Unit Distrcts,High School,Title 1 Eligible but Not Serve,186,92.5,0,5.4,0,0,0,0,16.1,11.8,0,22.6,0,176.0,94.3,0,0,8.9,5.0,41.1,58.9,94.0,63.4,71495.0,114282.0,13.2,92.0,0,0,0,9 - 12,Exemplary,All Students,17330.56,26916.13,9 - 12,512.5,501.7,22.90,47.90,22.90,6.30,2023
470980020260001,School,Fulton High School,River Bend CUSD 2,Fulton,Whiteside,Unit Distrcts,High School,Title 1 Eligible but Not Serve,269,91.8,0,4.1,0,0,0,0,15.6,10.8,0,38.7,0,177.0,92.8,0,0,13.0,3.0,56.4,43.6,93.0,76.1,52933.0,114538.0,22.1,94.1,0,0,0,9 - 12,Commendable,All Students,6320.38,12980.72,9 - 12,491.4,465.9,35.70,53.60,10.70,0.00,2023
470980030260001,School,Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown,Whiteside,Unit Distrcts,High School,Title 1 Eligible but Not Serve,205,89.3,0,0,0,0,0,4.9,22.0,20.0,0,58.5,0,176.0,93.1,0,0,14.4,5.0,50.8,43.0,81.5,75.4,56089.0,98760.0,22.9,92.0,0,0,0,9 - 12,Commendable,All Students,6635.89,15788.01,9 - 12,471.7,439.3,60.90,26.10,13.00,0.00,2023
470980050260014,School,Sterling High School,Sterling CUSD 5,Sterling,Whiteside,Unit Distrcts,High School,Title 1 Eligible but Not Serve,951,51.1,2.3,39.1,1.1,0,0,6.3,17.4,16.3,6.2,51.8,1.1,176.0,92.5,14.7,3.1,13.5,5.0,49.5,50.5,58.1,65.4,61520.0,113224.0,21.6,40.6,0,47.3,0,9 - 12,Commendable,All Students,6667.9,12393.13,9 - 12,474.1,462.4,43.80,40.10,14.30,1.80,2023
470980060260001,School,Morrison High School,Morrison CUSD 6,Morrison,Whiteside,Unit Distrcts,High School,Title 1 Targeted,276,86.2,0,9.1,0,0,0,3.6,13.4,12.7,0,37.7,0,176.0,89.5,15.6,4.6,13.0,5.0,38.2,61.8,87.9,80.6,58595.0,105776.0,37.9,85.4,0,0,0,9 - 12,Commendable,All Students,8351.58,12776.8,9 - 12,472.7,460.6,50.80,28.60,20.60,0.00,2023
470983010170001,School,Rock Falls Township High School,Rock Falls Twp HSD 301,Rock Falls,Whiteside,High School Distrcts,High School,Title 1 Schoolwide,522,71.3,3.1,21.1,0,0,0,4.2,17.2,15.7,3.1,61.9,3.4,176.0,93.3,5.3,0,14.7,5.0,39.9,57.5,90.9,68.7,79345.0,131162.0,19.9,74.8,0,18.4,0,9 - 12,Commendable,All Students,15753.08,19508.4,9 - 12,448.9,438.3,53.00,31.10,14.40,1.50,2023
480721500250023,School,Manual High School,Peoria SD 150,Peoria,Peoria,Unit Distrcts,High School,Title 1 Schoolwide,637,8.9,68.4,18.1,0.9,0,0,4.1,20.7,18.7,10.4,86.7,0,176.0,84.8,63.4,6.3,10.2,5.0,51.2,44.1,88.4,52.3,71881.0,104724.0,53.4,19.3,66.5,6.8,0.4,9 - 12,Commendable,All Students,14256.66,19622.41,9 - 12,370.5,356.8,90.90,7.30,1.20,0.60,2023
480721500250024,School,Peoria High School,Peoria SD 150,Peoria,Peoria,Unit Distrcts,High School,Title 1 Schoolwide,1244,8.5,66.5,14.7,0,0,0,8.8,22.1,17.2,9.2,83.9,2.1,176.0,86.4,56.9,4.7,11.2,5.0,56.7,43.3,86.5,54.3,71881.0,104724.0,49.2,12.5,68.7,6.8,0,9 - 12,Commendable,All Students,10589.9,15955.65,9 - 12,390.2,362.2,93.40,5.50,1.10,0.00,2023
480721500250025,School,Richwoods High School,Peoria SD 150,Peoria,Peoria,Unit Distrcts,High School,Title 1 Schoolwide,1504,36.1,33.1,14.0,3.5,0,0,12.8,15.8,8.2,5.6,45.7,0.9,176.0,91.5,22.6,2.7,11.9,4.0,44.6,55.4,89.4,70.8,71881.0,104724.0,29.9,35.0,46.0,8.0,0,9 - 12,Commendable,All Students,8812.56,14178.31,9 - 12,471.3,443.0,59.90,21.50,15.50,3.10,2023
48072150025027C,School,Quest Charter School Academy,Peoria SD 150,Peoria,Peoria,Unit Distrcts,High School,Title 1 Schoolwide,400,10.0,68.3,13.8,0.9,0,0,7.5,13.5,10.0,6.0,82.8,2.3,176.0,84.7,68.4,0,13.5,3.0,63.6,33.6,68.9,74.8,71881.0,104724.0,51.6,0,66.7,0,0.4,5 - 12,,,5524.81,10890.56,5 - 12,396.7,364.8,100.00,0.00,0.00,0.00,2023
