RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - EL,% Student Enrollment - IEP,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Total Per-Pupil Expenditures - Subtotal,$ Site-level Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
440630120260002,School,Johnsburg High School,Johnsburg CUSD 12,Johnsburg,McHenry,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,593.0,90.2,0.7,7.1,0.7,0.0,0.2,1.2,24.8,0.8,17.4,22.3,0.7,174.0,95.2,7.3,3.5,21.2,83.5,11.9,5.0,35.6,63.5,86.2,60664.0,94139.0,86.0,0.7,10.3,0.0,13813.6985,9147.793,505.2,505.8,27.5,32.2,33.6,6.7,2019
440630190240002,School,Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,110.0,75.5,0.2,20.0,2.7,0.0,0.0,1.8,22.7,3.6,18.2,29.1,2.7,175.0,93.5,15.2,0.9,11.5,74.1,21.5,5.0,73.6,26.4,85.3,44618.0,100607.0,63.5,0.0,34.9,0.0,17212.95,9488.18,546.8,545.6,8.3,50.0,29.2,12.5,2019
440630500260001,School,Harvard High School,Harvard CUSD 50,Harvard,McHenry,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,740.0,32.4,0.4,65.1,0.7,0.0,0.1,1.2,13.1,15.4,9.9,43.2,0.2,174.0,91.4,2.4,5.7,17.0,93.2,31.6,2.5,46.9,53.1,81.2,50571.0,99220.0,34.2,2.0,61.5,0.0,14984.32,8399.85,457.8,445.5,48.8,40.0,10.0,1.2,2019
440631540160001,School,Marengo High School,Marengo CHSD 154,Marengo,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,665.0,77.7,1.1,19.8,0.6,0.0,0.2,0.6,13.2,2.9,8.0,28.0,0.5,174.0,94.9,7.9,1.7,20.6,92.9,14.5,5.0,23.6,75.7,74.2,74557.0,110923.0,76.2,4.8,19.0,0.0,15516.1,11496.9,513.4,515.4,23.1,33.6,32.8,10.4,2019
440631550160001,School,Crystal Lake Central High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,1477.0,71.1,2.2,21.4,1.6,0.0,0.3,3.4,19.7,3.4,13.5,28.1,0.7,176.0,94.2,6.1,2.0,22.4,92.9,15.8,5.0,16.8,82.9,81.2,94275.0,128177.0,73.8,3.5,18.3,1.8,15171.7306,12050.566,509.1,514.1,27.8,30.0,32.8,9.4,2019
440631550160002,School,Cary-Grove Community High School,CHSD 155,Cary,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,1644.0,81.9,0.7,13.2,1.0,0.1,0.1,3.1,19.0,2.0,12.0,17.0,0.4,176.0,94.7,3.4,1.3,23.7,93.9,13.4,5.0,16.8,82.9,81.2,94275.0,128177.0,73.8,3.5,18.3,1.8,14691.1108,11711.4743,535.3,542.0,16.5,32.6,37.8,13.0,2019
440631550160003,School,Crystal Lake South High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,1480.0,77.5,2.0,15.3,2.1,0.0,0.1,3.0,22.0,1.8,14.7,23.0,0.9,176.0,94.1,3.6,1.3,22.2,91.7,16.0,5.0,16.8,82.9,81.2,94275.0,128177.0,73.8,3.5,18.3,1.8,16195.7414,12870.3575,528.3,534.4,21.3,28.7,35.8,14.2,2019
440631550160004,School,Prairie Ridge High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,1371.0,85.5,1.1,6.7,2.3,0.0,0.1,4.3,21.7,1.6,12.8,11.2,0.5,176.0,95.1,1.7,0.9,23.2,91.6,9.4,5.0,16.8,82.9,81.2,94275.0,128177.0,73.8,3.5,18.3,1.8,15638.3003,12477.3717,543.2,562.9,14.7,27.3,36.4,21.7,2019
440631560160001,School,McHenry High School-West Campus,McHenry CHSD 156,McHenry,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,1443.0,69.6,0.9,25.9,2.4,0.1,0.1,1.1,12.6,5.6,12.6,33.5,1.5,175.0,92.6,7.1,3.0,23.2,86.3,18.4,5.0,36.3,63.0,70.4,71846.0,111637.0,71.8,1.3,23.8,1.9,13736.9,7362.07,497.4,498.5,29.7,34.7,29.1,6.5,2019
440631560160002,School,McHenry  East High School,McHenry CHSD 156,McHenry,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,700.0,81.4,1.0,16.3,0.4,0.1,0.1,0.6,14.9,1.1,14.9,29.3,2.0,175.0,92.1,14.8,4.5,19.7,86.4,21.7,5.0,36.3,63.0,70.4,71846.0,111637.0,71.8,1.3,23.8,1.9,15382.61,9007.48,487.1,485.5,35.8,32.4,27.3,4.5,2019
440631570160001,School,Richmond-Burton High School,Richmond-Burton CHSD 157,Richmond,McHenry,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,636.0,88.2,0.8,7.7,1.6,0.0,0.2,1.6,11.5,0.6,11.5,11.5,0.0,175.0,94.1,4.1,3.0,19.3,92.3,16.7,5.0,27.7,72.3,72.3,61183.0,106619.0,81.3,2.7,12.0,1.3,20758.69,12518.55,526.6,533.6,19.0,33.9,33.9,13.1,2019
440631580220002,School,Huntley High School,Huntley Community School District 158,Huntley,McHenry,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,3082.0,74.5,2.1,11.8,6.7,0.0,0.2,4.7,18.7,1.5,11.9,10.9,1.1,174.0,93.6,0.1,1.1,26.1,90.6,16.7,5.0,35.3,64.2,83.5,61144.0,97124.0,71.8,3.1,15.9,3.4,10516.0,5886.0,532.8,533.6,20.6,30.9,35.4,13.1,2019
440632000260008,School,Woodstock High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1008.0,55.1,2.7,38.1,1.9,0.0,0.1,2.2,17.9,10.4,9.8,39.3,0.6,174.0,95.1,5.7,1.8,22.9,89.4,11.0,5.0,33.2,66.3,75.9,62055.0,115279.0,56.0,7.0,32.2,1.1,13617.0,10262.0,512.1,512.4,26.6,33.0,30.5,9.9,2019
440632000260009,School,Woodstock North High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,HIGH SCHOOL, 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",949.0,62.6,2.0,31.8,1.4,0.1,0.1,2.1,21.8,5.2,14.0,33.3,1.2,174.0,94.4,5.9,2.5,21.7,90.4,15.7,5.0,33.2,66.3,75.9,62055.0,115279.0,56.0,7.0,32.2,1.1,13929.0,10407.0,505.5,492.8,32.0,34.2,27.6,6.2,2019
450670030260001,School,Valmeyer High School,Valmeyer CUSD 3,Valmeyer,Monroe,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,115.0,95.7,1.7,0.9,0.0,0.0,0.0,1.7,13.0,0.0,10.4,16.5,6.1,175.0,94.8,7.6,2.4,12.5,95.2,17.8,4.2,54.1,45.9,73.5,40847.0,85984.0,98.1,0.0,1.9,0.0,12501.37,6896.68,485.0,474.5,40.9,31.8,27.3,0.0,2019
450670040260001,School,Columbia High School,Columbia CUSD 4,Columbia,Monroe,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,629.0,93.5,0.5,2.9,0.8,0.2,0.3,2.1,8.4,0.3,8.3,9.9,0.5,174.0,95.9,1.3,1.2,22.8,91.8,8.3,5.0,43.5,56.5,82.9,54272.0,94523.0,90.1,0.4,2.6,2.6,8982.74,5059.55,515.4,547.4,13.0,30.2,43.2,13.6,2019
450670050260001,School,Waterloo High School,Waterloo CUSD 5,Waterloo,Monroe,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",802.0,95.5,0.2,1.2,0.1,0.4,0.1,2.4,17.5,0.0,14.5,16.8,1.5,174.0,94.9,3.1,2.5,22.3,92.1,11.7,5.0,34.1,65.9,76.7,50120.0,101793.0,93.5,0.5,1.2,0.5,9865.63,8065.65,531.2,541.7,13.8,39.2,33.6,13.4,2019
450790010220001,School,Coulterville High School,Coulterville USD 1,Coulterville,Randolph,UNIT,HIGH SCHOOL, 9 10 11 12,,,Schoolwide Title I Program,53.0,92.5,7.5,0.5,0.0,0.0,0.0,0.5,11.3,0.0,11.3,62.3,9.4,174.0,94.3,7.1,0.0,8.5,86.7,8.9,5.0,51.5,48.5,76.6,50618.0,90095.0,87.2,10.3,0.0,0.0,12601.0,10532.0,462.9,444.7,47.1,47.1,5.9,0.0,2019
450791320260001,School,Red Bud High School,Red Bud CUSD 132,Red Bud,Randolph,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",391.0,95.7,0.3,2.3,0.5,0.0,0.1,1.3,13.0,1.0,12.0,34.5,6.9,175.0,94.8,6.0,1.7,20.0,88.9,14.5,5.0,41.1,57.5,81.1,52076.0,92158.0,89.8,0.0,4.8,0.0,10982.1083,8258.9755,484.2,470.9,35.0,44.7,17.5,2.9,2019
450791380260001,School,Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",148.0,97.3,0.9,0.7,0.5,0.0,0.0,2.0,18.2,0.5,17.6,27.7,1.4,174.0,96.2,2.9,1.3,14.8,91.4,12.1,5.0,34.5,65.5,75.0,45283.0,103104.0,89.4,3.0,0.0,0.0,10795.8835,7940.6601,499.4,490.3,40.0,28.6,22.9,8.6,2019
450791390260001,School,Chester High School,Chester CUSD 139,Chester,Randolph,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,332.0,88.9,3.0,4.2,0.1,0.1,0.0,3.9,14.8,0.6,14.8,38.6,1.2,174.0,94.4,9.1,4.3,21.4,76.1,15.3,4.9,38.1,61.9,81.2,48472.0,88454.0,88.0,1.5,6.5,0.0,9368.2768,6533.5223,471.2,455.6,48.8,32.6,17.4,1.2,2019
450791400260001,School,Sparta High School,Sparta CUSD 140,Sparta,Randolph,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,332.0,79.5,13.3,0.9,1.2,0.0,0.3,4.8,13.3,0.0,13.0,49.4,1.8,175.0,90.6,28.1,6.6,19.9,84.2,31.7,5.0,47.1,52.9,73.2,44903.0,85606.0,75.3,16.3,2.3,0.0,12021.17,8402.6,480.7,458.2,47.6,36.6,12.2,3.3,2019
470521700220001,School,Dixon High School,Dixon USD 170,Dixon,Lee,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",754.0,84.4,2.5,4.1,1.1,0.0,0.1,8.0,17.1,0.4,14.5,36.2,0.3,175.0,93.3,8.2,3.5,23.7,92.9,22.6,5.0,33.0,67.0,84.0,58489.0,107037.0,79.2,3.7,7.1,0.0,11557.25,9224.34,494.1,484.6,32.2,39.1,23.6,5.2,2019
470522710260004,School,Paw Paw Jr/Sr High School,Paw Paw CUSD 271,Paw Paw,Lee,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",88.0,85.2,3.4,9.1,0.0,0.0,0.6,2.3,15.9,1.1,15.9,36.4,0.0,171.0,92.7,0.0,4.9,9.5,75.0,,5.0,51.4,48.6,72.2,40549.0,135806.0,71.0,9.7,16.1,0.0,17056.41,9074.62,451.4,448.6,,,,,2019
470522720260001,School,Amboy High School,Amboy CUSD 272,Amboy,Lee,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",207.0,94.2,0.1,5.3,0.5,0.0,0.1,0.1,10.6,0.5,9.2,40.1,1.0,172.0,94.9,6.8,3.1,16.6,83.6,15.1,5.0,64.2,35.8,68.1,48147.0,89889.0,89.9,1.0,7.1,0.0,13356.61,9601.78,504.7,506.3,21.4,45.2,31.0,2.4,2019
470522750260001,School,Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,Ashton,Lee,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,,229.0,90.0,0.9,6.6,0.0,0.0,0.0,2.6,9.2,0.4,9.2,44.5,0.0,174.0,96.3,1.5,1.9,18.2,80.0,4.9,5.0,42.5,54.8,91.9,52877.0,117826.0,88.9,0.0,7.9,0.0,10738.95,8329.28,482.3,467.2,41.9,37.2,20.9,0.0,2019
470712120170001,School,Rochelle Twp High School,Rochelle Twp HSD 212,Rochelle,Ogle,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,856.0,60.7,2.3,34.3,0.4,0.0,0.1,2.1,15.0,8.9,13.6,24.5,1.5,174.0,94.9,8.3,2.4,20.0,85.9,14.6,5.0,32.4,65.8,76.0,66057.0,117231.0,60.0,4.1,33.8,0.0,14721.0,14721.0,482.1,476.4,40.5,34.7,21.1,3.7,2019
470712200260001,School,Oregon High School,Oregon CUSD 220,Oregon,Ogle,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,398.0,85.2,2.3,9.3,0.8,0.2,0.2,2.5,15.8,0.5,15.8,39.4,1.3,172.0,93.3,10.4,2.7,18.0,80.0,20.0,4.6,48.2,51.8,96.9,60004.0,99574.0,82.4,1.5,10.2,1.5,11384.38,4702.53,479.7,466.2,40.7,37.4,18.7,3.3,2019
470712210260004,School,Forreston Jr/Sr High Sch,Forrestville Valley CUSD 221,Forreston,Ogle,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",430.0,89.5,0.2,3.5,0.9,0.0,0.2,5.8,15.8,0.2,15.8,32.1,0.0,168.0,95.4,2.4,1.2,18.3,92.4,10.8,5.0,50.4,49.6,92.3,54988.0,95190.0,89.3,1.3,1.3,0.7,10049.0,6723.0,486.8,500.7,28.1,29.8,40.4,1.8,2019
470712220260004,School,Polo Comm High School,Polo CUSD 222,Polo,Ogle,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",171.0,93.0,1.2,1.2,0.6,0.0,0.2,4.1,9.9,0.2,9.4,43.3,0.6,172.0,96.1,4.1,1.1,14.4,85.0,8.8,5.0,39.3,58.6,89.4,53140.0,104055.0,84.6,3.8,7.7,0.0,12621.18,7993.04,505.0,497.1,34.2,26.3,31.6,7.9,2019
470712230260003,School,Stillman Valley High School,Meridian CUSD 223,Stillman Valley,Ogle,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",567.0,85.5,0.5,10.4,0.7,0.4,0.5,1.9,13.1,1.1,11.3,20.6,0.4,170.0,94.9,4.4,2.3,21.8,85.6,13.8,3.8,40.7,59.3,90.2,54450.0,100223.0,83.5,0.9,11.5,0.9,10210.57,7794.0,516.2,493.9,27.1,39.8,30.1,3.0,2019
470712260260001,School,Byron High School 9-12,Byron CUSD 226,Byron,Ogle,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",465.0,86.9,0.9,6.2,0.6,0.0,0.6,4.7,18.5,0.2,18.5,26.7,0.9,171.0,93.2,3.6,2.1,17.3,90.7,16.3,2.5,32.3,67.7,80.7,76831.0,108843.0,86.0,2.3,6.8,0.8,17069.0,13587.43,525.4,510.1,24.8,37.6,30.7,6.9,2019
470980010260001,School,Erie High School,Erie CUSD 1,Erie,Whiteside,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",204.0,93.6,0.5,3.9,1.0,0.0,0.0,1.0,17.6,0.0,16.2,28.4,2.9,175.0,94.8,4.7,1.8,13.4,89.2,15.6,5.0,42.9,57.1,82.9,63934.0,108900.0,93.6,0.0,1.8,0.0,23469.45,14646.03,522.0,523.2,15.9,40.9,40.9,2.3,2019
470980020260001,School,Fulton High School,River Bend CUSD 2,Fulton,Whiteside,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",277.0,92.8,0.3,3.2,0.4,0.0,0.0,3.6,13.7,0.0,11.2,32.5,0.0,171.0,94.1,4.7,3.4,18.6,86.9,16.5,5.0,50.1,48.3,74.7,49968.0,94021.0,91.5,0.8,1.6,0.0,10236.78,5836.69,498.8,458.6,45.3,37.5,15.6,1.6,2019
470980030260001,School,Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown,Whiteside,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",212.0,91.0,0.6,7.1,0.0,0.0,0.0,1.9,18.4,0.0,17.0,47.6,0.5,171.0,92.5,7.9,6.3,15.2,74.5,24.7,4.3,54.7,45.3,94.5,45094.0,89022.0,91.8,1.1,6.0,0.0,11513.17,5908.2,464.9,464.7,42.2,40.0,15.6,2.2,2019
470980050260014,School,Sterling High School,Sterling CUSD 5,Sterling,Whiteside,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1012.0,54.3,3.5,36.0,1.2,0.0,0.3,4.7,13.1,2.9,12.8,55.6,0.6,173.0,93.7,11.9,6.6,21.7,88.8,21.7,5.0,41.2,58.8,77.4,55735.0,103055.0,52.6,3.3,37.5,0.6,10595.0,9366.0,474.8,475.3,39.2,33.0,25.6,2.2,2019
470980060260001,School,Morrison High School,Morrison CUSD 6,Morrison,Whiteside,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,269.0,93.7,0.4,3.0,0.7,0.0,0.0,2.2,14.5,0.0,14.5,33.1,0.4,171.0,94.1,7.0,5.7,16.1,75.0,17.2,5.0,38.0,60.7,81.9,54423.0,96529.0,90.8,0.7,6.5,0.0,12169.91,8537.3,488.1,501.7,27.1,35.6,33.9,3.4,2019
470983010170001,School,Rock Falls Township High School,Rock Falls Twp HSD 301,Rock Falls,Whiteside,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,654.0,70.2,1.7,23.9,0.2,0.0,0.0,4.1,18.5,1.1,17.9,50.6,3.2,175.0,96.5,3.5,2.7,21.5,96.7,8.9,5.0,31.7,68.3,90.3,69143.0,110252.0,67.7,1.5,26.9,0.0,13374.73,12268.62,477.7,461.8,37.7,48.4,12.6,1.3,2019
480721500250023,School,Manual High School,Peoria SD 150,Peoria,Peoria,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,824.0,8.5,67.0,17.8,0.5,0.1,0.1,5.9,19.8,6.9,17.8,82.3,1.0,174.0,78.2,82.1,14.5,18.3,81.2,91.1,5.0,48.7,50.0,63.3,55967.0,95431.0,22.0,61.7,7.2,0.6,15590.47,11838.66,390.8,378.5,77.0,11.8,0.7,0.0,2019
480721500250024,School,Peoria High School,Peoria SD 150,Peoria,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,1229.0,12.2,64.6,14.2,0.5,0.2,0.1,8.1,19.0,5.8,15.3,73.0,1.7,174.0,80.2,99.3,12.1,23.8,84.4,92.1,4.0,48.7,50.0,63.3,55967.0,95431.0,22.0,61.7,7.2,0.6,13432.93,9681.12,403.9,387.4,78.2,17.1,3.4,0.3,2019
480721500250025,School,Richwoods High School,Peoria SD 150,Peoria,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1268.0,44.3,30.7,8.3,4.9,0.2,0.3,11.7,17.0,2.3,12.1,39.7,2.2,174.0,93.5,23.2,3.8,24.8,87.0,23.7,5.0,48.7,50.0,63.3,55967.0,95431.0,22.0,61.7,7.2,0.6,12255.08,8503.27,505.3,497.2,38.1,25.6,23.8,12.5,2019
48072150025027C,School,Quest Charter School Academy,Peoria SD 150,Peoria,Peoria,UNIT,CHARTER SCH, 5 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,573.0,8.2,68.4,12.6,0.3,0.2,0.3,9.9,10.1,3.7,8.4,67.4,3.4,174.0,92.0,21.0,6.9,21.2,30.4,23.1,2.5,48.7,50.0,63.3,55967.0,95431.0,22.0,61.7,7.2,0.6,11034.51,5814.67,433.2,439.1,52.8,37.7,9.4,0.0,2019
480722650260001,School,Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,419.0,93.8,0.4,3.8,0.2,0.0,0.0,2.4,13.6,0.0,11.0,39.1,0.5,173.0,93.7,10.1,4.0,19.7,79.0,18.3,4.6,67.2,32.8,67.9,49306.0,79563.0,93.9,1.1,1.1,0.6,9897.0,5228.0,474.6,453.0,50.0,32.7,16.3,1.0,2019
480723090260003,School,Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,232.0,95.3,0.4,0.9,1.3,0.4,0.0,1.7,8.2,0.0,8.2,15.1,0.4,174.0,94.6,1.3,2.1,19.4,86.8,14.2,5.0,49.0,51.0,68.2,54328.0,83805.0,96.2,0.0,0.0,0.0,10417.926784653,5966.162715516,525.2,531.9,20.4,27.8,44.4,7.4,2019
480723100160001,School,Limestone Community High School,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,943.0,77.5,10.6,3.9,0.7,0.1,0.2,6.9,13.9,0.2,13.9,41.1,0.3,174.0,91.7,16.1,5.3,18.8,91.9,28.3,4.9,44.8,51.1,68.4,57611.0,98141.0,67.3,22.2,5.8,0.0,13179.79,12542.23,492.3,475.8,36.5,38.0,20.5,5.0,2019
480723210260007,School,Il Valley Central High School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",598.0,90.1,0.7,3.7,1.0,0.0,0.3,4.2,12.4,0.5,12.4,30.6,0.2,174.0,95.1,8.0,2.9,22.0,85.8,13.9,5.0,66.8,32.5,80.8,47491.0,87899.0,89.3,1.7,4.0,0.8,10641.8191,6731.9904,501.2,500.4,34.0,30.7,26.8,8.5,2019
480723220260004,School,Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",214.0,92.1,1.4,3.3,0.1,0.1,0.0,3.3,10.3,0.0,8.9,17.3,0.0,174.0,95.3,1.4,0.5,16.7,87.7,12.0,3.0,63.0,37.0,87.2,53984.0,93674.0,93.3,1.1,3.4,1.1,9409.06,5449.14,534.6,532.7,22.9,22.9,47.9,6.3,2019
480723230260004,School,Dunlap High School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1273.0,70.4,6.1,3.9,14.4,0.1,0.1,5.0,8.6,1.9,8.4,12.8,0.2,174.0,94.6,3.1,1.3,23.2,92.3,17.4,5.0,48.0,52.0,74.4,55219.0,97751.0,63.5,12.9,3.8,12.3,12480.13,7050.43,552.0,567.0,12.6,23.8,42.4,21.2,2019
480723250260005,School,Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",208.0,74.5,9.6,7.2,0.5,0.0,0.0,8.7,19.2,0.3,16.3,56.3,0.5,174.0,92.7,9.1,7.3,15.0,80.4,29.2,4.1,67.7,32.3,78.6,47820.0,105534.0,68.4,15.1,3.3,0.0,12311.2121,4508.3517,447.3,449.0,52.1,33.3,12.5,2.1,2019
480723260260005,School,Princeville High School,Princeville CUSD 326,Princeville,Peoria,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",404.0,89.4,2.0,5.0,2.0,0.0,0.0,1.7,8.7,1.5,8.7,31.7,0.7,175.0,95.9,2.6,2.4,18.7,92.3,12.2,4.2,38.4,59.7,88.6,59663.0,102369.0,84.7,3.1,8.2,0.0,10570.21,7192.45,508.7,535.3,16.4,30.9,40.0,12.7,2019
480723270260008,School,Illini Bluffs High School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,252.0,92.9,0.8,3.2,0.0,0.1,0.8,2.4,11.9,0.0,11.9,29.4,0.8,174.0,93.1,6.6,2.6,17.9,86.5,20.2,4.0,58.7,41.3,88.9,46875.0,112202.0,87.9,2.9,4.3,0.0,14032.96,7437.0,502.0,495.1,29.0,39.1,27.5,4.3,2019
490810300170001,School,United Twp High School,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1677.0,54.0,14.3,24.7,2.7,0.5,0.2,3.5,17.9,6.9,13.5,59.8,0.7,176.0,92.4,6.3,4.9,18.1,90.3,33.6,5.0,50.1,43.5,85.8,63657.0,107167.0,56.6,18.8,19.9,0.4,15854.728,15022.248,456.7,447.0,51.5,31.6,12.8,4.1,2019
490810400220001,School,Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2082.0,55.3,8.5,27.8,2.3,0.0,0.1,6.1,14.0,6.6,10.1,47.3,0.5,176.0,92.6,17.6,2.6,25.7,83.7,24.8,5.0,39.0,61.0,60.9,67243.0,128237.0,49.3,11.7,30.5,0.6,11193.48,10651.45,472.0,471.7,37.5,40.9,18.6,3.0,2019
