School Name,School Code,Tests Taken,Reading / Writing,Math,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Year
Watertown - Watertown High,3140505,144,559,568,409,14.2,719,45.2,54.4,12.2,16.3,46.5,3140000,4,9,22.7,57,0.7,0,6.5,Watertown,"          $59,371,088.78",2479.6,"              $23,943.82","          $67,177,223.88",2629.2,"              $25,550.44",2021
Wayland - Wayland High School,3150505,214,645,657,381,15.4,828,51.3,48.7,1.1,20.1,9.5,3150000,5.2,19.3,4.2,65.3,0,0.1,5.8,Wayland,"          $54,734,625.76",2699.1,"              $20,278.84","          $56,928,400.84",2761.7,"              $20,613.54",2021
Webster - Bartlett High School,3160505,23,523,509,231,14.3,394,50.8,49.2,12.7,17.5,68.3,3160000,8.6,2.8,35.8,46.2,0,0,6.6,Webster,"          $29,217,821.00",1665,"              $17,548.24","          $33,316,045.00",1898.8,"              $17,545.84",2021
Wellesley - Wellesley Sr High,3170505,336,657,670,667,15.7,1407,51.1,48.8,0.4,15.9,7.2,3170000,4.3,14.3,5.4,70.2,0,0,5.8,Wellesley,"         $101,024,224.93",4423.9,"              $22,836.01","         $108,516,881.97",4487.3,"              $24,183.11",2021
West Boylston - West Boylston Junior/Senior High,3220505,43,570,536,368,13.4,474,52.3,47.7,1.5,14.4,29.3,3220000,2.7,3.2,11,79.1,0.2,0.2,3.6,West Boylston,"          $15,776,729.68",891.9,"              $17,688.90","          $17,852,015.38",976.5,"              $18,281.63",2021
West Bridgewater - West Bridgewater Junior/Senior,3230505,111,543,542,457,16.9,634,50.5,49.5,2.5,10.4,27.8,3230000,7.4,0.6,6.8,80.6,0.3,0.2,4.1,West Bridgewater,"          $19,039,984.43",1374.9,"              $13,848.27","          $20,659,696.23",1415.5,"              $14,595.33",2021
West Springfield - West Springfield High,3320505,62,568,547,686,16.2,1200,45.8,53.6,5.8,20.1,53.4,3320000,4.6,8.3,20.8,62.7,0.2,0.1,3.3,West Springfield,"          $59,235,778.00",3895.3,"              $15,206.99","          $65,464,025.48",4070.8,"              $16,081.37",2021
Westborough - Westborough High,3210505,343,625,639,748,14.9,1192,51.2,48.6,4.4,10,14.9,3210000,1.3,31.3,8.4,55.4,0,0.1,3.6,Westborough,"          $67,882,470.97",3845.1,"              $17,654.28","          $71,424,920.64",3903.7,"              $18,296.72",2021
Westfield - Westfield High,3250505,85,559,556,598,15.3,1097,52.1,47.7,5,20.8,43.3,3250000,2.8,2.8,19,72.1,0,0,3.3,Westfield,"          $78,318,333.83",4865.3,"              $16,097.33","          $86,515,755.83",5199.8,"              $16,638.29",2021
Westford - Westford Academy,3260505,402,632,654,730,17.6,1563,48.4,51.5,1,12.3,6.7,3260000,1.2,29.6,2.6,63.2,0.2,0.1,3.1,Westford,"          $72,863,239.00",4742.1,"              $15,365.18","          $78,853,299.00",4850.6,"              $16,256.40",2021
Weston - Weston High,3300505,156,638,657,584,13.4,641,47.1,52.7,1.4,22.5,6.4,3300000,7.6,18.3,4.8,62.6,0.3,0,6.4,Weston,"          $55,758,521.08",1901.7,"              $29,320.36","          $58,698,400.29",1937.5,"              $30,295.95",2021
Westport - Westport Junior/Senior High School,3310515,29,521,490,424,16.6,833,47.2,52.5,1,17.7,32.7,3310000,0.7,1.1,4,90.5,0.1,0,3.6,Westport,"          $23,753,737.00",1392.1,"              $17,063.24","          $26,401,212.00",1548.4,"              $17,050.64",2021
Westwood - Westwood High,3350505,338,607,632,533,14.9,956,50,49.9,0.3,16.1,8.4,3350000,3.6,12.3,4.7,77,0,0,2.4,Westwood,"          $59,641,187.00",2956.2,"              $20,174.95","          $61,085,175.00",2979.8,"              $20,499.76",2021
Weymouth - Weymouth High School,3360505,110,548,538,1215,15.8,2323,48.9,51,5.4,20.8,40.6,3360000,8,5.3,12.7,69.6,0.2,0.1,4.1,Weymouth,"          $95,019,222.78",5507.6,"              $17,252.38","         $108,507,288.78",5929.1,"              $18,300.80",2021
Whitman-Hanson - Whitman Hanson Regional,7800505,272,531,524,0,0,0,0,0,0,0,0,7800000,0,0,0,0,0,0,0,Whitman-Hanson,"          $53,092,533.46",3571.3,"              $14,866.44","          $58,500,878.46",3708.6,"              $15,774.38",2021
Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,35,549,527,1002,12.7,1263,46.5,53.3,1.1,18.1,40.3,8850000,3.1,1.4,25.6,65.6,0.5,0,3.8,Whittier Regional Vocational Technical,"          $26,757,887.00",1237,"              $21,631.27","          $26,814,287.00",1239,"              $21,641.88",2021
Wilmington - Wilmington High,3420505,70,592,580,436,13.9,707,52.8,47.1,0.6,13.9,14.6,3420000,1.4,5.9,6.4,82,0.3,0,4,Wilmington,"          $57,575,913.18",2845.5,"              $20,234.02","          $64,841,494.27",2934.7,"              $22,094.76",2021
Winchendon - Murdock High School,3430515,30,554,527,149,13,264,45.8,53.8,1.5,23.1,54.2,3430000,2.3,3.8,8,82.2,0.4,0.4,3,Winchendon,"          $18,693,403.60",1149.4,"              $16,263.62","          $21,505,524.85",1338.5,"              $16,066.88",2021
Winchester - Winchester High School,3440505,449,627,643,634,16.3,1348,51.6,48.4,1.1,16.1,8.1,3440000,1.4,19.3,3.8,70.4,0.4,0.1,4.7,Winchester,"          $71,335,272.18",4462,"              $15,987.29","          $76,195,178.72",4530.6,"              $16,817.90",2021
Winthrop - Winthrop High School,3460505,50,559,552,214,18.1,575,49.6,50.1,5,14.6,40.5,3460000,1.2,1.2,19.7,76.7,0.4,0,0.9,Winthrop,"          $28,723,762.00",1833.2,"              $15,668.65","          $30,863,993.00",1887.2,"              $16,354.38",2021
Woburn - Woburn High,3470505,220,536,536,654,14.6,1271,51.7,48,8.3,16.1,38.2,3470000,6.6,6.1,15.6,68.8,0.5,0.2,2.3,Woburn,"          $84,413,408.18",4300.8,"              $19,627.37","          $92,125,625.08",4494.4,"              $20,497.87",2021
Worcester - Burncoat Senior High,3480503,61,495,497,670,13.5,1134,47.1,52.9,24.5,24.7,73.5,3480000,18.8,5.1,43.7,27.9,0.2,0,4.3,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
Worcester - Claremont Academy,3480350,27,461,477,281,17,520,51,49,33.3,14,85.6,3480000,9.6,8.1,73.7,7.1,0.2,0,1.4,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
Worcester - Doherty Memorial High,3480512,258,523,535,913,11.3,1280,44,56,20.2,15.6,59.9,3480000,15.3,6.1,36.3,37.7,0.3,0,4.4,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
Worcester - North High,3480515,76,488,461,631,16.1,1260,49.1,50.8,32.1,22.7,83.9,3480000,18.7,4.5,54.3,19,0,0,3.6,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
Worcester - South High Community,3480520,88,580,572,770,15.7,1474,46.3,53.6,28.6,20.7,75,3480000,17.1,11.1,45.3,22.9,0.1,0,3.5,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
Worcester - University Pk Campus School,3480285,14,488,506,120,17.9,233,45.9,54.1,21.9,14.6,77.3,3480000,13.7,14.6,55.8,9.9,0.9,0,5.2,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
Worcester - Worcester Technical High,3480605,119,510,513,743,15.4,1458,58.9,41.2,6.4,14.1,62.1,3480000,18.5,7.7,38.5,31.5,0.2,0.1,3.5,Worcester,"         $411,191,518.17",24019.1,"              $17,119.36","         $466,801,954.33",26958,"              $17,315.90",2021
